,content,,,,,,,,,
802,넘 볼만해요 극장에서 봤어용,,,,,,,,,
803,영화관에서 본게 깜짝깜짝놀래블고먼,,,,,,,,,
804,귀신 개약골임 한대맞고 나가떨어짐 ㅋㅋ 보다가 빵터졌다,,,,,,,,,
805,재밌는데 너무 깜짝놀라는게많아서 스츠레스받음,,,,,,,,,
806,깜짝 놀라는 장면이 많고 그닥 무서운 부분은 없었네요 ㅋ,,,,,,,,,
807,보다가 깜짝깜짝 놀라긴 했는데 옆에서 비명지르는 남고딩이 더 무섭,,,,,,,,,
808,나름 괜찮 하지만 ..무섭다기 보다는 코미디가떠오르는 이유 ... 호러 + 코미디,,,,,,,,,
809,속편 편견 없었는데 이번 거는 처음만 못하네요 그래도 이름값은 했다는거,,,,,,,,,
810,뉘어오아르루러라가더ㅡㄷ구ㅜㅇ,,,,,,,,,
811,재미도 없고  무섭지도않고,,,,,,,,,
812,재미있었구요 내가언제이걸봒는지 몰겠네,,,,,,,,,
813,한밤중에 불커놓고 혼자 봤는데,,,,,,,,,
814,깜짝깜짝놀라는 스릴를 맛볼수있음 심야에봐야제맛!,,,,,,,,,
815,평이좀 늦엇지만 무서운서 조아하시는분이면 강력추천~~!!,,,,,,,,,
816,잼슴ㅣ가나다라마바사아,,,,,,,,,
817,하.. 여주가 너무 불쌍했습니다..,,,,,,,,,
818,무섭고 좋네요 ㅎㅎ 간만에 볼만한 공포영화 짱짱,,,,,,,,,
819,11월말이나 12월초 해외여행 같이 가실분??,,,,,,,,,
820,소리가 다 했네.. 소리만 무서워 감독이 달라서 그런지 3는 실망이야ㅠㅠ,,,,,,,,,
821,인시디어스 시리즈는 재밋습니다.,,,,,,,,,
822,무서움 반. 긴장감 반. 괜찮게 봤습니다,,,,,,,,,
823,원투보다 확실히 무섭거나 깜짝놀라는 장면도 적지만 볼만합니다. 그래도 원투쓰리순으로 재밌음,,,,,,,,,
824,호러물 좋아하는 사람이라면 봐볼만한 영화. 보고있으면 가슴이 콩닥콩닥ㅎㅎ,,,,,,,,,
825,그냥그저그런영화김강우가아깝다,,,,,,,,,
826,시리즈를 잘지킨 후속작. 볼때마다 심장이 쫄깃해진다.,,,,,,,,,
827,전개는 빠르지만 공포나 내용은 약한,,,,,,,,,
828,너무 했다...너무했어... 몇번이나 잠들었다가 깼다.,,,,,,,,,
829,1231231313,,,,,,,,,
830,하하하하히히히ㅣ히헤헤헤헤히히히히,,,,,,,,,
831,생각보다안무서웠어요,,,,,,,,,
832,나름 볼만해요. 공포감도 적당하고 ㅋ,,,,,,,,,
833,졸잼...ㅠㅠㅠㅠ진짜,,,,,,,,,
834,쫌 지루한 감이 있었지만 나름 재밌게 봤어요,,,,,,,,,
835,조아요 뮤서워요ㅠㅜㅜ,,,,,,,,,
836,기대 그 이상 그 이하도 아니었던 영화,,,,,,,,,
837,무서워서 또 보고 싶지 않다.,,,,,,,,,
838,정말 깜짝깜작 놀라는 장면 많구요 친구와 정말 재밌게봤습니다 !!!!,,,,,,,,,
839,시리즈중 가장 무섭게봤습니다... ㄷㄷ..,,,,,,,,,
840,손에 땀절이면서 봤어요..,,,,,,,,,
841,인시디어스 시리즈중  제일 덜무섭지만 깜놀래는일은 많네요 여주인공 이쁘네요,,,,,,,,,
842,그저그런영화예요ㅎㅎㅎ,,,,,,,,,
843,별로 안무서웟는데 깜짝깜짝놀라는 부분이많음,,,,,,,,,
844,3편이 아니라 프리퀄이다. 1편 2편과 내용이 연결되지 않으므로 첫편처럼 본다면 그럭저럭 재미있다. 다만 감독이 바뀌어서 영화의 분위기 자체가 전작들과 좀 다른편. 표현이 훨씬 평범해졌다. 영매역의 린 샤예 보는 재...,,,,,,,,,
845,재미는 있었지만  무섭지는 않았다,,,,,,,,,
846,전편에 비해 재밌었음 유령 스케일이 좀 발전한듯ㅋㅋ,,,,,,,,,
847,무슨영화인지기억이안나요,,,,,,,,,
848,이제 시리즈 끝났겠지?   1,,,,,,,,,
849,굿숫굿굿숫굿숫귯숫굿,,,,,,,,,
850,왠지 판타스틱4 그린랜턴 느낌인데???,,,,,,,,,
851,전작이 더 재밌다. 스토리도,,,,,,,,,
852,별루 안무섲고 기대이파,,,,,,,,,
853,마지막 해결방법이 좀 허무한거 같네요 주인공은 따로 있는거 같은 느낌을 받았습니다,,,,,,,,,
854,한여름밤 심야영화의 추억 ^^,,,,,,,,,
855,인시디오스 시리즈와비슷한듯 안비슷함 코미디 공포,,,,,,,,,
856,무섭나? 모르겠다. 잔잔한 내용,,,,,,,,,
857,악령나오기전까지 가 무섭,,,,,,,,,
858,부담없이 재밌게볼수잇는영화,,,,,,,,,
859,깜짝깜짝 열자열자열자,,,,,,,,,
860,그냥저냥 볼만했어요 잘 봤습니다,,,,,,,,,
861,많이무서울줄알앗지만 그렇게무섭진않앗어요,,,,,,,,,
862,예고편이 제일 무서워요 ㅠㅠ,,,,,,,,,
863,나름대로 재밌었음ㅋㅋㅋㅋ,,,,,,,,,
864,무서운영화를  보는게 더 무서울지도 몰라 놀라는 장면많지만 공포스럽지는 않다.,,,,,,,,,
865,소리떄문에 깜짝깜짝 놀라기만함,,,,,,,,,
866,깜짝깜짝놀라는장면많음,,,,,,,,,
867,그냥볼만한영화엿어요^^,,,,,,,,,
868,그럭저럭.,,,,,,,,,
869,적당히 재밋고 코믹도 있는 영화 공포는 잘 모르겟다,,,,,,,,,
870,제임스완의 전작들을 한번에 무너뜨림,,,,,,,,,
871,갑자기 감동이라 어이없었음,,,,,,,,,
872,재밌어요호홓ㅎㅎㅎㅎ,,,,,,,,,
873,깜짝깜짝 놀래키는 게 많았다..,,,,,,,,,
874,너무너무  무서웟엉ㅅ ㅠㅠ   ㅎㅎ덩덜,,,,,,,,,
875,쵝오쵝오  너무재밌당 또봐야디,,,,,,,,,
876,아무래도 놀래키는 것만으로는...,,,,,,,,,
877,그냥 저냥 볼만해요 깜짝  놀라는 장면도 많고,,,,,,,,,
878,나쁘지않아요! 시리즈연속으로 보았어요!,,,,,,,,,
879,그냥 그저 그럼...영화관에서 소리만무서움,,,,,,,,,
880,소리로 사람 놀래키기만 한다. 제임스완이가 감독이 아니었어.,,,,,,,,,
881,평점이좀늦었네요ㅎ시리즈가 갈수록 이어져있는게 진짜 감탄 스토리가 너무탄탄하더라구요ㅋㅋㅋ무서움은 덤..무서워서 팝콘쏟았어요ㅠ,,,,,,,,,
882,볼만함 간만에 본 공포영화,,,,,,,,,
883,초반에 분위기 형성을 잘한 것 같다.,,,,,,,,,
884,초반엔 인시디어스를 이어가나 싶었는데 중간엔 레슬링을 하지 않나 ,,,,,,,,,
885,정말 깜짝 깜짝 놀래키는 인시디어스만의 매력.. 이번에도 충분히 느꼈고,,,,,,,,,
886,스릴짱이에여 마지막진짜소름,,,,,,,,,
887,쏘쏘 볼만해요 근데 1이훨씬재밌다는,,,,,,,,,
888,생각보다 무섭지가 않다..,,,,,,,,,
889,집갈때 도로가 너무 무서웠어요,,,,,,,,,
890,내가 좋아하는 공포영화 ㅎㅎ,,,,,,,,,
891,썸녀랑가면 좋은 영화입니다ㅋㅋ,,,,,,,,,
892,심심하지않게 재밌었던거 같아요 약간의 공포를 느끼면서,,,,,,,,,
893,재밌어요옹오옹헤헿ㅋ,,,,,,,,,
894,아직 못봣어여;;ㅇㅇ,,,,,,,,,
895,인시디어스 시리즈는 다좋음~,,,,,,,,,
896,볼만?하자고 기억도안남 내가언제봣지,,,,,,,,,
897,엄청엄청 무섭지 않아서 다행.... 휴...,,,,,,,,,
898,역시 인시디어스.... 1,,,,,,,,,
899,괜찮았떤것 같다. 지금은 오래돼서 기억이 안난다.,,,,,,,,,
900,스토리연계생각하면서보니까재밋엇어요,,,,,,,,,
901,앞야ㅜ촾야ㅜ터ㅠ챺랖ㄹㅍ야ㅠ,,,,,,,,,
902,무서운건데그냥깜짝깜짝놀라기만할뿐,,,,,,,,,
903,재밌었습니다. 딱히 뭐라 말할수없어요.,,,,,,,,,
904,너무너무 재미있었어여,,,,,,,,,
905,아직도 안 잊혀져 ㅠㅠ 너무 무서웠음,,,,,,,,,
906,그냥그래씀. 안무서움하나도,,,,,,,,,
907,아 뭔가모르게 아쉽다..,,,,,,,,,
908,무섭긴 하지만 전 작품에 비해 아쉬웠다,,,,,,,,,
909,별1개  이렇게 준 사람들 평은 보지마시고,,,,,,,,,
910,그저 그랬어요....,,,,,,,,,
911,무서워서 오줌싸서 말렸음,,,,,,,,,
912,너무너무 무서웟어요 후속편 기대할게요,,,,,,,,,
913,좀그랬던거같아요 쫌놀래긴했죠,,,,,,,,,
914,원래 깜짝 깜짝 잘놀라는데 거이 비명을 질러대는수준여서 주변에서 겁나 짜증에 눈총받았음,,,,,,,,,
915,육점짜리영화였습니다,,,,,,,,,
916,별로안무서워여 좀비영화같은느낌,,,,,,,,,
917,쉬어가는 편?번외?쯤 느낌 앞에 두편이 이어지며 스토리로써도 치밀한게 강점이었는데 이번편은 여타 공포영화와 비슷?ㅎ 그래도 시리즈를 좋아하는 나로썬 나름 볼만했다..근데 다음편 또나오나벼ㅋ,,,,,,,,,
918,생각보다 덜무서웟다눈게 함정  그래도 서름쫙 ㅎㅎ,,,,,,,,,
919,영상 만 좀 무섭지 내용은 좀 유치함,,,,,,,,,
920,드라마에 집중하느라 하나도 안 무서움. 제임스 완 돌아와줘,,,,,,,,,
921,무서웠어요 짱짱짠짱짱,,,,,,,,,
922,스토리가 탄탄하고 중간중간 유머가 굿!!,,,,,,,,,
923,재미자미 있다 너무 너무 재미있다,,,,,,,,,
924,거어야어우우뭐야이샨에,,,,,,,,,
925,인시디어스 1,,,,,,,,,
926,인시디어스너무섭다!,,,,,,,,,
927,5.9/깜놀로버티는공포영화를좋아하진않지만대다수의공포영화가그러니어쩔수없이보는데,,,,,,,,,
928,인시디어스 1,,,,,,,,,
929,너무재미잇어요그래도좋앗어요,,,,,,,,,
930,무섭다기보다는그냥깜짝놀라는정도,,,,,,,,,
931,그닥.. 놀라는 부분도 결말도 예측가능,,,,,,,,,
932,중간중간좀많이놀랬네요,,,,,,,,,
933,짱소름 넘무서운영화였어요,,,,,,,,,
934,볼만했으요 아이우세오,,,,,,,,,
935,무서웟은데 조금 반전잇어여,,,,,,,,,
936,무서웟은데 조금 반전잇어여,,,,,,,,,
937,많이 놀래긴 하는데 그렇게 무섭진 않아서 아쉬웠어요,,,,,,,,,
938,초반에 몰입이 잘됫으나 후반에 아쉬웠음,,,,,,,,,
939,무섭무섭무섭 극장에서 무섭,,,,,,,,,
940,역쉬 내용은 1,,,,,,,,,
941,보는내내 맘졸이면서 봤던거같아요잼있어서 친구들에게 추천했음니다,,,,,,,,,
942,평범한 엑소시스트일줄 알았는데 마지막 반전 좋았다잉~,,,,,,,,,
943,몰입도 최고 눈을뗄수없어요,,,,,,,,,
944,개인적으로 이거 평 높아서 놀랬네ㅡㅡ 개노잼. 개지루. 할머니 코믹ㄷㄷ  1,,,,,,,,,
945,컨저링 이후로 대세는 조용하면서도 현실 밀착형 공포인 거 같다. 영화를 보는 내내 긴장감이 있었고,,,,,,,,,
946,손흔드는거 핵소름ㅋㅋ,,,,,,,,,
947,놀래키는게 많았어용...,,,,,,,,,
948,깝툭튀는 공포가 아니라 놀라는거다. 깝툭튀로 공포영화 만드는건 하수다.,,,,,,,,,
949,영화관가서 봤다면 엄청 비명나왔을꺼같아요.집에서보는데도 무쟈게 놀랐어요..혼자보지마세요..ㅎㅎ,,,,,,,,,
950,생각보다 무섭지 않아서 아쉬웠던 영화,,,,,,,,,
951,감독이 제임스완이 아닌데 이정도 했으면 선빵한거다,,,,,,,,,
952,이게뭐냐... 감독바껴서 그른가 노잼...,,,,,,,,,
953,공포영화 전형성을 결코 버리지 못하는 또하나의 영화 공포는 실체가 드러나기 전 까지만이다 여주가 이쁘고 할매영매의 연기에 5점이라도 준다 젤 잘만든게 엔딩크래딧 집안 전체 훑는거 그거다 그게 젤 공포스러움ㅋㅋ,,,,,,,,,
954,시간때우기 좋은 영화로 더욱 분발하시길,,,,,,,,,
955,무서웟는데 나중엔 귀신이 우스웠습니당,,,,,,,,,
956,하하하무서웠긴하네요,,,,,,,,,
957,1,,,,,,,,,
958,재미없음10자10자10자,,,,,,,,,
959,안무서웠어 노점 10자,,,,,,,,,
960,시시하네..,,,,,,,,,
961,가족들과 재밌게 봣어요~ㅎㅎ,,,,,,,,,
962,너무 웃겻어요. 솔직히 괴물설정도 그렇고 마지막 엔딩에 빨파색 분장괴물은 뭔가요. 너무 유치해서...ㅜㅜ  정말 컨저링 발톱에 때만큼도 ...,,,,,,,,,
963,나만 무서웟나.. 울엄마랑 동생은 어이없어서 중간에 나오고싶엇다는데  나는 너무 무서워서 지릴뻔;;,,,,,,,,,
964,개지루함. 공포는 역시 무섭지가 않다. 그래도 여주가 이뻐서 5점 준다. 여주 사진만 보면 희안하게 생겼는데 영상에선 겁나 이쁘다. 이런 애들이 떡감이 좋다. 여주같은 여자랑 사귀고 싶다.,,,,,,,,,
965,전작들에 비해 내용이 너무 부실하다,,,,,,,,,
966,제임스 완의 비중이 이렇게 컸을까? 그래도 감동적인 결말은 인상적이었다,,,,,,,,,
967,완전재밌게봤어요ㅋㅋㅋ,,,,,,,,,
968,충분히 무서움 마지막 장면만 아니면,,,,,,,,,
969,이런 심령공포물은 역시 인시디어스 시리즈징,,,,,,,,,
970,극혐 무서움 진심무서움,,,,,,,,,
971,어디가 무서운건지...,,,,,,,,,
972,무서웠어요 소리지를뻔했네요ㅋㅋ,,,,,,,,,
973,재밌었음 생각보다 신선,,,,,,,,,
974,무서워서 죽는줄 ㅋㅋ근데짜릿하고잼남,,,,,,,,,
975,굿 근데식상해서아쉬웠어요,,,,,,,,,
976,좋다조타도타조타조타,,,,,,,,,
977,깜짝 깜짝 놀래키는 장면이 몇번 있긴 한데,,,,,,,,,
978,나름 재밌게 잘봤습니다,,,,,,,,,
979,놀라기만 했네여...,,,,,,,,,
980,무서워 죽는줄!! 생각지 못하다 놀라는ㅠㅜ 하도 소리질러 주변 사람들도 다 소리지름ㅠㅠ,,,,,,,,,
981,생각보다 덜 무서웠음 기대를 너무 했음,,,,,,,,,
982,굿입니다 그래도 잼잇게 봣어요,,,,,,,,,
983,긴장감없는스토리하며,,,,,,,,,
984,뭐 그냥 그럭저럭 볼만햇음,,,,,,,,,
985,확실히 제임스완 감독이 공포스러운 연출은 잘한다는 게 보는 내내 느껴졌다.물론 3 에서도 깜짝 놀래키는 연출에서 공포감이 존재는 했었지만 비교적 1,,,,,,,,,
986,굳 좋아좋아여 이거보세여,,,,,,,,,
987,정말재밋어요오오다시보고시펑?,,,,,,,,,
988,굿이였다 짱이였음 개무서워,,,,,,,,,
989,제임스완의 한 발 물러나서 제작만 맡는 경우,,,,,,,,,
990,공포영화에서 공포 극복용 판타지영화로가는 영화.,,,,,,,,,
991,기본에 충실한 오컬트 호러영화,,,,,,,,,
992,재미있게 잘봤어요^^심장떨어지는줄..,,,,,,,,,
993,인시디어스 1.2   이번 3까지 정말 재미있게 봤습니다 앨리스 할머니 완전 멋져요 +_+   미스터리 호러물 좋아하시면 인시디어스 역시 명작입니다 !      4편을 기대하며..,,,,,,,,,
994,갑자기 터지는 큰 사운드로 놀래키는게 불쾌하지만,,,,,,,,,
995,그저그렇네요 뭐.. 딱히,,,,,,,,,
996,나만 낚일 수 없다...,,,,,,,,,
997,꿀잼입니다 개인적으로,,,,,,,,,
998,보통의 공포영화는 처음부터 잡아당기고 던지고 하는 물리력이 나오지만 이 영화는 중간에 그런부분이 갑자기 나오면서 좀 충격이었음. 자꾸 생각남..ㅠ.ㅠ,,,,,,,,,
999,월트디즈니 공포영화 보는 줄... 좀 유치함. 그냥 킬타용.,,,,,,,,,
1000,갑옷 안 입은 다쓰베이더가 이쁘고 착한 소녀를 너무 괴롭히네. 흐름에 맞춰 놀래키는 게 아니라,,,,,,,,,
1001,개인적으로 전작에 비해서 한심하다. 앨리스 혼자 이끌어 가기에는 한계였다.,,,,,,,,,
1002,생각했던것보다는 별로지만 재밌음,,,,,,,,,
1003,솔직히 너무 기대했던건지기대이하임,,,,,,,,,
1004,리워넬 아직은부족...,,,,,,,,,
1005,혼령들보다 인시디어스 시리즈와비슷한 공포소재 영화에 자주 출연하시던그 심령술사역의 분 표정이 더 무섭다...깜짝 놀라게하던 장면은 조금 있었지만소름끼치거나 섬뜩한 느낌은 잘 모르겠다(정확히 말하면 효과음이 엄청).....,,,,,,,,,
1006,역시 어느공포영화 보다는 훌륭하다. 하지만 제임스완의 직접 연출이 조금 더 좋긴하다. 4를 기다려 본다,,,,,,,,,
1007,볼만했습니다!!! 나름 여름 더위를 잊게해준듯,,,,,,,,,
1008,가나다나마마바아바다,,,,,,,,,
1009,무난무난 제임스 완이 그리워~,,,,,,,,,
1010,마지막 끝판 귀신이 기대에 못미쳐서 김샘..,,,,,,,,,
1011,터미네이터 시리즈같은 느낌. 전편에 비해 재미와 무서움이 약해졌어. 4편 나오면 초심의 분위기로 가야 흥행할듯,,,,,,,,,
1012,감독의 화려한 연출덕에 배우의 연기 마저 우습게 보인다,,,,,,,,,
1013,스릴있는영화ㅋㅋㅋ재미있어요,,,,,,,,,
1014,내용이 이어지는게 아니라 전에 이야기네요..4를 기대해야되나,,,,,,,,,
1015,재미있었습니다. 굿굿,,,,,,,,,
1016,그다지...무섭지도 잼잇지도....안타는,,,,,,,,,
1017,엉성하게 코미디 섞으려는 시도가 흥을 깬다. 그리고 1,,,,,,,,,
1018,stefanie scott!! love ya,,,,,,,,,
1019,깜짝 놀라게 하는게 무섭긴한데 그게다인듯하네여,,,,,,,,,
1020,너무진부해..요전편이랑 다른느킴이..ㅋ,,,,,,,,,
1021,그냥그런공포....,,,,,,,,,
1022,인시디어스 시리즈는 음향이...ㄷㄷㄷ,,,,,,,,,
1023,공포를 즐기는편인데 이거보고 간이 작아진듯; 영화관에서 보는데 사람들이 소리를 안질러서 더 무서웠다; 깜짝 놀라는 장면이 많아서 심장쫄리지만 진짜 사람의 공포의 심리를 잘 간파해낸듯 저 호러메이즈도 안무서웠던사람인데...,,,,,,,,,
1024,보는내내놀라는부분도많았고,,,,,,,,,
1025,대체로 재미 있었지만 1,,,,,,,,,
1026,퀸 좋아하는 남자애 무슨 역할 있을줄 알았더니 아무것도 없네? 좀 어이없음 그래도 볼만함 다만 8000원 주고 보기에는 좀 아까운..,,,,,,,,,
1027,그냥소리지르다끄나버린영화,,,,,,,,,
1028,딱 7점 정도인 것 같음..,,,,,,,,,
1029,무서운 듯 안 무서운 듯 썸타는 무서움,,,,,,,,,
1030,나름볼만했습니다 ~~~,,,,,,,,,
1031,외국 스릴러는 좀 나랑 안맞는듯..,,,,,,,,,
1032,인시디어스만의 공포가 있긴한데 스토리나 연출이 매우 허접해진건 사실이다. 2편에 나온 그 조수같은 사람이 감독을 맡았다는데 역량 부족이 많이 느껴진다. 스토리도 1,,,,,,,,,
