,content,,,,,,
1842,이 이후의 비슷한류의 영화를 많이 봐서 그런지 뭔가 색다른맛이 없고 밋밋하다... 먼저봤다면 모를까... 아쉬움이 남고 전체적으로 지루한느낌..그래도 공포분위기 조성에 코믹요소는 나쁘지 않았음..,,,,,,
1843,심리묘사고 수작이고 득특한 공포고 뭐고 간에 일단 보는동안 주인공들 한명한명이 다 졸1라게 답답해서 욕나오는 영화.... 극한상황에서 질질끌고 말 안들어쳐먹고.  닥치고 차에 짱박혀서 달리고 달리기만 할것이지. 영화...,,,,,,
1844,공포에는 미흡 스릴러도 미흡 그러나 솔솔히 재미있다,,,,,,
1845,기대했던것에 비해...,,,,,,
1846,트라이앵글 보는듯 볼만함,,,,,,
1847,가족들이 돌아가면서 쇼를 하네 정신이 왔다갔다 턴게임하나? 아후 답답해라,,,,,,
1848,뒤로가면서 힘빠지는,,,,,,
1849,스플래터무비. 기본정보에 '코믹'이란 정보가 누락됨.,,,,,,
1850,시간아까워,,,,,,
1851,어이 상실 이었지만 마지막에 가족들이 측은해서 3점준다.,,,,,,
1852,뭘 믿고 평점이 이렇게 높지? ㅋㅋㅋㅋㅋㅋ 그저 어처구니 없을 뿐,,,,,,
1853,미안하지만 트라이 앵글 보고 나서 보니깐 별루 ..ㅜㅜ,,,,,,
1854,그런데 결말이 뭐임?,,,,,,
1855,장르가 블랙코미디면 진짜인정하는데 공포스릴러라서 황당할뿐,,,,,,
1856,영상도 무섭지 않고 내용도 예측 가능합니다. 직접 보고 나시면 평점이 과대 평가된,,,,,,
1857,이 영화...2배속으로 봤는데도 왠지 내용을 다 알것 같아;,,,,,,
1858,관대한 본인은 이 영화를 본 후 냉담한 반응을 나타내었다..,,,,,,
1859,이건뭐 공포야 코미디야 긴장감은무슨.. 개실망 뭐가 수작이라는건지,,,,,,
1860,긴장감 제로. 영상은 03이 아닌 93년 작품을 연상케 했다.,,,,,,
1861,저예산에 가산점을 준대도 구지 제작할 필요가 있었을까.. 평점이 심하게 높은 듯,,,,,,
1862,여러가지로 봐서 별볼일 없는 영화!,,,,,,
1863,한번보고 다신 보고싶지 않은 영화일 뿐. 표현하는 바 모두가 차라리 지루하다,,,,,,
1864,이걸 도대체 왜 추천하는지 모르겠네요. 킬링타임용 이상도 이하도 아닌영화,,,,,,
1865,이것도 영화라고 만들었냐..ㅅㅂ 이딴게 무슨 평점8점이여~ 아 졸짱나..,,,,,,
1866,억지요소가 많아 어색한 느낌,,,,,,
1867,솔직히 8점은 개오바,,,,,,
1868,이건 뭐 코미디인가... 반전도 허술하고 이게 뭐니,,,,,,
1869,이 영화 대체 뭥미.......... 헐,,,,,,
1870,나름 공포영화라지만 웬만한 코미디영화보다 웃기다,,,,,,
1871,이게 왜 평점이 7.96일까 세상에서 제일 재미없고 어이없는 반전,,,,,,
1872,어처구니가없네 ..,,,,,,
1873,평점 왜이래..ㅎㅎ,,,,,,
1874,말도안되는평점,,,,,,
1875,허무해..반전도뻔한듯..,,,,,,
1876,개 같은 설정,,,,,,
1877,장르를 코미디로..,,,,,,
1878,헐...정말 최악...이건뭐..쯧쯧 도대체 몰말하자는건지...하여간 시간 정말 아까웠음,,,,,,
1879,20분짜리 환상특급 에피소드를 잡아 늘렸다. 어서 영화가 끝나기를 간절히 바랬다.,,,,,,
1880,집에서봐서 그런지는 몰라도 긴장감별로없고 결말도맘에안들고 뭐이런..,,,,,,
1881,그냥저냥 좀 지루했음,,,,,,
1882,솔직히....별로다....긴장감도 별로 없고,,,,,,
1883,진심개재미없다쓰레기야이런건괜히뭐있는척할라고리뷰에지껄이지말고그냥닥버,,,,,,
1884,테어나서 돈 주고보고 후회함..제길..반전같은 소리하네. 정말 드럽게 재미 업더라.,,,,,,
1885,재미없다. 무서운거 하나도 없다.,,,,,,
1886,쓰래기 영화보다는 좋지만,,,,,,
1887,반전을 떠나서 영화가 기분 나쁘다,,,,,,
1888,자기 가족이 죽었는데..눈물한방울 안흘리던;..복선..내포되있는 의미는 좋았으나아쉽,,,,,,
1889,얼핏 그럴듯해 보이면서도 허무하고 쫌 끼워맞추기 엔딩....,,,,,,
1890,도로에서의 공포는 썸뜩했지만 긴장감은별로 ..또 내용전개와결말이 다소 아쉽다 .,,,,,,
1891,여우계단도 무서워하는 사람인데..이건 정말 ......쓰레기 ㄷㄷ,,,,,,
1892,말도안돼는 쓰레기 영화..... 초난감......,,,,,,
1893,장난하나?이게평점7,,,,,,
1894,이 영화를 보다 잠을자기 시작했다!   - 더 로 드 -,,,,,,
1895,그다지...재미도 없고..결말도 그다지 반전도 아니고 가족사로죽는영화도 아니고..,,,,,,
1896,흔해빠진 결말,,,,,,
1897,사상최악..꿈이라는 파리의연인도 그랬죠.감독 찾아가서 영화란 먼지 애기하고 싶네요,,,,,,
1898,반전에 반전을 시도했지만 허접한 영화인건 사실 공포라기 보다는 코미디에 가깝네요,,,,,,
1899,보고 욕나왔음.  뭐라그럴까.... 영화라 인정하고 싶지도 않을정도. 너무 심했나? ㅋ,,,,,,
1900,이해를 못 했나? 무슨 반전?,,,,,,
1901,저예산 영화에 반전 조차 마음에 들지 않는다.,,,,,,
1902,아 짱나 평점보고 완전 속았다 더불어 알바생도 짱난다,,,,,,
1903,음.. 솔직히 걍 그랬다 ... 음 좀 유치함이 느껴진달까,,,,,,
1904,후.. 욕나온다.평점8점이라? 딱 미친소영화,,,,,,
1905,#NAME?,,,,,,
1906,기대이하.....--,,,,,,
1907,헐헐헐 절대보지마세요,,,,,,
1908,맛이 간 영화제작자와 그걸 추종하는 바보 한국네티즌을 보고 완전 실망,,,,,,
1909,스토리가 유치한 게 흠,,,,,,
1910,장난해?,,,,,,
1911,공포영화인데 공포를 보여주셔야죠,,,,,,
1912,코믹영화다 ㅋㅋㅋ 이딴걸 영화라고,,,,,,
1913,밑에님처럼 정말최악이다 이건공포영화가아니라 뫼비우스의띠다 -100점도아깝다,,,,,,
1914,최악이다. 이 보다 더 저질스러운 영화가 있을까? 말만 많다.,,,,,,
1915,반개도 아깝다 히바 ㅡㅡ,,,,,,
1916,혼돈이횽아~ 나이거 15분보고 결말예상됐삼.. ㅡㅡ;; 나 맞을준비 됐떠여~ ㅋㅋㅋ,,,,,,
1917,처음상황설정엉망 내용전개는 억지....주인공들의 어이없는 말들...최악,,,,,,
1918,이게 반전이냐... 역겨운 공포조성,,,,,,
1919,정말 재미없게 봤다... 공포인데 졸리기까지 하다니..,,,,,,
1920,심리적 공포감보다 짜증감만 느꼈다.. 진짜 보지마라 후회한다.,,,,,,
1921,1점도 아까운영화.내용없음,,,,,,
1922,나름 공포영화매니아로서...최악. 평점이 이상함,,,,,,
1923,최악의 영화.. 시간 아깝다,,,,,,
1924,전혀 새롭지도 않고 깊이도 없어며 볼거리는 최악이다.,,,,,,
1925,할머니..왜케 답답하지...;;에휴,,,,,,
1926,정말쓰레기영화..1점도 주기아까움보는내내지루하고잠옴,,,,,,
1927,존나 웃긴영화  이게 공포냐?,,,,,,
1928,공포,,,,,,
1929,시간이 남아서 어쩔줄 모르는 사람만 볼 것,,,,,,
1930,한 6.5~7점? 도대체 평점이 왜이리 높은지?,,,,,,
1931,머지..진짜 재미업다,,,,,,
1932,어딜 봐서 무섭지??,,,,,,
1933,정말 안 보는게 정신건강에 도움을 준다... 충격과 공포 !!!,,,,,,
1934,와~ 미치겠다.. 이게 어딜봐서 8점이 넘나 ㅡㅡ;;;;;,,,,,,
1935,20분만 보면 영화의 끝을 알수 있는 쉬운 영화. 그닥 무섭지는 않구..,,,,,,
1936,글쎄;;;;;;;너무뻔한반전에다가 솔직희공포는아니고웃긴다;;,,,,,,
1937,점수를 잘줄수가 없네...,,,,,,
1938,뭐냐 이거 코미디인줄 알았다 -_-,,,,,,
1939,초반부터 결말을 짐작해버린...그래서 어쩔 수 없이 더 지루했다...,,,,,,
1940,하나도 안 무서워............공포 영화는 무서워야 하는건데...,,,,,,
1941,솔직히 전혀볼만하지 않았음,,,,,,
1942,지루지루.,,,,,,
1943,작품성3오락성4만족도6,,,,,,
1944,평점과 영화의 흥미는 비례하지 않는다,,,,,,
1945,계속졸리다 반전에서만 재밌었음...그래서 2점,,,,,,
1946,많이 봐왔던 내용. 식상한 반전. 이게 반전축에 낄수 있을런지.,,,,,,
1947,시바 로그인하개만드네아놔 짜증나는영화,,,,,,
1948,지루..............잠온다..............,,,,,,
1949,그냥 무섭기만한 영화 너무나 시시한 반전,,,,,,
1950,8점? 이게 8점이면 오픈워터는 9.99겠네 OOㄻ,,,,,,
1951,짜증난다!!!,,,,,,
1952,괜찮은 반전영화라는데 대실망. 복선같은거도 전혀 이해안됨.,,,,,,
1953,평점믿었다가 대실망,,,,,,
1954,인생 최악의 크리스마스 이브,,,,,,
1955,허무하고 엉성하다.,,,,,,
1956,안무서워,,,,,,
1957,최악의 영화 평점이 이렇게 높다니....낚였다라는 표현이 딱,,,,,,
1958,전문가 평점 말이 딱 맞네.<드러나는 진실들은 어이가 없다>,,,,,,
1959,공포감은 좋았지만 케릭들이 짜증스러웠던 영화,,,,,,
1960,말이필요없는 쓰레기,,,,,,
1961,정말 보지마시길 저 보다가 껏어요 -ㅅ-,,,,,,
1962,정말 최악이다 방과후옥상보다도 재미없다,,,,,,
1963,보다가 재미없어서 넘기면서 봤음...,,,,,,
1964,와 이게 재밌다는 사람은 정말 뇌구조를 열어보고싶다,,,,,,
1965,간만에 머리 쭈뼛~!!정말 생각하고싶지않은 영화다.화난다.젠장!,,,,,,
1966,1시간이 아깝다.ㅡㅡ;;,,,,,,
1967,거지다. 뭐야 이딴영화가꼬.평점 좋아서 봤더니,,,,,,
1968,반전이 너무뻔함. 나름볼만은 하지만 7.7정도가 적당,,,,,,
1969,반전 맨 처음부터 알아차려서 별로 였음. 긴장감도 그닥 ㅡㅡ;,,,,,,
1970,이제왜 평점이 높지 재미한개도 없다 완전 낚엮네 쳇!,,,,,,
1971,차라리 하우스오브왁스,,,,,,
1972,시간 아깝습니다. 보지 마세요.,,,,,,
1973,짜증나는 영화,,,,,,
1974,심하다....,,,,,,
1975,오만가지 기교를 다 부려 하고싶단 말이 고작 영적인 사후세계?,,,,,,
1976,간만에 쓰레기영화 봐서 시간날렸다,,,,,,
1977,음산한 분위기와 미스터리한 사건에서 오는 긴장감..그게 전부.,,,,,,
1978,재미없음 보는내내 영화관에서 나가고 싶었음 마무리 허무함,,,,,,
1979,식스센스,,,,,,
1980,질질 끈다 비추..,,,,,,
1981,꼴에?,,,,,,
1982,이영화뭐야 지루하고 답답하고. 고평가된 평점 내리기위해 1점,,,,,,
1983,디스거스팅 한 영화...,,,,,,
1984,재미도없고 무섭지도않고 짜증만났다,,,,,,
1985,진짜 장난하냐....;;;비추,,,,,,
1986,별로,,,,,,
1987,많은 호러영화들을 봐오면 이 영화에 뭐가 부족한지 딱 알수있다,,,,,,
1988,"죽는 내용이나 대화나 편집 모두 엉성...."" 불만족 영화...""",,,,,,
1989,너무도 엉성한 여기저기 짜집기한티가 나네~ 보지말것~,,,,,,
1990,모든게 진실인양 내비치는 마지막 종이한장 뭐야 그게?,,,,,,
1991,옛날 고어영화에 비하면 쓰레기영화. 엉성하고 밋밋하다.,,,,,,
1992,OO 공포물,,,,,,
1993,히트못한 영화는 이유가 있다. 아래전문가평을 참고하라,,,,,,
1994,짜증나고 사람 열받게하는 가족,,,,,,
1995,공포가 올려고 준비하다가 끝나버린다,,,,,,
1996,정말 형편 없습니다...,,,,,,
1997,늬김 네티즌 평점믿는 내가 밥틔지 ㅡㅡㅗ,,,,,,
1998,최악입니다 정말..시사회양도해드린2분께 죄송했다는..,,,,,,
1999,이런것도영화라고.크리스마스선물로레밍턴류의 총기를 선물해??,,,,,,
2000,보면 엄청 후회함 엄마먼저 디지게 하지 말이 넘 많음,,,,,,
2001,평점 좋아서 봤는데 후회한다 -_- 전혀 무섭지 않다,,,,,,
2002,예상 가능한 반전 짜증나는 스토리 이상한 결말...  별로군,,,,,,
2003,정말..안무섭고 반전이 혹시나 있을가해서 봤지만..전혀.없는.,,,,,,
2004,시간낭비 아 짜증,,,,,,
2005,공포와 코미디를 수시로 넘나드는 쓰레기 영화.,,,,,,
2006,평점때문에 봤는데 재미도없고 결말도 뻔함;; 여기 평점사기임,,,,,,
2007,z,,,,,,
2008,반전있단얘길듣고봤더니..3분만에반전눈치챔 - -,,,,,,
2009,반전이 이미 눈치챈 결과야 ㅋㅋ3점,,,,,,
2010,짜증나는 공포영화..,,,,,,
2011,흠.. 이런.. 밑에 글들에 속았다.. ㅠㅠ 우씨,,,,,,
2012,난해하다..순수히 영화만보고는 의미 를 알기 힘들다,,,,,,
2013,정말꽝이다..스릴러한두번본사람이라면.. 누구나 결말을 생각할수있는영화..,,,,,,
2014,별점 주기 싫은 영화.,,,,,,
2015,밑에 별들이 무심하게 느껴 지네요 짐 봤는데 참 재미 없네요 밑에 즐이오,,,,,,
2016,짜증나고 답답하게 만드는 영화...최악이다. 별점 높은거 이해불능,,,,,,
2017,별 네개?? 웃기고 있네요..,,,,,,
2018,뻔한스토리 열나짜증나는영화 스트레스쌓이는영화 씨발뭘탁쳐 OO아,,,,,,
2019,아고~~괜히 봣네..시간 아까워라,,,,,,
2020,시종일관무섭다..진짜 재미는공포봤다,,,,,,
2021,시종내내,,,,,,
2022,반전에 맞춘 억지스러운 내용전개. 완성도 빈약.,,,,,,
2023,재미없는 영화 최저의 제작비. 절대 보지마세요 시간낭비랍니다.,,,,,,
2024,영화 상영시간도 짧고,,,,,,
2025,지울지말지 고민되는 영화... 잼있다.,,,,,,
2026,사고직후부터 병원에 실려가 정신을 차리기까지의 무의식 상태를 공포물로 빚어낸 수작..,,,,,,
2027,블랙코미디 and 호러.제대로 못할거면 하나만 해.,,,,,,
2028,반전은 거지 깽깽이 같았지만 보는 내내 심장이 떨렸음;;,,,,,,
2029,이해 못하면 재미없다고들하는데 이해했는데 재미없는데? ㅋㅋㅋ,,,,,,
2030,환상특급' 중에서 가장 흔한 스토리 딱 하나를 80분으로 늘려 놓은 영화.,,,,,,
2031,졸음운전을 하지말자....,,,,,,
2032,몰입은 좋은데 무섭지는 않아,,,,,,
2033,이영화 장르 코미디아님? 진정웃겨 죽는줄 알았음ㅋ내가너무 영화를 늦게봤나벼ㅡ.ㅡ 대사들이 다 웃겼지만 지구본에서 빵터짐ㅋㅋ,,,,,,
2034,흥미롭게 보긴 햇는데 감이 좀 좋거나 이런류 영화나 책 많이 봤으면 충분히 시작과 동시에 예상 가능한 결말..,,,,,,
2035,수작 --? 엄청 기대하면서 봤는데 솔직히 실망했음-- 보면서 그냥 첨부터 바로 에이 설마  내가 생각하는 반전은 아니겠지 싶었는데 걍 쌍팔년도 호러모음집 반전 ㅇ..심리? 03년도 꺼라 그런지 그냥 솔까 뻔했음 ㅇ...,,,,,,
2036,왜 공포스러하는데 웃기지‥단조롭게 스릴감,,,,,,
2037,코미디 영화인 줄 알았다. 인시디어스에 나오는 할머니 여기에 나오네~!,,,,,,
2038,....솔직히 보는내내 불편했음 초반부에 사람이 죽었는데도 장난만치는 철없는 아들에... 징징거리고 잔소리만 해대는 시끄러운 마누라.... 너무 허술한듯... 분위기 만으로도 공포스럽고 무서웠지만.... 공포영화보면...,,,,,,
2039,별거아닌 스토리를 마지막에 쪽지하나 던져놓아서 별별 해석(거의 꿈보다 해몽이지만)을 가능케한 감독에게 박수를,,,,,,
2040,소재가 신선하고 나름 무섭긴한데 보는 내내 답답하고 짜증나고 전개가 너무 어설픔..,,,,,,
2041,무섭다기보단 전개가 매우 흥미로운 영화다. 볼만한 B급호러. 아기엄마가 좀 덜 섹시하고 무서웠다면...,,,,,,
2042,모든것은 메리언의 혼수상태에서  만들어진것,,,,,,
2043,개인적으로 지루했고 답답한 영화......그렇다고 긴장감도 없는 그런영화,,,,,,
2044,음 마지막 반전이 있긴합니다만... 험... 전설의고향의 스토리 한편같은 느낌,,,,,,
2045,젠장,,,,,,
2046,난 저런 아줌마 정말 싫다,,,,,,
2047,C급 공포물. 논할 가치가 없음,,,,,,
2048,4년전에 봤는데 그때도 안무섭던데...흠,,,,,,
2049,좀 지루했음. 결말도 재미없고..,,,,,,
2050,열린 결말의 공포영화는 사람을 찝찝하게 만든다 기대하면 실망이 큰 법,,,,,,
2051,레밍턴 샷건이 무슨 공기총이냐?,,,,,,
2052,아ㅡㅡ공포영화로 소문좀나서 봤더만ㅡㅡ 아 진짜 뭐가 무섭고 재밌다는거냐,,,,,,
2053,어설픈 스토리 ,,,,,,
2054,재미없음 긴장도안됨 공포? ...완전 안무서움,,,,,,
2055,너무 뻔한 공포..사건이 일어나기 전에 뭐가 일어날지 다 예측가능,,,,,,
2056,별로였네요..,,,,,,
2057,코메디 영화인가.. 보는내내 웃었는댕,,,,,,
2058,이건 뭐 긴장감도 없고,,,,,,
2059,ㅋ기대하고봤는데 OOO나 치고 잔인하고 심리적인 공포인줄 알았다완전 더럽자나ㅠ,,,,,,
2060,진짜재미없다.... 정말,,,,,,
2061,이게재밌나??난 그저 보면서 짜증만 솟구쳤다 ㅡㅡ,,,,,,
2062,8점은 오버다,,,,,,
2063,보고나서 열뻗혀서 ㅡㅡ,,,,,,
2064,여자주인공만남고나머진교통사고로죽음깨어나기전에악몽을꿈,,,,,,
2065,공포영화인지...코메디 영화인지..내생각엔 완전 코믹잔혹극? 평점은 왜케 높아 ㅡㅡ;,,,,,,
2066,이런 영화가 평점이 높다니 감독이 먼가전하고싶었지만 너무 표현하지 못했네요,,,,,,
2067,공포도 없고 반전도 없는 축이고..,,,,,,
2068,어이없다........,,,,,,
2069,영화시작후 15분 '설마..결말이 이거?' 영화끝나고 '헐 설마했는데.. 게이버평점 gg!',,,,,,
2070,몰입도최고라고하는사람들아이큐가알고싶어지는영화,,,,,,
2071,보는내내 개 짜증 났는데 결말보고 위안을 좀 얻었음. 앨리스 할머니를 여기서 볼줄이야ㅋㅋ,,,,,,
2072,영화가 크게 몰입감이 있는건아닌듯 그나마 마지막장면이 영화를 살린듯,,,,,,
2073,그리 무섭지 않은 미스테리,,,,,,
2074,ost?가 너무 구림..,,,,,,
2075,전 공폰지 모르고 블랙코미딘줄알고 너무웃고 잼게봤어요..시체는꼭치우는착한아버지.누가죽을때마다너무태연한가족들은 임신했다! 마약했다?사실니친구아들이다!너무웃겼음ㅋ가장이 총맞고 망할여편네 대사칠때와 딸 죽빵 날리는거보고 ...,,,,,,
2076,잉? 난 이거 별로엿는데 다 재밌다고하넹ㅋ 이상해,,,,,,
2077,이런 쓰레기같은 영화에 10점주는 놈들은 뭐야대체? 진짜 사상 최악의 영화다,,,,,,
2078,걍 이영화 보면 떠오르는 별 갯수가 이거다,,,,,,
2079,불끄고 봤는데 정말 유쾌한영화 바보아빠의활약상 죽은마누라 확인사살 굿,,,,,,
2080,지금나랑장난쳐?뭘 말하고싶은거냐? 무섭지도 않고?미스테리?잣이나까잡숴,,,,,,
2081,저예산으로 정말 잘 만든 공포영화~ 하얀옷 입은 귀신역 여자배우분 야릇하고 섹시하네용ㅎㅎ,,,,,,
2082,공포는 아니고 블랙코미디 같아요,,,,,,
2083,이거 재미없다고 생각하는 사람 무뇌아 취급하는 사람이 더 무뇌아 같음 ㅗ ㅋㅋ,,,,,,
2084,평점사기꾼.반전은 처음 사람죽고 유모차나올때부터 예상 가능하고 사실 원제목부터 대놓고 스포임.그냥B급 호러영화인데 평점이 너무 높다,,,,,,
2085,그냥저냥봤습니다. 7점대영화,,,,,,
2086,에휴...개 허접....,,,,,,
2087,영화 중간에 복선으로 결말을 유추하게 함. 완성도 높은 영화가 아니기에 반전이 중요한데,,,,,,
2088,진자 평점처음남겨본다 초반에 뭔가있을듯하게만들어놓고 가면갈수록 가족들 ㅎㄱ짓하고 티격태격하는거볼때마다 진자 개짜증낫다 진자 얼탱이빠지는영화,,,,,,
2089,어처구니없이 황당한 캐릭터들의 향연,,,,,,
2090,82분동안 이 영화를 보느니... 3분 40초 짜리 마릴린 맨슨노래를 듣는것이 훨씬 흥미로울 것이다. 아직 안봤거나 보려는 분들은 말리고 싶다. 시간은 더 값진 영화에 써라...,,,,,,
2091,그냥 내 자신이 폐인이 된 그런 느낌,,,,,,
2092,하나도 안무섭다.. ㅡㅡ 결국은 귀신영화잖어ㅋㅋㅋ 소복입고 으흐흐 대는 허접한 한국식 처녀귀신영화랑 뭐가다른거여ㅋㅋ 오글오글거리기만 한다 허참!,,,,,,
2093,빌리헤링턴이 안나와서 후하게 못주겠다,,,,,,
2094,진짜 실망이다 평점 이거 너무높다 ㄷㄷ 이건 감독이 코믹물로 노린것같다,,,,,,
2095,진짜 재미없다... 얘기가 너무 극적으로,,,,,,
2096,허.. 이거 참,,,,,,
2097,장난? 반전? 이런 쓰레기 공포 처음본다. 여운없고 지루하고 평점봤다가 개낚였네,,,,,,
2098,전체적으로 노잼. 결말이고 뭐고.,,,,,,
2099,데이빗 린치 스타일에 참신한 발상까지 더해졌지만 저예산 연출의 한계가 뚜렷,,,,,,
2100,아나 브래드 엄마 진짜 짜증나게 하네 아 진짜 죽이고싶다 아 열받네,,,,,,
2101,정말 기분더러워지고 말도 안되는 영화 풍지박살 가족의 모습,,,,,,
2102,요즘은 이런 영화가 많아서 충분히 예상가능하지만 2003년도에 나온 거 감안하면 신박하긴 하네... 그래도 너무 가족 시트콤 같던데...,,,,,,
2103,한국놈들은 뭔 겁이 이리 많냐 ㅡㅡ.  당시에도 묘한 영화였지 뭐가 무서웠다고 저딴게 베댓이되고 공감을 누르냐 에휴...ㅉㅉ,,,,,,
2104,꼭 봐라. 두 번 봐라ㅋㅋㅋ,,,,,,
2105,범인은 귀신이었던 거? 감독이 일부러 설정을 꼬아 놓은 듯... 찝찝해서 다운.,,,,,,
2106,봤다. 공포가 아니잖아 몇번을 웃은거냐,,,,,,
2107,긴장감 없고 몰입도 떨어지고 보는 내내 인상 찌뿌려진다. 러닝시간 짧은데도 지루하다.,,,,,,
2108,시나리오가 좀 부실하다. 저 예산 영화구나. 가부장적인 아버지구만. 딸은 이쁘고 귀엽게 생겨서 살려준건가보다.,,,,,,
2109,전형적인b급 영화 이해 할 수 없는 캐릭터들의 관계도,,,,,,
2110,영화 해석을 보니 내용은 대충 알겠는데 연출이 너무 가볍고 부실함. 아들놈 병맛같은 모습에 중간에 집중력을 잃어버렸다.,,,,,,
2111,와구메... 한 길에서 하루만에 만든 영화답네..,,,,,,
2112,뻔한 결말 기분나쁜 반전 별로 무섭지도 않고,,,,,,
2113,이영화보면떠오르는별개수,,,,,,
2114,평점 낚이지마세요 초딩들이 평가한 평점들입니다,,,,,,
2115,영화의 결말이 영화를 허무하게 만든다,,,,,,
2116,원래 공포영화는 말도 안되는 것이다,,,,,,
2117,무난하다고 본다...,,,,,,
2118,영화자체가 무슨 의미인줄은 알겠는데. 좀 지루하게 지나가는 느낌이다. 호러영화치고는 뭔가 밋밋한. 결말도 뭔가 깔끔하지 않고. 고평가 받을만한 영화인지 싶었다.,,,,,,
2119,처음에 아기얼굴보여주는거빼고 진짜 하품밖에안나왓다 이런영화는눈돌리면 널려있다,,,,,,
2120,무섭지고 않고,,,,,,
2121,성냥팔이 소녀의 재림이 더 재미있겠다 이런 ㅈ 같은 영화는 첨 보네 ㅋㅋㅋㅋㅋㅋ,,,,,,
2122,이런 기분나빠지고 짜증나는영화를 제일싫어함 -.ㅡㅗ,,,,,,
2123,평점조은거보고 봣는데 ㅋㅋㅋ진짜 ㅋㅋㅋ개콘보다 웃긴영화 ㅋㅋㅋㅋ이거영화보면 평점에 무섭다고 하능애들이 빡친다 ㅋㅋ,,,,,,
2124,한마디로 쓰레기영화.반전,,,,,,
2125,개짜증나는 가족ㅡㅡ 별한개도 아깝다,,,,,,
2126,반전은 흔해터져서 예상 가능한 범위 내였는데 반전을 신경쓰려면 좀 더 치밀하게 앞뒤가 맞게 하던가.. 그냥 반전 이해했는데 재미없음 ㅡㅡ; 그렇다고 1점은 아닌데 평점이 희한하게 높아서 그냥 1개 ㅡㅡ 그냥 5점대가...,,,,,,
2127,공포 좋아하는데 핵노잼,,,,,,
2128,ㄹㅇ 그냥 삼류영화.. 군대에 있을 때 봤는데 최악이었다,,,,,,
2129,보실려는분께 한마디 하겠습니다. 후회합니다.정말 공포물 바라고 보시는 거라면 15세 이하분들은 모르겠지만 이상이라면 강력비추천 합니다. 유치합니다 한마디로..주인공 가족들 중 특히 아들녀석은 위험한 상황인데도 사리분...,,,,,,
2130,중간에 끄려다가 결말궁금해 봤더만 시간만날렸네 쩝,,,,,,
2131,쓰래기 영화,,,,,,
2132,묘하게 엔딩은 괜찮았는데 그냥 전체적으로 재미가 없었다. 마터스도 그렇고 프랑스 공포영화는 다 이모양이네.,,,,,,
2133,평점 믿지마세요 영화보면서 열받아보긴 처음 의리로보는 영화도 잼있게 볼수있을정돈데 이영화는 진심 화났네요 그냥  제 평가는요 이영화는 쓰레깁니다 쓰레기,,,,,,
2134,평점 높은게 이해가 안간다보는내내 기분나쁘고 보기 싫었어요 ㅠㅠ,,,,,,
2135,핵노잼 보다껐다 연기력이 어슬픔,,,,,,
2136,이정도는 돼야 어디가서 공포영화라고..,,,,,,
2137,"참신한 발상의 저예산 사이코 스릴러이긴 하나 관람후 나의 느낌은 "" 머 이런 또라이 같은 영화가 다 있지"" 다. 흡입력은 확실히 좋지만 마치 우유에 굴 을 섞어 먹은 느낌이다",,,,,,
2138,이게 공포? 반전?  그런거 없다 평점높은이유 알수가 없다 서프라이즈보는게 좋을듯,,,,,,
2139,다들 왜이리점수를 후하게들준거지...아무쪼록 기대없이봐야재밌는영화일듯. .공포영화매니아들에겐 비추,,,,,,
2140,이거 재밌다는  사람들 수준이 의심스럽다  공포가 아니라 코미디아님? 근데 웃기지도 않아 심지어,,,,,,
2141,2003년대 영화치곤 수작이라고 하는데내가 봤을땐 어릴적 무서운게 딱 좋아! 시리즈 만화 수준에 스토리이다....왜 수작인지 모르겠음 저예산치곤 영화가 흥미롭긴 하나 사운드 연출 만큼은 최악이다....보다가 사운드가...,,,,,,
2142,GPS가 있는 현대에는 있을수 없는설정. 그리고 GPS없어도 종이지도도  안보나...,,,,,,
2143,반전영화라고 봤는데 쓰레기네. 결국 상상속. 시간 아까워...,,,,,,
2144,이게 공포냐 시트콤이지 ㅋㅋ,,,,,,
2145,평점이 너무 높은듯;;;; 몰입이 안되는데,,,,,,
2146,평점보고 재밌을줄알고 봤는데... 보지마세요 올해 본 영화중에 제일 별로였음 무섭지도않음,,,,,,
2147,이건아니다 평점들뭐지 완전낚였네,,,,,,
2148,최악 진짜 재미없어요. 이게 왜 평점이 높은지 모르겠다,,,,,,
2149,보다 짜증나서  댓글담.. 시간이 아깝다...,,,,,,
2150,평점낚시인듯..황당하고 뭘본건지..,,,,,,
