,content,,,,,,,
961,감독님의 다음 작품이 기대됩니다,,,,,,,
962,소름의 소름이... 이번 영화도 연출력이 상당했다..,,,,,,,
963,잘 만들었고 스토리도 좋았고 소름 돋고 무서웠어요ㅜㅜㅜ,,,,,,,
964,저예산과 요즘 필모가 별로인 블룸하우스라는 한계가 있음에도 작품 퀄리티가 생각보다 상당해서 감독이 누군지봤더니 업그레이드 감독이여서 바로 납득 감ㅋㅋ 그리고 사운드 ㄹㅇ 개소름이였음..,,,,,,,
965,영화 자체는 정말 재밌고 예상치 못한 결말 넘 통쾌해서 좋았는데... 잘생긴 능력자 사이코패스가 집착해 미칠만큼 여주 외모나 매력이 납득되지 않아서 좀... 그래도 여주가 연기를 엄청잘해서 (거의 원맨쇼에 가까움) ...,,,,,,,
966,간만에 스릴러같은 스릴러 본거같음,,,,,,,
967,서프라이즈~~~~!?,,,,,,,
968,꽤 재밌었어용 몰입감 최고ㅋ,,,,,,,
969,,,,,,,,
970,숨겨져있는 의미들을 찾는 재미도 쏠쏠,,,,,,,
971,긴장하며 봤습니다 재밋어요 ㅋ,,,,,,,
972,극장서봤더니  몰입감  좋네료,,,,,,,
973,연기 연출 다 좋았지만 몰입감 또한 장난 아님,,,,,,,
974,아무것도 예측할 수 없는 소름 돋는 스토리,,,,,,,
975,결말은 뻔한데 안보여서 미치겠음ㅋㅋㅋ,,,,,,,
976,쫄보라 겁나 무섭고 재밌게 봤어요~ 음악이랑 연기가 좋았음,,,,,,,
977,블룸이 또 일냈다! 몰입감이 순삭,,,,,,,
978,개인적으로는 아주 재미있었어요 ㅎㅎ,,,,,,,
979,스릴 속에 담긴 메시지까지 완전 최고,,,,,,,
980,긴말 필요없다. 서프라이즈~~ㅋ,,,,,,,
981,한번 보면 그뒤로 계속 생각나는 영화..,,,,,,,
982,믿고 보는 블룸하우스 영화ㅋㅋㅋ 말이 필요없다,,,,,,,
983,공포 싫어하시는 분도무섭지 않게 즐기실 수 있어요,,,,,,,
984,정말 무서웠다. 혼신의 힘을 다한 주인공의 연기에 놀랐다.,,,,,,,
985,러닝타임내내 몰입해서 봤어요,,,,,,,
986,그 동안 보지 못한 색다른 스토리의 공포,,,,,,,
987,주인공 연기가 진짜 너무 소름 . 음향도 찰떡으로 긴장감 고조  재밌게 봄,,,,,,,
988,설명이 필요없는ㅋㅋㅋ 꼭 보세요 여러분!!,,,,,,,
989,미친 영화라는 말이 딱 어울린다,,,,,,,
990,연기 스토리 영상미 음악 다 소름끼쳤어요(제가 좋아하는 스타일)  ㅠ 주인공 언니 연기 짱이심..,,,,,,,
991,걍 개재밌음 막 허접 공포영화랑 달름,,,,,,,
992,시작부터 긴장되는게 끝까지 유지됨,,,,,,,
993,무서운 영화 잘 안보는데 이건 귀신이 안나와서 참을만 했습니다ㅋㅋㅋ 눈 좀 가리고 보긴 했지만요,,,,,,,
994,여주인공 연기 진짜 잘하더라ㅠㅠㅠ 사운드로 공포 분위기 조성도 잘햇고ㅠㅠ,,,,,,,
995,기존의 공포영화랑은 다른 재미를 준다,,,,,,,
996,존잼...! 꼭 보세요 기대이상!! 2시간 순삭 갔습니다,,,,,,,
997,쥰내재밌네 여배우 연기 쥰내잘하누~,,,,,,,
998,,,,,,,,
999,신선한 소재로 재밌었던 공포영화,,,,,,,
1000,블룸하우스와 엘리자베스가 일궈낸 압도적인 몰입감과 긴장감,,,,,,,
1001,보이지 않는 것에 대한 두려움..,,,,,,,
1002,너무 재밌습니다....!,,,,,,,
1003,1917다음 인생작ㅜ,,,,,,,
1004,기대한거 보다 훨씬 재미있었고 마지막이 좀 찝찝하지만 그런면에선 현실적이여서 재미있었다,,,,,,,
1005,처음에는 긴장감 쩔더니 후반에는 액션 영화같이 재밌었음ㅋㅋㅋ,,,,,,,
1006,강약 조절이 잘되어 있어요 공포영화로 즐기기에 딱입니다,,,,,,,
1007,신선한 소재를 활용해 긴장감을 잘 이끌어 가더라구요 마지막까지 좋았어요,,,,,,,
1008,집착은 니 자신을 죽일수도 있다,,,,,,,
1009,역사상 가장 영리하고 사악한 투명인간을 보았다,,,,,,,
1010,공포물이라기 보다는 스럴러물이라고 봐야지...블럼하우스 특유의 긴장감은 아주 잘 살린듯...왠지 속편이 나올거 같은 엔딩,,,,,,,
1011,정신적으로 갇힌 느낌. 신경을 자극하는 스릴러,,,,,,,
1012,이건 완전 극장에서 봐야 할 듯.. 특히 음향 좋은 곳에서!!,,,,,,,
1013,예상하던걸 꺄지않던 곳아 반전인듯 내심이렇개 되길 계속기대했는데 정말 그러니 더 꿀잼이었던 것 같아요. 무서운장면 안나오개 무섭고 초반엔 갑툭튀만 난무하는영화겠거니 했는데 신박한 내용 정말 재밌게 봤습니다,,,,,,,
1014,개인적인 감상평: 소시오패스를 다룬 영화여자주인공의 심리가 너무 와닿았습니다.비록 영화이지만 현실에서 소시오패스를 겪은여주인공의 심리를 묘사해 작품을 감상했습니다.겪어본 사람들만이 알겠지만 저심정은 이루말할수 없는 ...,,,,,,,
1015,?투명인간 영화하면 항상 투명인간이 당연히 주인공이겠거니 했는데 그걸 살짝(살짝은 아니지만) 비튼 것만으로도 상당히 다른 결의 영화가 나오는구나.,,,,,,,
1016,신림롯시] 나름 독특한 소재지만 저 예산 티가 너무 난다. 그래서 영화 사운드에 나름 신경쓴거 같다. 효과음은 배우들이 움직일 때 바스락 거리는 아주 작은 소리도 녹음해 긴장감이 엄청 크고 극적인 장면마다 터지는 부...,,,,,,,
1017,쏘우,,,,,,,
1018,오랜만에 엄마 옆에서 불키고 잠,,,,,,,
1019,이시국에 나가서 영화를 감상하네집에서 클레멘타인 이나보셈,,,,,,,
1020,스릴있고 긴장감있게 보았습니다. 스토리라인이 조금 아쉬워요.,,,,,,,
1021,27일 롯데율하에서봤다.혼자였고 시작할때쯤 직원인듯한사람두명 오른쪽 맨뒷자리에서 있었다.대체적으로 나쁘지는 않다.아쉬운건 주인공이 남자한테서 도망친 이유가 너무간단하게 여자입으로 설명한거랑 스토리 자체가 쉽게 예상할...,,,,,,,
1022,평론가들도 바이러스가 무서워 극장을 가지 않았나 보다. 평론가들 평점이 아직까지 없는 걸 보면 말이다.,,,,,,,
1023,공포는 잘 모르겠고 절대로 그럴 수 없을 거 같은 순간에 범죄가 일어나서 놀랬다.,,,,,,,
1024,개인적으로 결말은 별로였지만... 중후반까지는 나름 스릴도 있고 독특한 장면도 있고해서 재미있었음!,,,,,,,
1025,극장에서 나 혼자 봐서 그런가 초반에는 무서웠으나 중반부터는 꽤 볼만 했어요. 영화 이름이 스포일러 ㅎㅎㅎ,,,,,,,
1026,진심 재밌었다. 컨저링 만큼 신선함,,,,,,,
1027,,,,,,,,
1028,처음시작부분에서 너무무서울거같아서 그냥나갈까하다가 봤는데;; 나갔으면 큰일날뻔  너무재밌었고 긴장스릴감최고  오랜만에 재밌는영화봄,,,,,,,
1029,흥미로운 소재이기도 했고 깜짝깜짝 놀라는 부분도 재법 있으며 엔딩에 있어서도 평범하지 않았다 끝까지 생각하게 되는 영화,,,,,,,
1030,과연 남편이 소시오패스인가 여주가 소시오패스인가?그답은 괜객들에게 있는듯,,,,,,,
1031,소재와 설정이 새롭고 넘 좋았어요 보는내내 긴장감의 연속이였습니다,,,,,,,
1032,와 여주인공 연기를 정말 잘하더라…,,,,,,,
1033,실제로 이런 일이 생긴다고 생각하면 넘나 소름이다ㅠㅠㅠ,,,,,,,
1034,역시 믿고 보는 블룸하우스입니다,,,,,,,
1035,여자친구랑 잘 봤습니다!! 효과음이  영화에 더욱 몰입하게 되네요생각보다 스릴있었습니다,,,,,,,
1036,긴장감 최고! 다들 연기 잘해요!,,,,,,,
1037,보이지 않는 스토커.. 신박한 소재로 더 집중하면서 볼 수 있었던 영화,,,,,,,
1038,요새 트렌드를 잘 아는 똑똑한 각본,,,,,,,
1039,마지막 집에서의 씬은 잊을 수가 없다. 뻔한 결말을 예상했던 내 머릿속을 산산히 부수어버린 신선한 영화,,,,,,,
1040,처음부터 끝까지 유지되는 긴장감이 일품bb,,,,,,,
1041,너무 무서웠어여... 진짜 개무섭ㅠㅠ,,,,,,,
1042,소재와 장르를 정말 잘살린 작품,,,,,,,
1043,정말 잼있음 !! 꼭 보셈 ^,,,,,,,
1044,결말이 너무 허무했다...쫌실망,,,,,,,
1045,와 여주인공 연기 진짜 미챴네여; 덕분에 집중력 더 상승함;;,,,,,,,
1046,오랜만에 놀라면서 본 공포 스릴러,,,,,,,
1047,보는내내 긴장감을 늦출 수 없었던 영화,,,,,,,
1048,여주 연기 엄청 잘하네요 몰입력 ㄷㄷ그리고 긴장감 엄청나고 끝날때까지 숨 못쉬고 봄스토리가 마지막이 좀 뻔한듯 싶어서 살짝 아쉽지만 그것빼고는 엄청 재미있었음,,,,,,,
1049,마치 돈걸어놓고 배구5셋을 보는듯 한 긴장감,,,,,,,
1050,보이지않던 존재가 나타날때의 공포감이란,,,,,,,
1051,두시간이 후딱 지나가네요,,,,,,,
1052,색다른 공포영화 인상 깊게 봤습니다ㅎ,,,,,,,
1053,대박ㅋㅋ 너무 잘봤어요ㅋㅋ,,,,,,,
1054,영화가 주는 공포와 스릴이 너무 좋았음! 또 볼 의향 100프로!,,,,,,,
1055,심리를 통한 공포묘사가 굉장해요,,,,,,,
1056,결말이 이리 졸라게 맘에들었던 영화는 오랜만이다,,,,,,,
1057,생각보다 더 재밌었어요 소름끼치고;;,,,,,,,
1058,와 진짜 색다른 공포네요: 스릴있고 재밌습니다!!,,,,,,,
1059,흥미진진 그 자체! 처음부터 끝까지 쉴 틈 없이 재밌었다!,,,,,,,
1060,투명인간과의 싸움! 스릴있고 재밌었어요!,,,,,,,
1061,와 여주가 거의 다 살렸네ㅋㅋ 연기 왤케 잘해?,,,,,,,
1062,첨부터 끝까지 미쳤음ㅋㅋ,,,,,,,
1063,근데 진짜 개재밌어 영화 다보고 블로그에 결말 해석까지 보면 와.. 아.. 대박 미친 개재밌다 소리 나옴,,,,,,,
1064,색다른 장르의 스릴러.처음부터 끝까지 긴장의 끈을 늦출 수 없게 만드는 근래 보기 드문 수작.스릴러 좋아하는 이들에게 강추!,,,,,,,
1065,소름끼치는 마지막 반전ㅜㅜㅜ 여주 눈빛 아직도 생생,,,,,,,
1066,귀신 나오는 공포영화가 아닌데도 무섭고 색달랐던 영화,,,,,,,
1067,연출,,,,,,,
1068,심장 쪼이게 하는 긴장감~ 반전 결말은 통쾌~~,,,,,,,
1069,마지막 대반전; 진짜 생각도 못함;;,,,,,,,
1070,이렇게 재밌는 공포영화라면 계속 볼 수 있음 ㅋㅋㅋ,,,,,,,
1071,아 진짜 겟아웃제작진이면 제반 믿고 보라구요.심지어 이번감독도 경력 대박이고 특히 hb필름이면 걍 일단 보세요.진짜 미쳤으니깐. 아 너무 쾌감지수가 커서 화까지 나잖아요.,,,,,,,
1072,무서워... 코로나 보다 더 무서웠음 ㅠㅠ,,,,,,,
1073,무서운 거 개못보는 나도 재밌다고 할 만큼 스릴있고 스토리가 좋음 평생 본 공포영화중에 제일 재밌음(솔직히 무서운 거 엄청 못 봐서 뭘 보든 다 가리고 봄) 귀신 튀어나오면서 우어어억 이상한 소리 내는 공포영화보다 ...,,,,,,,
1074,보는내내 잠시도 호흡을 놓을 수가 없다ㅋㅋㅋ,,,,,,,
1075,시작부터 음악이 공포감을;;,,,,,,,
1076,오랜만에 끝까지 재밌다,,,,,,,
1077,반전도 대박이지만 마지막에 살벌한 여주의 표정은 아직도 생각난다..,,,,,,,
1078,심장 쫄깃쫄깃! 긴장감 최고!,,,,,,,
1079,와 마지막 반전 실화인가여,,,,,,,
1080,별로 기대 안하고 봤는데 너무 괜찮았다,,,,,,,
1081,재밌었어요  긴장,,,,,,,
1082,넘 재밌고 스릴있음,,,,,,,
1083,여름에 개봉했으면 대박쳤을 공포 ㅋㅋ,,,,,,,
1084,일단 처음부터 얘기를 해보자면 스토리 자체는 신선하긴한데 반전이 약간 뻔한 반전이네요.. 그래고 주연의 연기는 끝내줘서 한번볼만합니다. 좀더 잔인하고 무서웠으면 좋으려만 그리고 음향 효과가 좋아서 재밌었네요,,,,,,,
1085,이건 진짜 영화관 안 가면 안 됨ㅠ 몰입감쩔고 스토리도 탄탄하고,,,,,,,
1086,새로운 컨셉의 공포 마스터피스,,,,,,,
1087,오늘 엄마랑 같이 잘 거예요..너무 무서워요..,,,,,,,
1088,여주인공의 열연과 사운드의 시각화,,,,,,,
1089,긴장감 최고 반전 최고ㄷㄷ,,,,,,,
1090,결말은 충격 그 자체...,,,,,,,
1091,무서운 영화 좋아하면 무조건 봐야 해용ㅋㅋㅋ 여주 연기 너무 잘행,,,,,,,
1092,이 어려운 시기에도 극장을 가게 만드는 묘한 영화였는데 보고나니 훨씬 재밌네요. 후회하지 않을 영화입니다.,,,,,,,
1093,인비저블맨 너무 재밌게 잘 보고 왔습니다,,,,,,,
1094,몰입감 진짜 대박이였어요..,,,,,,,
1095,잘 만들었네요. 평점 8.5 이상은 충분.  별로 무섭지는 않아요~,,,,,,,
1096,오프닝부터 사람 긴장하게 만드는데 장난아닙니다ㅠㅠ (노래도 한몫함),,,,,,,
1097,와 대박 진짜 끝까지 숨막히고 여주 연기는 또 왜이렇게 잘함?? 완전 진짜 두번봐야하는 영화!!,,,,,,,
1098,시작부터 스릴 장난 아니고,,,,,,,
1099,소재가 너무 좋다 겟아웃 때보다 좋다,,,,,,,
1100,쫌 애매하네.. 공포도 아니고 스릴러도 아니고,,,,,,,
1101,소리가 너무큼 ㅋㅋㅋ 진짜 소리로 사람잡겠더라 ㅋㅋ 결말은 생각보다 예상가능한 수준이고 중간에 갑자기 장르가 바뀌는 느낌이라 띠용? 하는 느낌은 있음,,,,,,,
1102,볼 만해요.. 스토리도 나쁘지 않았음. 반전 조아따~ 여주 한테 감정이입 하면 엄청 무서움.. 역시 이 세상에서 가장 무서운 건 인간인 듯.,,,,,,,
1103,그냥 할로우맨 보던 느낌임 공포는 아님 무섭지 않아요,,,,,,,
1104,과학과 결합한 신개념 소시오패스의 광기가 돋보이는 영화였습니다. 개인점수는 8.5정도 초반 1/3만 잘 버티면 심장이 쫄깃해지는 영화~ 근데.. 난 주인공 언니가 더 무섭다.... ㅠ.ㅠ  (연기는 잘하지만...),,,,,,,
1105,설마가 사람을 잡아버렸다,,,,,,,
1106,블룸하우스 스타일의 스릴러물! 저예산 영화지만 잘짜여진 각본과 연기로 극복!,,,,,,,
1107,술래잡기 하는데 술래가 투명인간뻔한 엔딩이 아니라 마음에 들었습니다,,,,,,,
1108,마블인감~? 공포라기 보다는 스릴러~!,,,,,,,
1109,아무리 생각해도 평점이 너무 높아서 낮게줌. 딱7점 정도가 적당한듯. 시작은 관대하게 뭔가 묵직하게 담고 있을줄 알았으나 중 후반부로 갈수록 수습과 전개에 허점이 많이 보이고 개연성이 떨어지고 억지스러운 부분도 많았...,,,,,,,
1110,영화 자체는 훌륭하다! 하지만 범인이 왜 박경림처럼 생긴 여주한테 집착하는지는 전혀 공감을 못하겠다ㅋ 박경림보다는 좀 덜하지만 여주가 박경림닮아서 공감이 안된다ㅋ 이 영화도 박경림이 소개한답시고 뭐라 지껄였으려나ㅋ,,,,,,,
1111,여주인공의연기는느무훌륭하지만느무몬생겼다~,,,,,,,
1112,스토리도 좋고 스릴도 있고 잼났음~~,,,,,,,
1113,여자가 그냥 ㅁㅊ걸로했음 더 좋았을것 같은데,,,,,,,
1114,집에서 볼만한듯..극장 사람이 엄쏘,,,,,,,
1115,재밌게 잘 봤어요~~!!,,,,,,,
1116,설득력  부족. 영상이나 연출은 좋으나 후반으로 갈수록 오히려 훅훅 떨어지는 재미,,,,,,,
1117,공포 영화인데 과학이 끼얹힌 느낌...수트가 과학적인듯 하면서 사실 따지고보면 비과학적이라 차라리 그냥 미스테리한 어떤 방법을 썼다. 정도였으면 더 무서운 느낌이었을듯...?..카메라 구도며 연출,,,,,,,
1118,물리학자가 애인을 감금하다 여자가 탈출 물리학자는 투명인간이 되는 법을 알게 되고 자살로 위장 투명인간이 되어 여자친구를 괴롭힌다.잠깐의 반전이 있었지만 예측 가능하고 나름 재밌었다 두번은 안봐도 될듯,,,,,,,
1119,간만에 본 공포영화의 수작. 물론 공포도가 높은 것은 아니지만 그 긴장감을 유지하는 연출은 압권이다.,,,,,,,
1120,지루... 황당... 시리즈 2탄에서는 투명 망또가 나오겠군... 하...,,,,,,,
1121,다락방에서 페인트 붓는 장면은 진짜 역대급 소름끼침. 근데 후반갈수록 개연성 개나줘버림.. 수트입고 갑자기 왜 그렇게 깽판치고 다니는지?,,,,,,,
1122,적외선 열감지 하나면 있음 다 끝날영화 ㅋㅋㅋ영화니까 그생각은 못하겠지 ㅋㅋㅋ,,,,,,,
