,content,,,,,,,,,,
3104,하...휴...이런..벼ㅇ신?  도대체 왜 이딴 영화를 만들까 짜증나게..스토리..개연성..감동..웃음..그 어떤것도 기대하지 마세요  아니 그냥 집에서 드라마보세요  시간낭비 돈낭비 하지마시구..,,,,,,,,,,
3105,연기는 다 잘하지만..스토리가 너무 얼척없이 흘러감. 뭔내용인지 모르겠음..,,,,,,,,,,
3106,"평소엔 알바가 있니없니하는 댓글들이 너무 한심했다. 평점이 박한 영화를 나는 재밌게 본 적도 있으니까 하지만 이 영화를 보고 확신했다 알바는 존재하며 ""변신""은 쓰레기다",,,,,,,,,,
3107,진짜 내 인생 최악의 영화...,,,,,,,,,,
3108,개연성떨어지고 그냥 충격만있는듯영화가좋다에서는 그래도 훈훈하다해서 속는셈치고 봤는데 돈날렸네...  생일날 기분만잡치고,,,,,,,,,,
3109,배성우만 ㅈㄴ 불쌍한 영화 그거말곤 더 없음 개노잼 ㅣㅋㅋ,,,,,,,,,,
3110,진짜 공포물 못보는 겁찔인데 눈 제대로 뜨고 다봤다.. 이정도 설명이면 말 다했다고 본다,,,,,,,,,,
3111,성동일 연기잘함 근데 초딩이 대본써도 이것보단 낫겠다.. ㄹㅇ 개연성이 하나도 없고 뒤죽박죽임,,,,,,,,,,
3112,아.... 돈아깝다  홍보영상을 엄청 잘만들었네,,,,,,,,,,
3113,영화냐이게ㅋㅋ 얼탱이가없내,,,,,,,,,,
3114,노잼 개연성 없고 무섭지도 않고 연기도 실망,,,,,,,,,,
3115,아니 솔직히 배우랑 연기는 넘 좋아 그건 인정 근데 내용 개연성도 없고 내가 넘 기대해서 그런가 그냥 기대 이하,,,,,,,,,,
3116,실제 관람객인데 영화스토리가 약간뻔하고 재미없어요,,,,,,,,,,
3117,개연성부족. 캐릭터설명부족. 배성우배우와 가족들간의 관계 설명도 역부족. 백윤식 배우님은 왜 나온거며 둘째딸과 더불어 급 사라지고 막내는 울기만 하고.. 불필요한 장면도 너무 많았습니다. 깜짝깜짝 놀라게 하는 장치가...,,,,,,,,,,
3118,배우들 연기빼고는 좋은게 없다,,,,,,,,,,
3119,처음부터 끝까지 긴장의 끈을 놓을수 없는 영화,,,,,,,,,,
3120,변신이 아니라 본사람을 ㅂ ㅅ 만드는 최악의 영화,,,,,,,,,,
3121,진짜 다 피했는데 이걸 못피했네..문화의날 5000원 주고 봐도 아까운 영화였다.데이트라면 피해라 무조건 피해라,,,,,,,,,,
3122,나 진짜 무서워서 숨참고 봤는데 여기는 강심장모임임? 쩐다 어윽거리면서 보고 사람들도 보다가 무서워서 그냥 나가는 사람들도 있던데 둘째 아무도 안찾는게 좀 띠용이긴했는데 한국공포중에 잘만듬 개무서워진짜,,,,,,,,,,
3123,개노잼 ㅡ3ㅡ 문화의날이라서 5천원 주고 봤는데 5천원으로 차라리 국밥 사먹을걸;;;거의 뭐 리얼+인랑 급,,,,,,,,,,
3124,추천 받아서 봤어요 진짜 무섭고 재밌네요,,,,,,,,,,
3125,악마는 빙의할 수 있는거야 변신 할 수 있는거야 ? 둘 다 되면 빙의가 훨씬 효율적이잖아 이건 무슨 설정 오류야 ㅋㅋ 첨에는 변신하고 본인 오면 사라져서 악마한테도 이런 한계점이 있구나 했는데 마지막엔 빙의를 하네 ...,,,,,,,,,,
3126,소리 존나커서 귀아프고 내용도 어이가없어서 웃음만나옴 놀래지도 않을장면에 사운드 덕지덕지 붙여서 귀만 아픕니다 돈 버리는거 싫으면 가지마세요보다 나가고싶은거 돈때매 참으면서 있었습니다,,,,,,,,,,
3127,기자 평점 보고 안볼려고 했는데 보고 진짜 긴장 많이 되더라. 최근 공포영화중에 제일 재밌다. 기자평점은 다신 안믿는다.,,,,,,,,,,
3128,진짜 방금봤는데 우리나라영화가 이렇게  무서울지몰랐다 개연성은 약간 부족하지만 가볍게보려다가 진짜 놀래서 죽을뻔했네 개무섭다ㅠ 진짜 평점10점 안아깝다 너무잘봄ㅋㅋㅋ,,,,,,,,,,
3129,한국 공포영화 중에 손에 꼽을만한 명작 이었습니다...친구랑 보는데 겁나 무서웠네요!!꼭 보세요!!,,,,,,,,,,
3130,(1)꼬아놓긴 했는데 풀줄은 모르는 영화.(2)유리밟는씬 CG의 어설픔에서 몰입도는 바닥을 쳤음.(3)개연성없는 시나리오때문에 명분없는 연기했을 배우들이 측은했음(아역배우 마냥 계속 우는라 고생 많았을거같음),,,,,,,,,,
3131,스토리  엉성하고실망이 큼이 영화보고 분노하면 안돼요,,,,,,,,,,
3132,도망가,,,,,,,,,,
3133,공포영화 재밋게 보는사람인대 개무서웟음;; 보면서 계속 누가 가짜일까 의심하게됨,,,,,,,,,,
3134,와...솔직히 재밌음...!,,,,,,,,,,
3135,작품성도 있고 재밌어요 어스보다 잘만든듯심장약한분은 보지마시길,,,,,,,,,,
3136,공포영화 좋아해서 항상 보는데 컨저링 애나벨등 외국 악령영화보다 훨 재미있게 봤어요배우들의 연기력이 너무 좋아 몰입감이 장난없네요딱하나 그런상황에서 둘째가 없어져도 너무 신경쓰지않는다는점이..,,,,,,,,,,
3137,여러분 백윤식님 왜출현시켯냐는 댓글많은데 우정출연이십니다 ㅋㅋㅋ,,,,,,,,,,
3138,뭔가 좀 하드코어 하긴한데 긴장감도 높고 몰입도 좋아서 괜찮았음,,,,,,,,,,
3139,나름 내용도 괜찮고 볼만했음. 하필 성동일아저씨라서 응답하라가 겹쳐서 웃었음. 괜히 미안해짐,,,,,,,,,,
3140,공포감 나쁘지않아. 결말은 아쉽다 . 하긴 매번 해피엔딩으로 끝나는 공포영화에 익숙해서 그런거일지도.,,,,,,,,,,
3141,외국공포영포영화와 비슷... 우리나라 공포 영화 맞음..?,,,,,,,,,,
3142,한국 공포영화의 수준 많이 올라갔네ㅋㅋㅋ,,,,,,,,,,
3143,생각보다 진짜 무서웠다 집안에서 일어나서 더 무서웠던 영화 의문점은 존재하지만 영화니까 ㅎ 무섭게 잘봤움,,,,,,,,,,
3144,초반에좋다가중반이후로힘을잃고방황합니다.후반부스토리만조금더 신경썼어도웰메이드작품이될수있었는데,,,,,,,,,,
3145,무서워 자꾸 생각남 ㅜㅜ며칠동안 생각날꺼같아,,,,,,,,,,
3146,영화가 좀 설득력이 없긴 해요.근데 무섭긴해요. 갠적으론 사자가 훨 재밌어요ㅎ ㅎ 죄송,,,,,,,,,,
3147,쉴틈없이 긴장감대박이다 이건진짜다 진짜 레알 꼭봐라,,,,,,,,,,
3148,"제가 10점 주면 믿으셔도 됩니다. 공포의 전설급 영화 ""엑소시스트""의 업그레이드 판!!!",,,,,,,,,,
3149,호러 영화 매니아인데.. 정말 잘만들었다. 한 편 제대로 보고왔다. 꽉 찬 느낌 좋았다.,,,,,,,,,,
3150,우리반 친구들 30명 단체 관람했는데 2명빼고 다 재밌게 봤음. 진심. 선생님 고맙습니다.,,,,,,,,,,
3151,이런종류의 영화중에서 상당히 괜찮은편이라고 생각됩니다! 돈 아깝지 않아요 추천합니다.,,,,,,,,,,
3152,담 약한 사람 보지마라. 큰일난다. 쓰러지게 무서움. 무서운거 좋아하면 꼭 봐라. 곤지암보다 10배 무서움,,,,,,,,,,
3153,오랜만에 느끼는 긴장감과 스릴넘치는 영화. 주연들뿐만아니라 조단역까지 다 훌륭!!,,,,,,,,,,
3154,취향저격!! 멋진 영화 만들어준 감독과 배우들에게 찬사를 보낸다!!,,,,,,,,,,
3155,별생각 없이 봤다. 피하지 못한 것 같다.,,,,,,,,,,
3156,재미 별로... 깜짝 놀랍게만하고,,,,,,,,,,
3157,처음에 몰입감 있게 잘 진행되어 기대를 많이 했지만 후반부로 갈수록 부족한 전개와 아쉬운 마무리,,,,,,,,,,
3158,이 영화는 오히려 구마 요소 없이 만들었으면 훨씬 좋았을듯. 신부 희생으로 마무리하는것보다 차라리 성동일가족 스스로가 해결하는 쪽으로 가는게 나았음,,,,,,,,,,
3159,댓글 알바냐ㄴㅈ이였음,,,,,,,,,,
3160,돈 아깝 시간 아깝..알바생들 많네요..진짜 개연성 1도없고 억지 감동에 중간에 나오고 싶었던 건 처음이네요,,,,,,,,,,
3161,중반부까지는 재밌는 영화,,,,,,,,,,
3162,OOO 알바들 좀 거르는 기능 없나 이게 영화냐ㅡㅡ 보지마세요. 보다가 헛웃음이 나올 정도의 수준이었습니다.,,,,,,,,,,
3163,새벽 3시 넘어서 봤는데 하나도 안졸림. 존나 무서워.,,,,,,,,,,
3164,이상할정도로 너무 몰입이 되서 몰입되는게 더 무서웠음.,,,,,,,,,,
3165,한순간도 몰입안할수가없늠....너무무셔워아ㅛ,,,,,,,,,,
3166,임산부 노약자 어린이 금지.. 친구는 재밌었다네요..,,,,,,,,,,
3167,곡성이나 곤지암보다 훨 나은 영화,,,,,,,,,,
3168,보면서 사운드도 깨지고 떡밥은 왜 뿌리고 수습을 안하는지도 모르겠다 결론:고구마5조억개 먹고 나온느낌,,,,,,,,,,
3169,중간에 안나가고 이 쓰레기를 끝까지 본 내 인생이 레전드,,,,,,,,,,
3170,이웃집 아저씨 최종보스인척하다 왜 그모양됨 고양이시체는 뭐고 그리고 하필 둘째죽인이유가 뭐야... 떡밥은 많은것같은데 회수를 영...,,,,,,,,,,
3171,단순히 놀래키는 게 아니라,,,,,,,,,,
3172,진짜 요근래 본 영화 중 단연 1등!! 표값이 아깝지 않은 영화였다. 아직 오싹하네 ㅠㅜ,,,,,,,,,,
3173,딱 검은사제들의 가족영화판정도로 기대를 안하고 편안한 마음으로 봤지만 그 얕은 기대마저도 버린 희대의 엑소시즘코미디영화. 마지막 10분은 정말 웃음의 절정.검은사제들의 마이너 카피지만 그만한 임팩트도 캐릭터도 없었다...,,,,,,,,,,
3174,초반의 참신함. 중반의 긴장감. 후반의 개그감. 결론의 허무함....토종 닭에 한방재료 넣어 맛있어보이는 백숙 잘끓이다가 관객이 맛있겠다며 침흘리는 순간 막판에 거기다 흙 집어 넣음.계속 웃어서 아내한테 계속 꼬집힘...,,,,,,,,,,
3175,혼자쌩쌩밟다가 사고나질않나,,,,,,,,,,
3176,마무리만 더 좋았다면 역대급 공포영화가 됐을거라는 아쉬움이 남지만.후횐 없어요,,,,,,,,,,
3177,변신 짱구는 못말려 극장판그 쌈바아미고랑 개 비슷한듯? 특히 그 철수엄마가 혀로 고기덩어리 집어먹을때랑 그 변신여주 파써는 장면..하튼 난 존잼 영화의 3/4가 피기는 하지만..,,,,,,,,,,
3178,겁나 심장 쫄깃하고 재밌게 봤습니다,,,,,,,,,,
3179,우리딸잘컷네~~~~,,,,,,,,,,
3180,진심...이 영화를 통해 후기 알바가 있다는 것을 알았다..영화의 주제대로 여기 말 그 누구도 믿지말라...중간정도까진 나름 긴장감 있고 볼만해서 5점,,,,,,,,,,
3181,이게왜 평점이 9점이 아닌지 이해안가지만 공포하나만큼은 다씹어먹음..ㄷㄷ,,,,,,,,,,
3182,비까지 내리니까 너무 무섭다. 아 진짜.. 영화란게 다행이다.,,,,,,,,,,
3183,역대급 호러... 한국공포영화가 무서워봐야 얼마나 무섭겠어. 생각했는데 다시생각해도 진짜 잘만든영화.,,,,,,,,,,
3184,여자친구 똥쌌어요..;,,,,,,,,,,
3185,진짜 재밌었어요. 내용도 정말 좋았구요. 배우들도 너무 연기를 잘해서 소름.,,,,,,,,,,
3186,지금껏 관람했던 공포 영화중 개인적으로 가장 무섭다고 느낀 영화.,,,,,,,,,,
3187,가족스토리는 단순하지만 장르적인 만족도는 최상이었다. 며칠 전에 본 사자는 애들 장난 수준. 배우들 연기도 최상.무엇보다 공포를 잘살린 연출이 한몫했다본다.,,,,,,,,,,
3188,추천받아서 봤는데 초반이 꿀잼!,,,,,,,,,,
3189,벌벌떨면서 봤네여 재밌었어요!,,,,,,,,,,
3190,우리에게 제일 중요한 가족을 소재로 이영화를 제작했다는거에  신박했고 너무 무서웠어요ㅠㅠ 귀신나오는건 아니지만 그만큼 손에 땀을 움켜쥐고 봤어요!  긴장감이 어마어마 했어요,,,,,,,,,,
3191,안봤으면 후회할뻔했어요. 보는 내내 심장이 쫄깃. 적극 추천합니다.,,,,,,,,,,
3192,아쉬운 점은 있지만 곡성 이후 간만에 공포영화다운 한국공포영화였다,,,,,,,,,,
3193,스토리 구성이 조금 엉성한게 있지만 그래도 볼만했다,,,,,,,,,,
3194,성동일씨 나오는건 코믹아님?ㅋㅋ,,,,,,,,,,
3195,박평식 이제는 그만 쓸때 됐다. 너땜에 안볼뻔했자나. 개꿀입니다.,,,,,,,,,,
3196,엑소시스트 검은사제들 따라하기바쁜 추악한영화 양심ㅇㄷ?,,,,,,,,,,
3197,변신 완료! 출동 하겠습니당 ㅋㅋ 코메디영화 보는줄,,,,,,,,,,
3198,개연성도 없고 감흥도 없고 재미도 없고 메시지도 없는 망작. 그저 뜬금포로 나오는 사운드와 혐오스러운 장면들로 공포영화인척 하는 졸작 그 자체. 돈도 시간도 아까웠다. 1점주기도 아깝다.,,,,,,,,,,
3199,배성우 막판에 왜 타노스가 되냐?? 특수분장 너무티나더라,,,,,,,,,,
3200,그냥 그랬어요,,,,,,,,,,
3201,한국영화의 퇴보. 평가할 이유가 있다면 더이상의 피해자가 늘지 않길 바랄뿐이다.,,,,,,,,,,
3202,와 진짜무서웠다 군대가는거보다 더무서웟음..,,,,,,,,,,
3203,점수를 0점을 줄 수 없다는게 너무 속상함. 그동안 봐온 엑소시즘중 최악중에 악,,,,,,,,,,
3204,태어나서 처음 남겨 봅니다 누가 보여준다고 해도 보지 마세요 시간과 돈이 아깝네요 티비에도 해도 절대 안볼겁니다,,,,,,,,,,
3205,진짜 배우들이 아깝습니다내가 멀 본건지 모르겠네여,,,,,,,,,,
3206,ㄹㅇ ㅆㅎㅌㅊ 돈아까움,,,,,,,,,,
3207,이런영화 안나왔으면좋겠다ㅜ ㅜ 화나고싶으면 보세요 성동일님 연기가 아깝고,,,,,,,,,,
3208,명절에 티비로하면 보세요,,,,,,,,,,
3209,초반에는 진짜 긴장감있고 무섭고 재밌었는데 필리핀 마닐라 이후부터 개망ㅋㅋ,,,,,,,,,,
3210,검은사제들 영감받고 만든 B급영화 느낌났어요...,,,,,,,,,,
3211,돈 아껴라....노잼에 끝,,,,,,,,,,
3212,댓글 알바 썻나 최악의 호러였음,,,,,,,,,,
3213,평점 잘주는 애들은 나만 당할 수 없다 이거냐?? 진짜 너무하네..,,,,,,,,,,
3214,왜 평점이 좋은거지? 이해할 수 없네요!,,,,,,,,,,
3215,개연성이 전혀 없고 너무 더러워요,,,,,,,,,,
3216,기분더러운영화  전개도없고 막무가네,,,,,,,,,,
3217,심장 쫄깃-가족이지만 서로를 믿을 수 없는 불안감과 긴장감,,,,,,,,,,
3218,가장 가까운 가족들마저 적으로만드는 연출력과배우들연기력  최고의 몰입감 굿~,,,,,,,,,,
3219,솔직히 10점 만큼은 아님 그런데 한국 공포영화가 여기 까지온건 크게 발전한거라고 봐요 거의 머 컨저링 한국 판이네요. 악마들 나올때 효과음 조금만 낮춰주세요 심장 떨어져요ㅠㅠ,,,,,,,,,,
3220,관객을 변신시키는 영화.,,,,,,,,,,
3221,시작은 창대했지만 그 끝은 미약하리라~~,,,,,,,,,,
3222,몰입감은 말할것도 없고 엄청 재밌던데 문화의 날에 또 볼거임,,,,,,,,,,
3223,진짜 너무 무섭게 보고왔습니다 ㅜㅜ,,,,,,,,,,
3224,보다가 중간부터 어이없어짐진심돈아까움,,,,,,,,,,
3225,쓸데없이 소리로 놀래키기. 다같이 모여있어야 할 상황에 자꾸 혼자 다니기. 위험한 장소인걸 알면서 굳이 안떠나기. 쓰잘때 없이 고어한 장면 집어 넣기 등등... 개연성을 떨어뜨리는 공포영화의 고질적인 문제를 하나도 ...,,,,,,,,,,
3226,내 29년인생 최악의 영화 베스트2위다  진짜 와 보면서 왜케 짜증나고 답답한지,,,,,,,,,,
3227,너무 무서웠어요 가족들끼리 ㄷㄷ,,,,,,,,,,
3228,애한테 무슨짓이야..,,,,,,,,,,
3229,내용도 없고 돈이 아까운 영화,,,,,,,,,,
3230,리뷰 알바들인가?? 뻔한 스토리라 긴장감 제로!! 오히려 웃겼음! 코믹영화같음~~ 별로임!,,,,,,,,,,
3231,알바들 적당히해라..둘째딸은 왜 신경도 안쓰고,,,,,,,,,,
3232,미쳤습니다 연기가 미쳤습니다 악마소재의 영화가 이렇게 무서운적은 처음이였습니다ㅠㅠ,,,,,,,,,,
3233,사자의 불주먹이 그리워지는영화,,,,,,,,,,
3234,평점 낮아서 10점 줌. 꽤 웰메이드 호러영화,,,,,,,,,,
3235,개무서운데?이거보고 안무섭다 하는사람들은 도대체 뭘보고공포를 느끼는건지궁금.. 거울들을 많이봐서 적응된건가,,,,,,,,,,
3236,진심 2번정도는 밖으로 나가고싶었음 무서워서...사람의 심장을 계속 조이는 공포감..공포영화 좋아하는편인대도 눈을 3번정도는 감은거 같음 추천함 ㄷㄷ,,,,,,,,,,
3237,별점 안주려다가 성동일.배성우.장영남 연기때문에 점수준다 차라리 B급 좀비영화가 재미있을듯.,,,,,,,,,,
3238,특정 씬 앞에까진 7 그 장면 뒤에서부턴 3~4 연기는 다 좋았습니다악마 연출도 좋았고근데 스토리상의 허술함이 많아서아쉬움같은 오컬트 장르의사바하랑 비교하면 사바하에 손 들어주고싶음클리셰도 많이 보이고필리핀은 왜 넣...,,,,,,,,,,
3239,ㄹㅇ 귀막고 눈감고 봄 개무섭다 진짜 ㄷㄷ 영화는 개잘만듬,,,,,,,,,,
3240,진짜 무섭고 재밌었음,,,,,,,,,,
3241,소재는 잘 쓴거같은데 뭔가 스토리 풀이가 끊긴느낌...그냥 가다가 만 느낌이에요 보신분이라면 알듯ㅋㅋ지금 흥행하고 있는 영화와 비교한다면 전 그게 나았어요 이런소재를 그래도 가족끼리한정된 공간에서 일어나는 일로 새로...,,,,,,,,,,
3242,진짜 재미없어요. ...,,,,,,,,,,
3243,진심 돈이 아까워요...,,,,,,,,,,
3244,노잼노잼노잼노잼노잼노잼안봐언봐안봐안봐최악,,,,,,,,,,
3245,쓸데 없이 평점 높네.. 의정부점 5시 20분 거 보고 왔는데 사람들 상영 중에 어이 없어서 단체로 웃었을 정도로 진짜 별로였습니다.,,,,,,,,,,
