,content,,,,,,,,,,,,,,,,,
651,기대안하고보늠게좋음ㅎ,,,,,,,,,,,,,,,,,
652,그럴듯 해 보이는 대 곰곰 생각해 보니 뭘 말하자는 건가?,,,,,,,,,,,,,,,,,
653,관객들도 같이 환각속에 빠뜨린다,,,,,,,,,,,,,,,,,
654,고어도 좋고 느린것도 좋고 다 좋은데 여주가 처음부터 끝까지 징징거리는 캐릭터라서 영화에 집중이 안된다..,,,,,,,,,,,,,,,,,
655,아... 진짜 다 죽여버리고 싶다... 그니까 너무 밝아도 OO 맞은거여...,,,,,,,,,,,,,,,,,
656,공포도 공포고 너무 잔인했다.. 잔인한 장면이 이렇게 적나라하게 나오는 줄 몰랐는데 영화 내내 클로즈업해서 나온다 ;-; 의식도 그렇고 죄책감없는 살인도 그렇고 너무 기괴해서 속이 메스꺼워진다 ㅠ,,,,,,,,,,,,,,,,,
657,밝은 지옥을 경험했다지루함과 극도의 긴장감의 반복속에서별점1점과 10점 모두 이해되는 영화,,,,,,,,,,,,,,,,,
658,난 유전에서 이것까지 다 봤는데 진짜 무서운 건 감독임...; 이 영화까지 보고 내린 결론은 이 감독은 사이비에 철저하게 빠진 사람이라는 것.,,,,,,,,,,,,,,,,,
659,그냥 1점짜리다. 지루하고 끝까지 참고봐도 아무것도없다.,,,,,,,,,,,,,,,,,
660,이걸 뭐하러 봤지 시간낭비였다 린다 로우지 닮은 여주도 짜증난다 감독 전작에 비해 너무 지루하네,,,,,,,,,,,,,,,,,
661,아니 신경쇠약 걸리게 할 건지 긴장 유도하는 배경음 너무 남발해서 진짜 짜증낫음. 올해 처음 본 영화인데 20년 최악의 영화 확정,,,,,,,,,,,,,,,,,
662,무서운장면 없이 무서운 영화는 이런게 아닐까?,,,,,,,,,,,,,,,,,
663,꼭 보세요. 연출과 스토리가 너무 좋네요,,,,,,,,,,,,,,,,,
664,내가 뭘 본거지;;; 내눈을 씻고싶고,,,,,,,,,,,,,,,,,
665,영화를 다 보고나니까.. 감독을 찾아서 죽이고 싶은데 이거 정상적인거죠?,,,,,,,,,,,,,,,,,
666,재미도 없고 기괴하고 짜증나고 역겹고 나중에 어이없어서 웃음나옴. 보지마세요.,,,,,,,,,,,,,,,,,
667,갑작스런 공포감도 아니고 뜬금없는 그로테스크 남발임,,,,,,,,,,,,,,,,,
668,만든사람들 정신감정 받아봐야한다,,,,,,,,,,,,,,,,,
669,밤보다 무서운 대낮(백야)...공포가 시작된다.진심 전무후무한 색다른 공포/스릴러...살로 소돔의 120일에 못지 않았던 초엽기적인 9일간의 정체모를 의식...,,,,,,,,,,,,,,,,,
670,공포/미스테리라고 하길래 생각없이 봤는데 그게 내 황금같은 주말을 망치게 할 줄이야.. 잘 알아보지도 않은 내 잘못이기도 하고,,,,,,,,,,,,,,,,,
671,????으;;;; 이딴거만들면 뭐 되보이는줄아나봄,,,,,,,,,,,,,,,,,
672,아 정신 사나워 자기전에 보는게 아니었다 이 감독은 사람 더럽게 찝찝하게 만드는거 잘하는듯,,,,,,,,,,,,,,,,,
673,결국 말하고자 하는 주제는 간단한데 있어보이는 척 포장질만 덕지덕지 해놓은 영화...,,,,,,,,,,,,,,,,,
674,괜히봤어돈아까워 토할뻔,,,,,,,,,,,,,,,,,
675,보고 화장실가서 토함 ㄹㅇ,,,,,,,,,,,,,,,,,
676,감추어졌던 하얀 원주민 문화,,,,,,,,,,,,,,,,,
677,무섭지는 않다 굉장히 불쾌함. 무슨 말 하고 싶은지 알겠는데 어휴.. 7점 이하로 평점 남긴 적 없는데 정말 기분이 안 좋고 황당한 영화다,,,,,,,,,,,,,,,,,
678,이게 공포라고? 그냥 오컬트인데 지루하고 감독이 뭘말하고싶운지 모르겟는영화감독판이라세시간봣는데 잠올때 그냥 잣엇어야했다 시간버리고 이시간동안 내가 뭘한거지 느끼고싶은사람은보세요 평점 너무 높음 진짜 1점짜리영화다,,,,,,,,,,,,,,,,,
679,화려한 배경 속에 고어함과 난잡함으로 중무장한 시나리오 덕분에 보는 내내 정신이 피폐해지는 느낌.. 감독의 의도는 알겠는데 굳이 이런 내용을 카메라에 담아야했나 싶을 정도로 불편함.,,,,,,,,,,,,,,,,,
680,동력착취다‥ 시간소모전하지마시길,,,,,,,,,,,,,,,,,
681,스웨덴판 위커맨 오컬트 느낌에 충실했다만,,,,,,,,,,,,,,,,,
682,이런소재감성 전에도있던거라  새롭거나  신선하지않다.그걸빼면  아무것도 없고 자극적이고 변태적인거 그이상이하도아님,,,,,,,,,,,,,,,,,
683,뭔가 있어보이는 듯한 영화처럼 만들려했지만 겟아웃 반도 못따라감. 근데 마지막 장면에선 소름돋긴하더라,,,,,,,,,,,,,,,,,
684,공포라기엔 좀 심심하고 스릴러라기엔 지루하다,,,,,,,,,,,,,,,,,
685,허미...OO 감독 일상생활 가능해요...?,,,,,,,,,,,,,,,,,
686,이전 작품도 그렇고 이 감독은 관객 불편하게 만드는 연출은 진짜 도가 튼 감독인듯....사실 스토리는 이미 공포 영화에서 많이 사용되었던 소재라 특별히 높은 점수를 못주겠다. 단지 다른 b급 공포물과 큰 차이라면 이...,,,,,,,,,,,,,,,,,
687,살다살다 이런영회는 처음 그로테스크의 끝장,,,,,,,,,,,,,,,,,
688,와 진짜 존윅가서 저마을초토화내줬으면ㅋㅋ아그리고 펠레?진짜 저게 사람이냐 진짜 사람사귀는거 조심해야될듯,,,,,,,,,,,,,,,,,
689,존ㄴㄴ나충격인데 ㅁㅊ 역시 사람이 무서워,,,,,,,,,,,,,,,,,
690,보지 말아야 할걸 본 느낌,,,,,,,,,,,,,,,,,
691,정신병에 걸리거나 정신병에 걸렸거나.둘중에 하나. 다른건 있을수 없다.,,,,,,,,,,,,,,,,,
692,아ㅋㅋ 여기 평점보고 믿고봤는데ㅋㅋㅋ 아이 놈들 ㅋㅋㅋㅋ 여러분 두번보세요 영화자체가 생지옥입니닼ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,
693,신선해서 만점 준다 또라이같은 영화,,,,,,,,,,,,,,,,,
694,내 2시간반돌려줘 ㅠㅠ,,,,,,,,,,,,,,,,,
695,초대받은 사람들이 모든 위험을 이겨내고 마지막에 산속에 숨겨있는 M60으로 벌레들 죄다 죽이고 탈출하는 영화라면 10점 줬을것. 1점도 아까움,,,,,,,,,,,,,,,,,
696,독특한 분위기와 밝은 화면과 미장센이 독보이는 연출은 상당히 인상적이다. 흡입력도 좋았는데 다만 전작보다 공포감은 조금 줄어들었다.,,,,,,,,,,,,,,,,,
697,서스페리아는 그나마 부활 스토리라도 있지 이건 뭔..재미도 없고.. 유전이 백배 천배 나았다. ㅋ,,,,,,,,,,,,,,,,,
698,이마무라 쇼헤이의 아류짓을 하고 있지만 그만큼의 충격이나 불쾌함을 일으키지도 못한...,,,,,,,,,,,,,,,,,
699,평점아 왜이리 높지? 전혀 동의 할 수 없음,,,,,,,,,,,,,,,,,
700,그 나무에 오줌누고 싶다.. 2시간 30의 고문. 지지리도 지루하고 이해할 수 없고 공감도 안가고 무서운 것 보단 걍 몇개 잔인하며 당위성 보단 어이없음이 더 많은.. 사람들은 로봇인가 인간인가 설정이 너무 유치함....,,,,,,,,,,,,,,,,,
701,사이비 종교 집단의 현실 모습을 본듯. 피지 은혜로 교회사이비 종교 집단 보면 영화가 마냥 허구가 아님. 귀신보다 더 무서운 인간 본성과 뒤틀린 신념. 하얀 지옥을 보았다.,,,,,,,,,,,,,,,,,
702,스웨덴에서 고소안한게 더 신기한 영화..,,,,,,,,,,,,,,,,,
703,평소 싸이코틱하고 고어틱한 저세상 텐션영화를 찾는 나로썬 굉방히 신선했다 ㅎㅎ,,,,,,,,,,,,,,,,,
704,배경이 진심 이쁨.. 고어는 별개로,,,,,,,,,,,,,,,,,
705,짱잼... 2편 언제 기다리나,,,,,,,,,,,,,,,,,
706,한국 극장에서 이런 영화를 볼 수 있다니 신선한데요,,,,,,,,,,,,,,,,,
707,연출 음향 소재면에서 너무 인상깊게 봤음. 기괴하고 충격적이었고 그래서 10점,,,,,,,,,,,,,,,,,
708,무서워 생각할수록 무서워,,,,,,,,,,,,,,,,,
709,꼭 그렇게 고어한 장면을 넣었어야 했나...그거 없이도 작품성 충분히 살아있을텐데,,,,,,,,,,,,,,,,,
710,공포나 호러물을 생각하고 보면 지루할수 밖에 없을듯. 장르를 바꾸자면 공포보다 미스터리가 더 어울릴듯 하고,,,,,,,,,,,,,,,,,
711,굉장히 당황스럽네여..,,,,,,,,,,,,,,,,,
712,스테디한 민속호러. 실제 미드소마 관련,,,,,,,,,,,,,,,,,
713,저도 스웨덴이 싫어요,,,,,,,,,,,,,,,,,
714,한마디로 스웨덴이 싫다,,,,,,,,,,,,,,,,,
715,위커맨이랑 너무 비슷하다 생각보다 덜 잔인하고 영상미는 인정하나 역시나 고구마스토리...,,,,,,,,,,,,,,,,,
716,같이 본 동생이 진심 화 낼 정도의 영화.같이 보자고 한 내가 부끄러워 지는 영화.다만 유전의 감독이라는 메리트,,,,,,,,,,,,,,,,,
717,마지막 씬에서 플로렌 퓨 표정 보고 소름 돋았다.,,,,,,,,,,,,,,,,,
718,거 심리 치료 치곤 너무 과한 거 아니오?,,,,,,,,,,,,,,,,,
719,억지로 10000피스 짜리 퍼즐을 끼워맞추는 느낌이 드는 영화.,,,,,,,,,,,,,,,,,
720,러닝타임은 스토리가 뭐 없는거에 비해 길지만 기괴하고 집중하게 만들더서 지루하진않음 근데 넘 적나라함 호불호가 너무 심할듯 다른사람이랑 같이보지말고 무조건 혼자보셈 민망할수있음,,,,,,,,,,,,,,,,,
721,감독 만나보고싶다 도대체 어떤사람일지 개궁금,,,,,,,,,,,,,,,,,
722,무슨 뭐 다들 감상평 현란하게들 써뒀네. 의미 이딴 거 없고 어떻게 하면 최대한 기괴해 보일까 작정하고 이상한 거 다 때려넣은 느낌임. 올해 본 영화 중 최악.,,,,,,,,,,,,,,,,,
723,내 이런 개OO튼영화 첨본다....별점주기 진짜 아까움,,,,,,,,,,,,,,,,,
724,최악... 영화에 내용이 없다 내용이,,,,,,,,,,,,,,,,,
725,최악. 이딴 걸 보고 평점 좋게 준 사람은 정신병원 가보셈. 예술을 빙자한 허세 찌든 b급 3류 영화. 뭘 전달하려는 건지 그냥 감독 의식 흐름대로 만든 영화,,,,,,,,,,,,,,,,,
726,더럽고 불쾌감만 남는 형편없는 영화,,,,,,,,,,,,,,,,,
727,1점도 아깝 토할거같다 진짜 괜히봄,,,,,,,,,,,,,,,,,
728,정말 신선하고 충격적인 영화. 개봉 당시 몇 안되는 상영관에 대한극장까지 봤네요... 노력이 아깝지 않았습니다. 이런 영화가 많아졌으면 합니다.,,,,,,,,,,,,,,,,,
729,종교는 안 믿지만 이것은 진정한 힐링영화다.,,,,,,,,,,,,,,,,,
730,충실히 조사는 해왔지만 깊이는 없는 학부생의 기나긴 짜깁기 레포트를 읽는 기분,,,,,,,,,,,,,,,,,
731,커플 필수관람영화..라고 생각합니다.,,,,,,,,,,,,,,,,,
732,엉덩이 밀어주는 장면에서 개빵터짐ㅋㅋ,,,,,,,,,,,,,,,,,
733,그냥 멘탈 탈탈 털리고 싶으면 보세요보고있는데 그냥 나가고 싶은 기분 들고 보고 나서도 찝찝한 기분,,,,,,,,,,,,,,,,,
734,재미도없고감도도없고,,,,,,,,,,,,,,,,,
735,누군가 5월달에 흰옷을 입고 스웨덴어를 쓰며 빙글빙글 도는 사람이 있다면 빨리 도망쳐라....정말 불쾌한 공포영화이며,,,,,,,,,,,,,,,,,
736,보다가 내가 마약에 취한거 같다. 이런 영화 좋아하는 사람들에게는 최고의 영화,,,,,,,,,,,,,,,,,
737,이런 장르,,,,,,,,,,,,,,,,,
738,여주인공이 힐링하러 스웨덴가서 제대로 힐링받는 이야기,,,,,,,,,,,,,,,,,
739,진심 보고 나서 하얀 옷이랑 화관 보면 미드소마 밖에 생각 안 남 감독 레알 고소하고 싶다 고어 같은 거 못 보면 보지 마세요 진심임 호기심으로 봤다간 후회할 거임,,,,,,,,,,,,,,,,,
740,정말 머리에 뭐가 들어있어야 저런것을 상상해낼 수 있을까 ? 유전에 놀라고 미드소마에 충격 먹었다.,,,,,,,,,,,,,,,,,
741,진짜 쓰레기영화. 정신병 걸릴 것 같은 영화. 보고나면 기분 더러운 영화.,,,,,,,,,,,,,,,,,
742,하얀 옷 입은 미치광이들 나왔을 때 부터 냄새가 나더니 결국 반전도 없고 캐릭터다 병맛이고 뻔하게 전개되니 재미도 없음. 근데 친구는 좋아함 호불호 좀 갈리는 듯,,,,,,,,,,,,,,,,,
743,그냥 쓰례기영화네보면 시간낭비,,,,,,,,,,,,,,,,,
744,욕나오고짜증나는영화 아짜증나 신경질나는영화다,,,,,,,,,,,,,,,,,
745,내가 뭘 본거지??..시간아깝네,,,,,,,,,,,,,,,,,
746,나만 죽을 순 없지,,,,,,,,,,,,,,,,,
747,걍 존나 역겹다 왜 뭔내용인지 1도 이해안감;;,,,,,,,,,,,,,,,,,
748,이딴 쓰래기 영화를 찍어두고 예술로 포장하고 싶어하는 감독영상미 하나말고는 다 쓰래기임,,,,,,,,,,,,,,,,,
749,이게 무슨 공포야 코미디지 ㅋ 여주 꽃탈 쓴거랑 남주 곰인형 쓴거밖에 기억안나 시 바 이게 영화라고,,,,,,,,,,,,,,,,,
750,아 더러워 이걸 왜봤지   욕 나오는 영화  시간 아까워전문가 평점은 왜이리 높아   똘끼 넘치면  점수주나,,,,,,,,,,,,,,,,,
751,은근히 잔인하고 무섭다. 밝은 배경 속에 숨겨진 악마.,,,,,,,,,,,,,,,,,
752,이전 영화,,,,,,,,,,,,,,,,,
753,보는 내내 불쾌하고 찝찝했다. 보고 나서 후회했다. 그래도 끝까지 다 보긴 했다...ㅠㅠ 그리고 감상포인트 좋은게 하나도 없는데 왜 선택하라는거냐!,,,,,,,,,,,,,,,,,
754,가족도 주변사람도 아닌 첨보는 사람들이 같은 감정을 공유함으로써 나오는 희열은 진짜 짜릿하겠다.,,,,,,,,,,,,,,,,,
755,유전은 말그대로 공포영화였는데 이건 너무 루즈하고 전혀 무섭지가 않음. 뭉개진 얼굴 몇번 갑툭튀 하는 부분에선 감독이 한심하게 느껴짐. 얼마나 보여줄게 없으면 같은것만 계속 보여줄까 싶었음.. 다음작품은 쓸데없이 예...,,,,,,,,,,,,,,,,,
756,왠지모르게 영화 유전 느낌이 나서 찾아봤더니 역시나 같은 감독..굉장히 매니악하고 광기가 느껴지는 영화입니다. 호러매니아라면 한번쯤 보셔도 될것같네요.,,,,,,,,,,,,,,,,,
757,중반이후 급 3류로 흐름. 그냥 뭐라도 있는 척하지 그랬어..,,,,,,,,,,,,,,,,,
758,호불호좀 갈릴것같긴한데 나름 신선한 공포를 주는 영화,,,,,,,,,,,,,,,,,
759,10월에 감독판 국내개봉!! 러닝타임이 3시간이나 된다네요. 무조건 재관람하러 갑니다!,,,,,,,,,,,,,,,,,
760,호불호..나는 극 호...사이비,,,,,,,,,,,,,,,,,
761,여름축제에 대해 신선하게 다루었습니다.  큰 구조는 한 여름밤의 꿈 같다고 느껴지기도 했습니다. 영화는 어때야하는가? 공포장르는 어때야하는가? 하는 그 자체에 대한 고민을 많이한 영화가 아닌가 생각합니다. 영못알이 ...,,,,,,,,,,,,,,,,,
762,꿀잼이던데 딱 취향ㅎㅎㅎ,,,,,,,,,,,,,,,,,
763,독특했다 오래도록 잊지 못할 공포영화그러니까 여자친구한테 잘하자,,,,,,,,,,,,,,,,,
764,중반까지 너무 지루하고 고어장면 몇개나오고 베드신에서 ㅋㅋㅋ 전체적으로 너무 지루하네요,,,,,,,,,,,,,,,,,
765,잔인한 장면이 몇군데 있구요. 호불호가 갈립니다. 약간 지루한 느낌도 들었어요.,,,,,,,,,,,,,,,,,
766,스토리의 전개는 살짝 느릿느릿하며 약간은 예상이된다. 그러나 평이한 스토리라는 단점을 빼고 등장배우들의 연기와 씬의 연출력,,,,,,,,,,,,,,,,,
767,대놓고 잔인한 건 없는데 왜 이렇게 영화 보는 내내 불편하고 존나게 찝찝한 걸까.. 영화 보고 나서 몇일동안 기분 개더러웠음.,,,,,,,,,,,,,,,,,
768,올해 최고의 웃음...호흡곤란왔다,,,,,,,,,,,,,,,,,
769,지금 보고오는길감상평:내가 뭘본거지,,,,,,,,,,,,,,,,,
770,기괴한거 보고싶으면 추천 멀미나게 기괴함,,,,,,,,,,,,,,,,,
771,지루하지않고 독특하고 참신은했다. 근대 굳이 저래야했나 하는 장면들은많음,,,,,,,,,,,,,,,,,
772,참 기가막힌 영화네요 ㅋㅋ,,,,,,,,,,,,,,,,,
773,해석하기 나름,,,,,,,,,,,,,,,,,
774,인간이란 존재가 얼마나 무섭고 나약한지 알 수 있다,,,,,,,,,,,,,,,,,
775,괴작이라는 말이 딱이다 괴상해..,,,,,,,,,,,,,,,,,
776,재밋고 잘만듬 뒷부분은 진짜 무서웠음,,,,,,,,,,,,,,,,,
777,마지막 장면이 머리속에서 떠나질 않아요 ㅜㅜ;,,,,,,,,,,,,,,,,,
778,영화 함부로 보면 안된다는것을 깨닫게 하네요 영적건강에 매우 해로운 영화로 적극 비추!,,,,,,,,,,,,,,,,,
779,고어를 기대하고 가는 사람에겐 은근히 지루하고 고어 못 보는 사람에겐 너무 괴로울 영화... 숨막히게 연출하는 능력은 그대로.,,,,,,,,,,,,,,,,,
780,정신 착란오것오 ㅠㅠ 환각제 먹은 느낌이 나는 영화,,,,,,,,,,,,,,,,,
781,정말 특이합니다. 사람 참 불쾌하게 만드는데 그게 또 재미있고 자꾸 잔상이 남아요. 아름다운 꽃들과 밝은 색감,,,,,,,,,,,,,,,,,
782,감독  이상해~~~~이런건줄 모르고 봐서 그런가 당황스럽다,,,,,,,,,,,,,,,,,
783,감독의 발상이 놀랍다.,,,,,,,,,,,,,,,,,
784,시간과 돈이 넘쳐나면 고려해볼만한 영화,,,,,,,,,,,,,,,,,
785,지루하지도 않고 재밌지도 않고그냥 소수부족 떠도는 얘기 짜깁기해서 만든 영화다큐멘타리 스웨덴의 눈물 같기도 하고,,,,,,,,,,,,,,,,,
786,소돔의 120일 보고난뒤와 같은느낌,,,,,,,,,,,,,,,,,
787,이렇게 기분나쁜 영화도 처음이고중간에 나가고싶은 영화도 처음이다,,,,,,,,,,,,,,,,,
788,저는 이런류의 영화를 좋아해요..서스페리아도 2번이나 봤지요.. 근데 이영화는..같이본 동반자한테 진심으로 한대 맞을뻔했습니다,,,,,,,,,,,,,,,,,
789,느껴져요! 너가 OOO 욕 먹을거라는게 느껴져요!!,,,,,,,,,,,,,,,,,
790,난해하다 잔인하다 야하기보다는 불쾌하고 기분나쁨,,,,,,,,,,,,,,,,,
791,걍 드러운 영화... 왜 본건지,,,,,,,,,,,,,,,,,
792,영화보는데 짜증나고 화납니다 그냥 기괴하기만한 영화,,,,,,,,,,,,,,,,,
