,content,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
1307,내가 태어나서 본 영화중  1위 타이타닉 2위 쉰들러리스트 3위 매트릭스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,1999년에  만든  영화라기  보다 2014년  영화라고 해도  과언이 아니다.  정말  세련된  매트릭스 !,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,고등학생 시절 나에게 있어 처음으로 비디오 테이프를 소장하게 만든 영화. 15번 가까이 보고도 다시 봐도 전혀 질리지 않을 정도로 매력적인 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,정말 최고의 영화다!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1999년에 만들어진 정말 2099년 영화같은.영화지금이야  이런영화군 하겠지만시대적 상 최고의 영화...쇼킹이었음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,액션 영화란 이런 것이다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,당대의 최고의 오락영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,SF 액션의 역사를 바꿔놓다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,무려 15 년 전의 영화다. 지금 만들어지고 있는 영화들이 아주 부끄러울 정도다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,처음으로 영화를 보면서 전율을 느꼈다. 말할가치없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,정말 최고의 영화 99년도에 나왔다는게 믿기지 않음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,123편 5번씩은 본것같다 봐도봐도 재밌는 영화 액션역시  최근영화들에 OOO 않는것같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,아...상상력이 정말 미쳤구나 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,스토리 액션은 좋은데 솔직히 약간 지루해서 졸면서 본 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,내가 7년전 4학년때 쯤 아빠가 영화보길래  따라보고나혼자만 구라안치고 10번 봤다 '그'라는 단어가너무 멋있고 마지막에 명장면만 수십번봤다.사람마다 관점이 다르지만 15년이 지나도나한텐 이영화밖에 없...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,꿀잼에다가 놀라운 상상력!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,SF영화의 혁명!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,1999년도 영화라는게 믿기지가 않는다..매트릭스는sf의 전설,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,포스터에 적혀있는 'SF액션의 새로운 세기창조'라는 말이 전혀 과장이 아니다. SF와 액션 두마리 토끼를 잡았다. 최고였다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,매트릭스 최고 <333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,메트릭스는 이거 1편만 나왔으면 불후의 대명작이었다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,진짜 대박 영화였죠  ^^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,역시 정말 수작이다. 내러티브 연출 몰입도 모두 그 당시에 엄청났었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,일년에 한번씩은 꼭 찾아 보는듯... 보면 볼수록 스토리가 이해됨,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,심오한 철학적 메시지를 게임과 가상현실이라는 흥미로운 포장지에 담아 전달하는 재밌는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,평점 맨날 봐도 별점 올리긴 처음이다.. 너무 어마어마해서 머리가 찡하다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,더 이상의 자세한 설명은 생략한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,보고 보고 보고 보고 또 봐도 최고...!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,슬로우모션으로 아주유명한 영화다 탄탄한스토리에다가 .. 역시 형재들의 영화는 대단하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,난 매트릭스 이후 모든 SF영화가 공허해졌다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,어렸을때내용도모르고보면서 이해안됏엇는데 지금 다시보니 참신하다  매트릭스 거기에 나도 살고잇는건아닌지///,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,말이 필요없는 최고의 SF영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,..상상 이상의 상상..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,명성이 자자한것만 알고 학창시절  cgv에서 해줘도 스쳐만 지나갔던 작품을 23살이 된 이제야 제대로 접해보네요.정말  말이 필요 없는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,메트릭스가 말이 필요한가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,생에 최고의 영화라 자부합니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,sf영화는 스타워즈를 따를것이 없다고 생각했는데 이건.... 신이 내린 영화입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,내가 이 영화를 초등학생때 봤던가. 그땐 사이퍼가 무조건 나쁜 놈이라 생각했었다. 하지만 지금은 나 역시 사이퍼처럼 행동할 지도 모른다는 생각이 들었다. 나이를 먹어간다는 것은 무언가를 좀 더 깊게 알아가는 것이 아...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,정말 재밌었던영화 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,그냥멍때리고봤다 이게15년전에있었던영화라는게 말이되?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,10년이 훌쩍 넘었는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,혁신 그 자체 매트릭스!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,환상적이라는 말밖엔..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,영화좋습니다. 이런영화는몇번을봐도질리지가안네여,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,내인생 최고의 영화이다 내용 스토리 영상미 모듀,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,최고. 내 인생에 최고의 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,SF라는 장르에 이렇게 심오한 철학을 담은 영화는 전무후무 할 것이다. 멍하니 전율로 받아 들일 수 밖에 없었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,말이 필요없는 영화. 명작은 시간이 지나도 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,최고의 영화 10자이상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,내 생에 이보다 더 최고의 영화를 볼수 있을까.. 감탄하고 감탄하고 또 감탄한 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,대작이다 진짜.... 후,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,flgk;hjdrlfgxjhprsoihjosthjgfukfjh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1999년 여름이었던듯..극장에서 영화보다 소름이 돋아보긴 처음이었다..내 생애 최고의 SF명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,이건 실화다. 정말 재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,SF영화의 군계일학!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,내가 이영화보고 캐딜락 CTS 를 구입...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,가상과 현실의 경계를 다룬 영화는 매트릭스 이전과 이후로 나뉜다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,다시 없을 최고의 영화 10번은 더 본듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,내 베스트 영화....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,키아누리브스♥ 매트릭스짱!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,아직까지 이보다 더 뛰어난 SF영화가 있나??,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,말이 필요없는 희대의 베스트명작.. 옛날에 추억을 되새기며 다시봤지만 지금 봐도 화려하다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,1999년도에 미성년자라 못본 애기들은 꼭봐라 ㅋㅋ 졸잼있다!!! 타이타닉 이랑 매트릭스는 꼭봐야된다 !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,최고말이필요없음ㄷㄷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,보면 볼수록 더 재밌어지는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,이게 20세기 영화라는게 믿어지냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,내 인생 최고의 영화 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,진짜 뻥안치고 레알 대박,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,이영화를평가하려들지마라애송이,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,진짜 최고의 오락성과 철학성을 동시에 갖추고 있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,어렸을땐 그냥 화려한 액션영화 였은데 10년이 지난후 다시보니 단순한 액션영화가 아니다 도저히 20세기 영화라고 생각되지 않는다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,와이제봣는대 씹명작..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,다른건 모르겠고....액션씬만큼은 한 획을 지대로 그은것 같다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,감히 평을 할 수 있는 영화가 아니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,이 영화보다 좋은 평점을 갖고있는 모든영화들은 Biased.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,정말 최고의 영화입니다.!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,워쇼스키 남매의 처음이자 마지막 대작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,1편이 제일 재밌습니다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,꿀잼 개잼 허니잼 1점짜린 절대 아니다ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,본지 14년이 넘었건만 총알 피하는 장면은 아직도 기억에 남는다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,15년 전의 영화라니 지금 개봉해도 최고의 sf물 인간의 뇌와 모든 감각을지배하는인공지능 프로그램을 초월할수있는 것은 인간은 영적인 존재이므로 로또 당첨될 확률이 벼락 세번맞을 확률인데도 매회일등 당첨자들이 나오고 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,이게 진짜 99년도 영화...? 재밌는데 설명이 친절하지 않은게 쫌 아쉽다 ㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,이거이거명작이 아닌가~~!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,이 영화가 10점이 아니라면 SF장르에서 10점 받을 영화는 존재하지 않는다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,이보다 더 뛰어난 SF 영화는 나오지 않을 것 같다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,그냥 걍쩌는 영화 다시봐도 질리지 않네,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,짱임진찐안보고말하면후려버림,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,1~3편 10번도 넘게 봤음. 볼수록 잘만든 영화. 아니 영화 그 이상의 예술,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,큰 깨달음을 준 영화입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,SF의 정상에 등극한 영화! 비주얼 액션부터 현대 퀄리티보다 훨씬 뛰어난 혁명이었으며,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,이건 뭐 언제봐고 감탄이 절로 나오네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,SF계의 한 획을 그은 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,내 생애 최고의 영화.지금까지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,14년이 지난 지금 보아도 완벽한 연출의 교과서. 소재를 200% 활용한 스토리와 화려한 영상미까지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,진짜 이 영화를 뛰어넘을 SF영화는 없다고 본다기껏해야 터미네이터2가 있는데 개취로는 T2지만잘만든 영화로는 매트릭스가 앞선다 진짜로,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,SF액션의 교과서!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,재미와 깊이와 액션 모두 최고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,정말로 내 인생 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,내가 왜 이 영화를 이제야 봤는지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,우리는 분명 피할수 없지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,끝없이 생각하게 만드는 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,어제 케이블로 또 봤는데 그래도 새롭고 재밌는 영화!!! 명장면 따라하느라 허리 휘는 줄... ㅎㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,10점이 아니면 메트릭스를 평가할 수 없다.. 그만큼 위대한 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,모든것이 혁신적인,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,보통 이런영화는 10점주고 말이 필요 없는법,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,최고의영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,이 영화는 몇번봐야 이해 할 정도로 좋은 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,진짜 잘 만들었네여 ㅎㅎ 어릴떄 봤을땐 몰랐는데 ~ 지금 보니 ~생각할거리도 많이 던져주고 ㅎ 괜찮았음 ㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,촬영기법도 이당시엔 혁신 ㄷㄷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,한편의 화려한 SF 애니매이션을 보는듯한 느낌,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,영화를 뛰어넘어 하나의 심볼이 된 영화. sf계의 최고명작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,1999년,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,진짜 여지것 20번도 넘게보고 dvd 소장에 블루레이까지 여지것 나온 sf중에 최고임 단 1탄만 해당하지만 1편은 진짜 볼때마다 소름 돋는다. 99년에 이런 생각을 대단하다는말밖에,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,다시봐도 잘만든영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,SF의 대 혁명을 이발킨 최고의레전드 영화제 졸라 재미있게 흥미진진하게판타클했고 잘 봤다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,스포 알고보니까 쩔드라 하여간 이 자체로도 재미있는 액션,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,굳,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,무슨 말이 필요한가요???,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,이건 뭐... 보면서 런닝타임 끝나가는게 아쉬웠던 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,재밌다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,이게 97년 작품이라니!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,정말 많은 것을 생각하게 하는 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,스토리 대사 액션. 볼수있는 권리를 누린다는것 자체가 감사하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,명작인건 명작인 이유가 있다. 액션이 뭔지 알려주는,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,세계영화사에 남을 명작이다. 다시봐도 전율이 느껴진다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,최고의 영화!! 지금봐도 완벽하네요. 상상력이 대단해요,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,완벽한 공상과학 영화의 시작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,스토리가 재미있다액션이 일품이다내용이 조금 어렵다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,디테일할 필요없다. 새로운 세계관과 현실을 동일시하면되니깐.ㅎㅎ 너무좋았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,초반부의 지루함은 후반부에서 말끔히 사라진다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,이영화로 레포트 써서 A+받았으므로 10점~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,주연들의 연기,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,진짜 감탄 연발... 키아누를 비롯한 다른 배우들 연기도 최고... 그냥 말로 표현 못함,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,이 영화 한편에 모든것이 다 들어있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,미치지 않고서는 이렇게나 혐오스러운 세계관을 구축할 수 는 없었을테지. 게다가 어느 할리우드 영화가 동양 무술을 시도했단 말인가.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,따른것도 정말 대단한데 난 개인적으로 스토리가 정말 소름끼친다. 이때는 정말 약 빨고 만든것 같다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,명불허전,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,완벽하다 머리 아프다 혁명이다 머리 아프다 그래도 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,최고의 SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,전시리즈 다보고 숫가락을들고 숫가락은업ㅅ다 햇는데 안대여,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,단연 내 인생 최고의 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,10년도 더 전에 이런 영상을 만들 수 있다니 놀랍다. 요즘 영화와 비교해도 앞서나가면 앞서나갔지 결코 OOO 않는다. 대단하다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,20세기 말미를 장식한 SF계의 고전 명작.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,10wja,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,bbbbbbbbbbbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,이제서야 보다니...13년전영화라니...개쩌네요 ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,지루한면이 있지만 이시대 영화중 최고다 지금시대에 나와도 손색이 없는 영화다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,............,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,내인생 최고의 영화..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,좋은 소재 좋은 상상력,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,눈에 보이는것 외에도 많은 이야기를 하고 있는데 여러번 보면 볼수록 새로운것들이 더 보이더군요.다만 던저 놓는식이여서 말하고자 하는게 애매해보인달까 너무 선문답식인것 같네요.여튼 영화에서 이 정도 의미를 내포시켰다는...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,그당시 이런생각을 했다는게 대단 전설이 된작품,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,오래전에 본 영화를 이제야 평점을 달다니 . 그 당시때 이 영화는 정말 쇼킹이엇우,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,이것또한 레전드,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,시대를 초월한 워쇼스키의 세계,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,이 영화가 나 중학교때 개봉했었는데 그땐 못 보고 OO이 지난 이제서야 봤네ㅎ 근데 그때당시치곤 정말 잘 만들어났네ㅎㅎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,말이 필요없다. 완전 최고!!!!!!!!!!감독은 천재다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,명작 중 최고 으뜸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,이거 사람이 만든 작품맞나?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,이영화를 왜 이제야 제대로보게 되었지 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,너무 어릴 때 봐서 제대로 이해하지 못했는데 다시보니 그냥 말이 안나옴.. 이걸 영화관에서 제대로 본 사람은 정말 행운아인듯.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,오랜만에 생각나서 다시 봤는데 이건 정말 명작입니다. 눈을 뗄 수가 없고 엄청난 스토리와 세계관에 놀라도 매우 놀랄정도입니다. 말 안해도 최고의 영화!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,오랫만에 다시 봤다. 절대 깔수가 없는 전설같은 영화. 엄청난 세계관이다. 영화 상 나오는 대사의 대부분이 깊이가 있다. 나오는 노래도 모두 대박.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,인간의 상상력에 감탄한다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,이 영화를 보면서 배운건 각자의 삶은 주어진 기회와 선택이라는 것이다. 네오가 매트릭스에서 깨어나 '진짜 세계'의 삶을 살게 된 것도 그가 빨간약을 선택했기 때문이고,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,수능끝난 고3으로서 할거없어서 옜날에 친척들과 설날이나 추석되면 재밌는 액션영화로만 알고있던 매트릭스를 다시봤는데 참.. 감회가새롭다  정말 심오한뜻을 담고있는 영화인거 같고 이걸이해하면서 보는 나도 참많이 성숙해졌...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,초반 지루 마지막 완벽,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,어떻게 이 영화가 1999년에 나올수 있었는가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,키아누리브스가 너무 아름답다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,긴말이 필요없어.. 그냥 최고이고.. 보고 지렸다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,영상이 굿,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,이 영화의 시리즈를 다 보고 완전히 이해하게 됬을 때 나는 지렸다. 이런 주제를 상상해낸 워쇼스키 감독이 정말 대단하다. 스토리가 정말 대단하다는 말밖에 나오지 않는다. 궁금하면 매트릭스 줄거리를 쳐보기를.. 정말 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,그 당시 세기말 최고의 명작,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,그냥 닥치고 봐야할 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,진짜 대작이다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,몸과 맴이 상상의 나래로....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,인셉션의 조상격쯤 되는 영화...?암튼 엄청납니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,내 인생의 최고의 영화 !,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,와.........이건 진짜 ...와.....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,내 이름은 니오다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,제 점수는요...100만점!10점으로 표현할 방법이 없음!21세기를 앞두고 개봉된 세기의 명작!감독의 독창적이며 탄탄한 세계관을 그대로 영화에 담아낸 불세출의 명작!안보셨음 필수 관람 영화임!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,으으 워쇼스키형제는 천재야 스토리 영상 음악 모든게 조화 되어 완벽함을 이룬다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,진짜 시나리오 최고급이다.. 와 진짜 말이 필요없는듯하다.. 와 10점줄수 밖에 없는 영화다 몰입감도 최고다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,요즘 영화보다 옛날 영화가 재밌는 이느낌 뭐지,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,주제도 표현도 절대 촌스럽지가 않다! 놀라워라 놀라워라 멋있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,내인생 최고의 상상력을 보여줬던 작품이다...성경을 바탕으로 한 메시아 네오의 인간을 구하기 위한 고난과 역경,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,잼있었다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,지금도 봐도 우와할만한데 이게 벌써 OO이 넘었다니 평점이 낮아요 내인생 최고의 영화 매트릭스 시리즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,액션도 스토리도 뛰어나다.그러나 그 속에 숨겨져 있는 철학은 사람들이 잘 찾아내지 못한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,쵝오,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,무슨 말이 더 필요할까!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,논쟁의 여지가 없다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,완벽한 철학영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,키아누 르브스 성님이다시나오면 좋겟다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,이런 세계관이 있을 수도 있구나...훌륭한  액션장면들이 다 묻힐 정도로 훌륭하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,
