,content,,,,,,,,,,,,,,,,
3621,에일리언 표현이 역대급이었다..  CG,,,,,,,,,,,,,,,,
3622,요즘 보면 모든 영화가 평점이 후해진것 같다. 프로메테우스 보다 더 스릴있고 긴장감 넘치지만 스토리면에서는 전혀 변화가 없다. 과연 이 영화가 청불이 아닌가도 의심스럽다.,,,,,,,,,,,,,,,,
3623,가오겔,,,,,,,,,,,,,,,,
3624,그 어떤 에일리언 시리즈 보다 잔혹하였지만,,,,,,,,,,,,,,,,
3625,승무원 하나씩 죽을 때의 연출이 좀 진부한거 같네요스릴감은 라이프가 나은듯함....진화적인 측면에서 보면 페이스허거보단 호흡기를 통해 숙주를 죽이는게 훨씬 효과적인데...페이스허거를 굳이 창조했다는게 억지가 있는듯....,,,,,,,,,,,,,,,,
3626,재미있습니다. 그런데 개연성이 떨어져요..,,,,,,,,,,,,,,,,
3627,데이빗의 히드라 키우기,,,,,,,,,,,,,,,,
3628,흥미진진한 영화가 보고싶다면 에이리언 커버넌트 강추!,,,,,,,,,,,,,,,,
3629,이게 왜 평점이 높지????아...지루해서 졸려 죽는 줄....에어리언시리즈 이제 고만 나와야겠다...리플리 진심 그리웠음.감독 명성땜에 속았어...,,,,,,,,,,,,,,,,
3630,시나리오의 연계성이 떨어지며  마지막 초단시간 느닷없는 성채 에이리언의 등장까지...딱 7.0,,,,,,,,,,,,,,,,
3631,너무 기대가 컸나보다... 프로메테우스에 비하면....,,,,,,,,,,,,,,,,
3632,기대이하다. 에어리언과 전투신도 별로없고. 심오함? 지루함으로 변하고. .. 영화관가서 볼정도 아닌듯 ㅠ ㅠ,,,,,,,,,,,,,,,,
3633,"진짜 미친듯이 재밌어서 영화 끝날때 ""벌써 끝나?""라는 소리가 나왔다. 전작 프로메테우스보다 대중적이다. 좀 잔인해서 15세는 아닌듯. 암튼 졸잼! 강추!!",,,,,,,,,,,,,,,,
3634,꿀잼 프로메테우스 5년만에 푸네,,,,,,,,,,,,,,,,
3635,초반에 약간지루함 프로메테우스보다 신선함이떨어짐에일리언2보단 액션미가떨어짐 그외 괜찮,,,,,,,,,,,,,,,,
3636,너무 기대했나...에얼리언 시리즈의 쫄깃함이 상대적으로 적었고,,,,,,,,,,,,,,,,
3637,프로메테우스2라기보다는....그냥 에이리언 시리즈,,,,,,,,,,,,,,,,
3638,일단 15세는 아닌것같고,,,,,,,,,,,,,,,,
3639,전체적으로 그닥. 그렇게 잔인한지도 모르겠는데 왜 호들갑이지,,,,,,,,,,,,,,,,
3640,초반부에 고립되는 상황이 황당하고 결말도 너무 뻔하다.,,,,,,,,,,,,,,,,
3641,프로메테우스 3부작의 2편으로 손색없음. 여러가지 공포의 조합에 어느정도 풀어준 수수께끼. 창조를 위한 파괴의 공포.,,,,,,,,,,,,,,,,
3642,긴장감 가득 등에 땀나는 영화였습니다.,,,,,,,,,,,,,,,,
3643,역시나 리들리 스콧..!,,,,,,,,,,,,,,,,
3644,SF 스릴러 내 취향ㅎ 간만에 취향저격 제대로 당한 영화다ㅎㅎ,,,,,,,,,,,,,,,,
3645,영화 완전 괜찮았어요 남자친구도 시리즈중에 제일괜찮았대요,,,,,,,,,,,,,,,,
3646,돈 안아까워요 정말로 영화관에서 안보면 안되는 스케일이었음 ㅎ,,,,,,,,,,,,,,,,
3647,프로메테우스가 나았던 거 같아요. 아 그리고 거의 100년 뒤인데 무기가 좀..,,,,,,,,,,,,,,,,
3648,여전사도 너무 멋잇고 AI연기한 마이클 패스벤더도 졸라 멋있.,,,,,,,,,,,,,,,,
3649,데이빗이 왜 지구로 향하지 않고,,,,,,,,,,,,,,,,
3650,옆에 남성분 자꾸 놀래셔서 흔들의자 됨,,,,,,,,,,,,,,,,
3651,프로메테우스는 청불인데 이건 왜 15세?ㅋㅋ,,,,,,,,,,,,,,,,
3652,프로메테우스의 철학적 색채가 많이 옅어지긴 했지만 역시 본연의 에이리언 영화 그 자체였습니다. 재밌었습니다,,,,,,,,,,,,,,,,
3653,보는 내내 긴장을 놓을 수가 없고 에어리언 특유의 분위기를 잘 살려내서 다음편에 대한 기대감도 크네요,,,,,,,,,,,,,,,,
3654,프로메테우스까지도 다 너무 좋아하는데,,,,,,,,,,,,,,,,
3655,꼭 봐라 두번봐라 세번도봐라 진짜 꼭봐라,,,,,,,,,,,,,,,,
3656,잠 참는다고 힘든 영화 중간중간에 총소리에 깨긴 했는데 그때뿐,,,,,,,,,,,,,,,,
3657,이럴거였으면 프로메테우스에서 엘리자베스 쇼를 왜 주인공으로 했는지.. 프로메테2를 기대했는데.. 에이리언 프리퀄이 주된 내용이네요. 프로메테1에서의 엔지니어에 대한 물음은 도데체 어디로 갔는지.. 프로메테 1을 오히...,,,,,,,,,,,,,,,,
3658,맨처음 던져진 질문은 해결 되지 않았고 옃에 커플녀가 이런걸 와보냐고 토하는줄 알았다고 남친이란 싸우던데 좋았네요.,,,,,,,,,,,,,,,,
3659,전작 프로메테우스의 엔지니어(조물주)와의 스토리가 전혀 없네 그게 궁금해서 본거라고!!!,,,,,,,,,,,,,,,,
3660,전작 프로메테우스의 흥행요인은 인간의 창조주를 찾아가는 모험의 과정이 아주 흥미로웠던 것이다. 그런데 이번 커버넌트에서는 그 미지를 탐구하는 호기심이 사라지고,,,,,,,,,,,,,,,,
3661,대박..보고 왔는데 그냥 말이 필요없네 무조건 강추,,,,,,,,,,,,,,,,
3662,원작 리플리의 캐리와,,,,,,,,,,,,,,,,
3663,개명작 꼭보세요 프로메테우스보구 보삼 기독교인들은 보지마시오,,,,,,,,,,,,,,,,
3664,에이리언 1편의 많은부분들을 오마주 해서 팬들에게 많은 볼거리를 보여준 영화! 리들리스콧 께서 뭘좀 아시네 우리는 이런 에이리언을 원했다고! 그나저나 여기평점 스포 많네 ㅋ,,,,,,,,,,,,,,,,
3665,생각보다 별로 였어요...,,,,,,,,,,,,,,,,
3666,생각보다 별로인것 같네요,,,,,,,,,,,,,,,,
3667,무서운거못보는사람ㅣㄴ데 이건좀,,,,,,,,,,,,,,,,
3668,기대했던것 보다는 별루였음,,,,,,,,,,,,,,,,
3669,에이리언 시리즈를 좋아해서 보러가가게되었는데 기대를 져버리진 않네요. 돌비아트모스 사운드로 들으면서 보니 영화 몰입도도 늘어나고 현장감있어  좋았습니다. 오랜만에 재미난 sf영화를보았네요.,,,,,,,,,,,,,,,,
3670,데이빗???노!!!!zZ....,,,,,,,,,,,,,,,,
3671,개인적으로 사람들이 잔인하다고 겁주는데.. 그닥 잔인하지도 않고 선정적이지도 않다고 생각.. 15세 적당하고 생각함.. 영화는 정말 재밌게 봤음...근데 쇼박사를 나름 기대했는데.. 쇼박사의 비중은 거의 없다시피해서...,,,,,,,,,,,,,,,,
3672,반전은 있었다 하지만 자인했다,,,,,,,,,,,,,,,,
3673,긴장의 연속  .결말부분은 무슨소린지? 너무  생각하지않으면 재미있음,,,,,,,,,,,,,,,,
3674,기대한 것 보다 훨씬 재밌었어요,,,,,,,,,,,,,,,,
3675,"보는내내 ""제발 이 긴장감과 재미가 끝나지 말길""하며 본 1인",,,,,,,,,,,,,,,,
3676,잼있게  잘봤어요~~조카랑 아들도 잼있어하고,,,,,,,,,,,,,,,,
3677,뒤늦게 세계관을 만들어 보려는 노력은 가상하나 갈길이 멀듯...이번 편만을 놓고 보더라도 너무 뻔히 보이는 전개뿐만이 아니라 전작들에서 중간이 뭉텅 잘린 느낌. 당위성 부여도 부족. 많이 아쉬움.그래도 좋아 하시는 ...,,,,,,,,,,,,,,,,
3678,연로하신감독의  귀환에 감사하머~~,,,,,,,,,,,,,,,,
3679,리들리스콧 감독 팬으로 매우 만족하는 영화 입니다. 시리즈 계속 만들기를 진심 바랍니다 ^^,,,,,,,,,,,,,,,,
3680,리들리 스콧감독님 ㅜㅜ진짜 장수하세요 이런 영화좀 마니 만들어주세요,,,,,,,,,,,,,,,,
3681,역대급 SF영화 인듯ㅠㅠㅠ넘나 재밋쩌여 ㅋㅋ,,,,,,,,,,,,,,,,
3682,SF매니아라면 무조건 봐야할 영화다,,,,,,,,,,,,,,,,
3683,아주기모띵했어요 추천해요,,,,,,,,,,,,,,,,
3684,가슴및봉지가 나오는대도 불구하고 15세라니..터미네이터데이빗이 엔지니어 학살하며 창조주인 인간들을 재창조하는 스토리..결국 창조물은 창조주를 넘어설수밖에없음 창조주의 단점을 보완해서 만드니,,,,,,,,,,,,,,,,
3685,생각보다 재미업슴 ㅋㅋ,,,,,,,,,,,,,,,,
3686,아니 미지의 행성에 가는데 산소호흡도 안하고 그냥 기어나가냐?? 그리고 데이빗으로 바뀐것도 자세히 안나오고.. 3류호러물임..,,,,,,,,,,,,,,,,
3687,진지하게 글쓴다. 프로메테우스 반도못한다 ㅋㅋㅋ 중간에 프로메테우스 몰살시키는것도 어찌된건지 설명도 재대로안해주고 ㅡㅡ 전작이 S급영화라면 이건 a~b급 영화다 에휴 돈아까움 보스베이비 볼껄,,,,,,,,,,,,,,,,
3688,완젼잼있었어요 프로메테우스만큼이나!,,,,,,,,,,,,,,,,
3689,뻔하게 예상되는 결말을 빼고는 모든게 완벽했던 영화,,,,,,,,,,,,,,,,
3690,피바다 그리고 아무것도 없었다,,,,,,,,,,,,,,,,
3691,아는만큼 재밌다. 단순한 SF 괴물 나오는 영화로 보았다면 그저 그랬겠지만 에이리언1과 프로메테우스까지 보고 세계관을 이해했다면 충분히 재밌을 영화!!,,,,,,,,,,,,,,,,
3692,다음편이 또 기대되요.. 스콧형님 건강하세요,,,,,,,,,,,,,,,,
3693,창조주와 창조물의 경계선은 얇아,,,,,,,,,,,,,,,,
3694,아 미친듯이 기대된다!!,,,,,,,,,,,,,,,,
3695,재미있네요. 8.5점 드립니다.,,,,,,,,,,,,,,,,
3696,기대가 너무컷나. .  . .,,,,,,,,,,,,,,,,
3697,재밋더라 프로메테우스 꼭보고가시고 음응,,,,,,,,,,,,,,,,
3698,영상미는 괜찮으나 너무 뻔한 스토리 너무 진보한 액션 다 예상되는 스토리 반전없음 조조로 금방 보고 나왔는데 크게 실망입니다..딱 예고편이 다인 영화,,,,,,,,,,,,,,,,
3699,등장인물들이 어딘가 나사가 빠졌다.딴 길로 새면 재수가 없다.ai는 광기에 빠졌다.인간이 알파와 오메가로 되려는 것처럼인간의 창조물도 알파와 오메가로 되려고 한다.어차피 1편의 프리퀄이니 결말은 같다,,,,,,,,,,,,,,,,
3700,창조주에 관한 영화가 아니라 창조에 관한 영화.그 창조는 누구도 예상 못한 전개로 거진 40년을 이어왔네요^^,,,,,,,,,,,,,,,,
3701,신들의 발할라 입장' 치고는 좀 밋밋한,,,,,,,,,,,,,,,,
3702,제임스 프랭코 주연이라면서 분량은 우정출연만도 못하네 어디서 밑장빼기야 -_-;;,,,,,,,,,,,,,,,,
3703,나같은 쫄보들은 심장 쫄깃,,,,,,,,,,,,,,,,
3704,진짜 내나이가 23살인데 이게 청소년 관람가라고? ㄷㄷ... 몇장면은 너무 무섭고 끔찍해서 순간 고개 돌림..하지만 재밌었어..,,,,,,,,,,,,,,,,
3705,기대이상으로 재밌었습니다 살짝 아쉬운점도있었지만 다음시리즈나오면 볼정도!!,,,,,,,,,,,,,,,,
3706,조조 8시 봤습니다. 프로메테우스 보단 실망입니다. 충격적인 에어리언도 없구ㅋ 어떻게 기생하고 탄생되는지 굼굼증은 해결~ 긴장감과 새로운 것에 대한 기대감은 실망~~ 인간을 창조한 프로메테우스의 허약함에 실망~~ 다...,,,,,,,,,,,,,,,,
3707,주인공과 승무원들이 너무 이기적인데다가 말도안되는 행동을 해서 재미를 급 떨어지게 하네요,,,,,,,,,,,,,,,,
3708,이 영화를 극장에서 본게 자랑스럽다.,,,,,,,,,,,,,,,,
3709,다소 잔인하지만 내용도 어렵지 않은편이고 볼만했어요,,,,,,,,,,,,,,,,
3710,기대했는데..결국에는 포기하고 대충만든듯..ㅜ,,,,,,,,,,,,,,,,
3711,인공지능이 에일리언풀어서 외계인 멸망시키는게 장관이다,,,,,,,,,,,,,,,,
3712,아놔 오줌 지릴 뻔.,,,,,,,,,,,,,,,,
3713,개연성이 너무 부족함 프로메테이스 이후 왜 데이빗이 그렇게 에일리언 창조에 집착하는지에 대한 에피소드나 스토리가 없다 그리고 월터와 데이빗의 싸움 결과도 유추가 가능하지만 너무 대충 얼버무린 느낌이 있고 둘다 ai인...,,,,,,,,,,,,,,,,
3714,밀폐된 공간에서 네오모프가 등을뚫고 튀어 나오는장면은 진짜 공포스러웠고 여자 뒤에서 목따는 장면도 최고였음 모든 에일리언 시리즈중에 제일 잔인한게 커버넌트인듯 어웨이크닝 빨리 나왔으면 좋겠다,,,,,,,,,,,,,,,,
3715,참신함은 없지만 완성도가 없는건 아님 근데 제자리 걸음 같은 느낌이 들긴함,,,,,,,,,,,,,,,,
3716,이 영화를 통해 배운건 평점의 평이 이상하면 그영화는 평점이 낮은거나 다름없다는거다,,,,,,,,,,,,,,,,
3717,타노스같은 기계새키네.,,,,,,,,,,,,,,,,
3718,역대 에이리언 시리즈랑 분위기가 다름,,,,,,,,,,,,,,,,
3719,영상 음악 끝내준다!!분위기 최강!!,,,,,,,,,,,,,,,,
3720,패리스 때매 스타트가 좀 억지스러웠고,,,,,,,,,,,,,,,,
3721,1편에 비해..쫌 재미가 없어진 듯..그래도 준치,,,,,,,,,,,,,,,,
3722,그가 탐구하는 것은 대체 무엇인가?,,,,,,,,,,,,,,,,
3723,처음에 애들이 OO짓하는게 너무 맘에 안들었지만(특히 탐사선에 남아있던 X년) 후반으로 갈 수록 잼써서 ㄱㅊ,,,,,,,,,,,,,,,,
3724,웰 메이드 호러 무비 알파고님 충성충성,,,,,,,,,,,,,,,,
3725,라이프 이후 ㄹㅇ 깜놀작품,,,,,,,,,,,,,,,,
3726,죽인 출연진들에 대한 이유가 없는 영화. 현실성을 조금만 더 반영하면 모두가 사망했을것.,,,,,,,,,,,,,,,,
3727,쏘쏘합니다..흠..,,,,,,,,,,,,,,,,
3728,데이빗...!!!!,,,,,,,,,,,,,,,,
3729,내가 이걸 보려고 얼마나 기다렸다구 ㅠㅠ 3번 봤음,,,,,,,,,,,,,,,,
3730,진심 졸잼완전재밋엇는디 나느...,,,,,,,,,,,,,,,,
3731,반전오지고 지리고 렛잇고,,,,,,,,,,,,,,,,
3732,이새끼는 매일 똑같은거만 만드냐 과거에 구속된듯.  니동생이 더 대단한 감독이다 이생퀴야,,,,,,,,,,,,,,,,
3733,재밌었닿ㅎㅎㅎ담작품기대중!,,,,,,,,,,,,,,,,
3734,재미나요 하지만조금징그러움,,,,,,,,,,,,,,,,
3735,프로메테우스보다 더 멍청한 영화. 프로메테우스 이후의 이야기를 보여줬다는 점 외에는 장점을 찾아보기 힘들다. 다시 한 번 늙은 감독이 시대 흐름을 따라가지 못하고 있음을 느꼈다.,,,,,,,,,,,,,,,,
3736,이건광고의힘이라할수있는것같아요,,,,,,,,,,,,,,,,
3737,에이리언 영화라기 보다는 인공지능로봇의 위험성을 알리는 영화다.에이리언 영화중 최악의 영화라고   보면 된다.,,,,,,,,,,,,,,,,
3738,인공지능이 다 만들었네,,,,,,,,,,,,,,,,
3739,프로메테우스다시봐야지.,,,,,,,,,,,,,,,,
3740,시간가는줄 모르고 봤던 영화,,,,,,,,,,,,,,,,
3741,여자 상반신 다노출됫는데 이게 15세라고?,,,,,,,,,,,,,,,,
3742,아직도 이런 대작을 만드는 리들리스콧이 존경 스럽다,,,,,,,,,,,,,,,,
3743,완전히 비급 영화....,,,,,,,,,,,,,,,,
3744,에이아이 위주의 SF공포 이런것도 쫌 잼있다ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,
3745,마지막에 데이빗이 입속에서 꺼낸 페이스허거는 엘리자베스쇼를 실험해서 만든 에일리언 알을 생산해 낼수있는 퀸 에일리언의 페이스허거(로얄 페이스 허거)입니다.검은액체없이 에일리언1편의 많은 에일리언들이 탄생하려면 퀸 페...,,,,,,,,,,,,,,,,
3746,리들리 스콧 감독 작품중 이번 에이리언은 희대의 망작중 하나. 보면 데이빗이라는 안드로이드  꼭 영화 한니발처럼 멋진 사이코패스로 띄울려 한거 보이는데 에이리언이 주제인 영화에서 정말 한심한 발상이였다. 거기에 개연...,,,,,,,,,,,,,,,,
3747,5점정도. 킬링타임용 이하.,,,,,,,,,,,,,,,,
3748,훔..그냥저냥..프로메테우스 세계관과 에이리언 비기닝 개념의 시놉시의 이외에 대본이나 연출상의 아이디어는 눈에 띠는게 없는듯..AI가 인간을 위협한다를..천지창조와 결합시켜 상업영화의 예술성을 업그레이드 시켜보려 한...,,,,,,,,,,,,,,,,
3749,스토리가 치밀하고 반전도 있지만 맨몸으로 행성을 누빈다는 설정과 훈련된 사람들의 사고 대처가 너무 비상식적 비현실적이다,,,,,,,,,,,,,,,,
3750,10점 준 사람들 평가 : 감독님짱! or 영화재밌어요! or 반전짱!그들의 공통점은 영화의 내용에 대해서는 전혀 평가하지 않는다는 것이다. 마치 '영화를 안 본 사람들 처럼' 말이다.반면 1점준 사람...,,,,,,,,,,,,,,,,
3751,월터는 데이빗한테 두번이나 당하냐.. 힘도 더쎈데ㅠㅋㅋ 잔인하고 징그러웠음. 스토리는 괜찮음. 데이빗 넘나 밉상 돌아이라 진짜 죽는 장면 다음에 후속작 내면 꼭 나오길ㅋ,,,,,,,,,,,,,,,,
3752,생각하고 행동하는 로봇을 만들면 인류멸망의 길로 가는 지름길,,,,,,,,,,,,,,,,
3753,큰기대해서  그런지 큰재미는없음배우보는재미 ? ㅋ  예고편만 잼나는 영화,,,,,,,,,,,,,,,,
3754,솔찍히  기대이하  왠지 끝나고 찝찝한기분은 나만그런걸까?,,,,,,,,,,,,,,,,
3755,빨리 다음편 나와라 감독님 죽지마세욧 ㅠ,,,,,,,,,,,,,,,,
3756,다음편을 기대하게 한다.,,,,,,,,,,,,,,,,
3757,존잼 개무섭 에이아이 잘생김,,,,,,,,,,,,,,,,
3758,기분 드러워지는 영화. 아우.,,,,,,,,,,,,,,,,
3759,Sf영화의 공통적인특징.과학기술은 엄청발전한 미래시대인데인간의 뇌는 퇴보햇는지 부주의 안전불감증 멍청단순.보는 사람으로 하여금 억지로 사고를 유발하는 스토리라 어른이 보기엔 너무 유치하고,,,,,,,,,,,,,,,,
3760,에이리언이 나타나게 된 배경,,,,,,,,,,,,,,,,
3761,대작이다 10자 10자   .,,,,,,,,,,,,,,,,
3762,역시 리들리 스콧 입니다.. 에어리언의 고정적인 팬으로써 실망시키지 않은 한편 입니다 물론 중간 중간 기대했던 부분들이 빠진듯한  느낌을 지울순 없지만 나름 선전한것 같네요 시간이 지나면 감독판이 나왔으면 하는 영화...,,,,,,,,,,,,,,,,
3763,별로 재미 없어요...,,,,,,,,,,,,,,,,
3764,너무기대하지마시길데이빗은쇼를왜..,,,,,,,,,,,,,,,,
3765,기대이하였음 시나리오가 짜임새가 덜한것 같고 에이리언시리즈를 모두 관람했지만 새로운것이 없이 기존의 토대위에 얼버무린 듯한 느낌이였음,,,,,,,,,,,,,,,,
3766,기술은 발전했지만 각본은 퇴보한듯,,,,,,,,,,,,,,,,
3767,에일리언1 이랑 똑같음,,,,,,,,,,,,,,,,
3768,데이빗이 과연 데이빗일까요? 전 월터라 생각 됩니다만....,,,,,,,,,,,,,,,,
