,content,,,,,,,,,,,,,,,
1402,옳고 그름을 떠나 기존의 종교에 대한 맹신을 비판하고 인간과 신에 대한 고찰을 이야기하는  영화입니다. 보셨던 분이라도 감독판을 꼭 보시는 것을 추천합니다.,,,,,,,,,,,,,,,
1403,2편은 재밌을거같다 1편은... 기대이하 우주여행하면서 외계인이라는 소재만 좋았다,,,,,,,,,,,,,,,
1404,빨리 후속작이 나왔으면..,,,,,,,,,,,,,,,
1405,진짜....빨리 후편나왔으면 ㅠ,,,,,,,,,,,,,,,
1406,정말 재밌습니다 열글자 방지,,,,,,,,,,,,,,,
1407,재밌게 봤음 속편이 기대 된다,,,,,,,,,,,,,,,
1408,에일리언 시리즈 마니아로서 정말 재밌었다. 누가 올린 장문의 리뷰는 영화를 다시 보는 것만 같았다,,,,,,,,,,,,,,,
1409,이런 영화 있늕지도 몰랐는데.. 와우 대박이네요. 감독의 상상력 죽입니다.창조주의 창조주는 누구일까? 다시 한번 생각해봅니다..,,,,,,,,,,,,,,,
1410,평점 테러의 대부분은 예수쟁이들(일부분)... 박평식 평보고 역씨 박평식 이라는 생각이 들었음... 이 평을 보니 역씨 박평식은 예고편만 보고 평가 하는것 같다.,,,,,,,,,,,,,,,
1411,엔지니어 그들은 지적 우월체이며,,,,,,,,,,,,,,,
1412,에일리언 시리즈와 별개로 좋은 영화,,,,,,,,,,,,,,,
1413,이 영화 평점은 에어리언을 봤느냐 보지 않았느냐로 갈릴 영화,,,,,,,,,,,,,,,
1414,놀랍고 무척 흥미로웠어요...,,,,,,,,,,,,,,,
1415,무삭제 버번 꼭보세요 제일중요한  외계인과 대화 내용이 편집되서 짜증나내여 극장은 15분정도 편집되서 짜증나애,,,,,,,,,,,,,,,
1416,2편이 기대된다. 처음에 지루하고 중간부터 재밌네요.,,,,,,,,,,,,,,,
1417,재밌게  봤다 좀 어이 없긴 하지만,,,,,,,,,,,,,,,
1418,상상력 자극! 후속작 기대!쇼와 데이빗 따라서 나도 떠나고 싶었다.,,,,,,,,,,,,,,,
1419,내용 전개가 중간중간에 급속도로 진행되는 것 같았다.마지막 장면에서 에이리언의 프리퀄이 아닐까라는 생각이 든다.,,,,,,,,,,,,,,,
1420,인류의 기원보다이기도하고 에일리언의 기원 영화 정말재미있게봤음,,,,,,,,,,,,,,,
1421,평점이 짜다....&^,,,,,,,,,,,,,,,
1422,갑자기 궁금증과 의문이 생기게 만드는 영화였다,,,,,,,,,,,,,,,
1423,많은 궁금증을 풀어준 영화... 다음편이 기대됩니다.,,,,,,,,,,,,,,,
1424,처음에 지루 했는데.. 몰입도가 장난이 아니군..다음편이 기대되는 영화..자꾸 궁금증을 자아내는게 일품,,,,,,,,,,,,,,,
1425,아직도 배경음악이 귓가에 맴돈다.,,,,,,,,,,,,,,,
1426,처음 봤을 땐 스토리가 SF에서 호러로 가고 웬 에일리언이 나와서 실망했는데,,,,,,,,,,,,,,,
1427,수준높은 영화. 긴 런닝타임이 전혀 지루하지 않고 재밌게 잫봤다.,,,,,,,,,,,,,,,
1428,외계인에 의한 인간진화에관한 호기심과 인류역사를 설명하는 부분이 철학적인부분과 오락적인부분을 만족시키고있으나 시나리오에서 허술함이 보인다 그래도 흥미진진한 영화,,,,,,,,,,,,,,,
1429,여자주인공 짜증나는 사람은 나뿐인가?,,,,,,,,,,,,,,,
1430,난 왜 에일리언시리즈 중에 이게 제일 무섭지? ;;,,,,,,,,,,,,,,,
1431,졸잼있었는데 평점이 왜케 낮냐. 에일리언 조상이 생겨나는 과정이라 생각하면된다.,,,,,,,,,,,,,,,
1432,가이 피어스가 나왔었네..이영화 몇번은 본것같은데 무슨역이었나요..,,,,,,,,,,,,,,,
1433,스케일에 비해 주제는 평이하고 빈약한 부분도 있지만 에일리언의 인트로로 손색이 없을듯..,,,,,,,,,,,,,,,
1434,10점정도까지는 아니다..,,,,,,,,,,,,,,,
1435,글래디에이터 감독이 이 영화 만든거였구나..;;,,,,,,,,,,,,,,,
1436,프로메테우스 에일리언의 시초! 2탄 빨리 나왔으면...,,,,,,,,,,,,,,,
1437,평점이 왜 이리 낮지.. 갠적으론 8.5 생각하지만 평범 끌어올리기하려고 10주고 갑니다. 나도 점수가 짠편인데 7점대 받을 작품은 아님,,,,,,,,,,,,,,,
1438,박평식 점마  8점이상 준 영화있기는함? 평론가는 개뿔 비평가겠지 ㅉㅉㅉㅉ 나잇값좀하셈,,,,,,,,,,,,,,,
1439,티저'를 보아하니,,,,,,,,,,,,,,,
1440,말이 필요없다. 최고의 수작,,,,,,,,,,,,,,,
1441,다음편이 기대된다 ㅎㅎ,,,,,,,,,,,,,,,
1442,참..진짜 우리나라 너무 안방지키기다..이런영화에 평점을 고작..ㅜㅜ,,,,,,,,,,,,,,,
1443,거대한 SF 시리즈를 알리는 첫 작품. 이후 스토리를 예측하기는 힘들지만 분명한건 프로메테우스 시리즈는 후대에 남을 SF 명작 시리즈가 될 것이다.,,,,,,,,,,,,,,,
1444,에일리언을 처음봤을 때 처럼 긴장의 끈을 놓을수 없는 마력,,,,,,,,,,,,,,,
1445,에일리언 영화의 떡밥을 대부분 정리 해준 기념비적인 작품,,,,,,,,,,,,,,,
1446,후속작이 매우 기대되는 영화. 우주영화라는 장르 치고는 제한된 배경속에서 뿜어내는 극도의 스릴.,,,,,,,,,,,,,,,
1447,분명히 수작이라고 보면서 느꼈고 몰입하며 본 영화였다.,,,,,,,,,,,,,,,
1448,감독이 에어리언이랑 연결된다는데 허지웅 영화보고 작성한거맞나ㅡㅡ,,,,,,,,,,,,,,,
1449,기대됩니다 프로메테우스2 기다리겠습니다...,,,,,,,,,,,,,,,
1450,이 다음 SF감독이라면 스탠리 큐브릭 뿐. 제임스 카메론에게 자괴했던 때가 부끄럽게 만들어지는.,,,,,,,,,,,,,,,
1451,스콧감독치곤 중간중간 엉성한 부분들이 많았다..,,,,,,,,,,,,,,,
1452,왜 피조물은 항상 창조주의 꿈을 꾸는가. 깊은 사고 없이도 쉬이 알아챌 만한 힌트들을 뿌려주면서,,,,,,,,,,,,,,,
1453,2편이 기다려집니다.,,,,,,,,,,,,,,,
1454,10점이 최상인가?   낙지 나왔다가 뱀 나왔다가 에어리언나왔다가 헬레이저 나왔다가,,,,,,,,,,,,,,,
1455,sf의 거장이라 불릴만 하다.다만 호불호가 갈릴듯하다.하나하나 딱 들어맞는 개연성과 현실성을 기대했다면 실망할 가능성이 크다.하지만 sf적 괴담과 암울함을 느끼고 싶다면 추천.분위기와 압박감조성으로 타 영화의 심하게...,,,,,,,,,,,,,,,
1456,리들리 스콧의 미지의 우주공포속에 철학적 메시지가 담긴 공포 우주동화,,,,,,,,,,,,,,,
1457,보고나서 많은 의문이 생기는 영화...,,,,,,,,,,,,,,,
1458,2가 나오길 기다리고 있는중,,,,,,,,,,,,,,,
1459,스토리 좋음 내가 어릴때 보던 에일리언 시리즈랑 느낌이 다름,,,,,,,,,,,,,,,
1460,아오 진짜 역겨웤ㅋㅋ 2 나와도 극장에서는 못볼듯ㅋㅋㅋ이 역겨운 영상미를 큰 스크린으로 보면 내 비위가 남아나지 않을듯,,,,,,,,,,,,,,,
1461,아몰랑 최고 ㅋ!!!!,,,,,,,,,,,,,,,
1462,엄청나게 흥미로운 주제와 화려한 영상을 무척이나 담담하게 표현한다. 이 시크함이 이영화를 흥미롭게 만들었다. 머리가 잘려도 멋있는 마이클 페스밴더는 덤.,,,,,,,,,,,,,,,
1463,처음 봤을땐 '글쎄'였는데 결국 다시한번 보게만드는 작품 그리고 또 반복.. 숨은의미와 장면들의 밀도가 높다..,,,,,,,,,,,,,,,
1464,궁금증이 해소되는게 아니라 더 늘어났다 괜찮은 영화 ㅎㅎ,,,,,,,,,,,,,,,
1465,인류의 기원을 찾아나서는 우주모험 볼거리가 풍부한 연출이나 스케일은 방대하지만 반면 스토리구성이 뭔가 모자란...아쉬움이 남네요 감독의 의도와 상관없이 신의 영역을 도전하는 인간의 욕망 또한 끝이 없다라는 생각을 스...,,,,,,,,,,,,,,,
1466,이런건 만점이지. 고작 7점 대라니,,,,,,,,,,,,,,,
1467,극강의 비주얼  짱짱한 화면 광활한 우주 한복판에 있다는 착각이 들 정도로 훌륭한화면이 인상 깊다. 너무나도 멋드러진 스토리와 상상력이 어우러진 영화 감독님 활동 왕성하신데 2편좀 빨리 만들어 주세요,,,,,,,,,,,,,,,
1468,기억에오래남는영화!!!,,,,,,,,,,,,,,,
1469,에일리언의 웅장하고 화려한 연장선,,,,,,,,,,,,,,,
1470,정말 재밌게 봤는데 솔직히 찝찝함만 남는 영화였음 ;;;,,,,,,,,,,,,,,,
1471,재밌었음10자채워야징,,,,,,,,,,,,,,,
1472,이 영화에서 가장 중요한 장면은 안드로이드가 인간에게 왜 자신을 만들었냐고 물어볼 때이다. 이미 해답은 인간에게 있었다.,,,,,,,,,,,,,,,
1473,엄청난 영화임에 틀림없음. 호불호가 갈리긴하네요,,,,,,,,,,,,,,,
1474,프로메테우스2가 나오기전까지는 최고의 sf,,,,,,,,,,,,,,,
1475,충분히 재밋다 평점이 너무낮다,,,,,,,,,,,,,,,
1476,어서 2편이 나왔으면..!!,,,,,,,,,,,,,,,
1477,굿. 스토리,,,,,,,,,,,,,,,
1478,에일리언과 비교하면 뭔가 여러모로 좀 아쉬웠던 영화..,,,,,,,,,,,,,,,
1479,진짜 재밌게봤는데 ㅋㅋ,,,,,,,,,,,,,,,
1480,에일리언 시리즈의 프리퀄이라 불릴만하다.,,,,,,,,,,,,,,,
1481,ㄱㄷㄷㄷ!!!!??,,,,,,,,,,,,,,,
1482,창조주얘기라 이런느낌일거라곤생각못했는데 에일리언물이라니... 그래도 괜찮은영화였네요,,,,,,,,,,,,,,,
1483,흠잡을데 없이 재밌고 흥미로운 영화다 다만 여주가 굉장히 내가 싫어하는 성격이라서  7점줌,,,,,,,,,,,,,,,
1484,기본전제만 약간 신선,,,,,,,,,,,,,,,
1485,긴 기다림 끝에 강한 맛이 난다.,,,,,,,,,,,,,,,
1486,기다려라,,,,,,,,,,,,,,,
1487,생각외로 괜찮았던 영화,,,,,,,,,,,,,,,
1488,몰입도 있게 잘봤는데 아무리봐도 7점대 영화는 아닌것같은데 ..,,,,,,,,,,,,,,,
1489,분위기나 영상은 좋음. 그러나 스토리에 낚인 기분,,,,,,,,,,,,,,,
1490,나름 대로 볼만한 영화임매,,,,,,,,,,,,,,,
1491,감독이 전해주고 싶은이야기는 도대체 무엇인가요? 온통 질문만 하게 해놓고 무엇을 보여주고자 만든건가? 보면서 내내 그생각뿐.. 이것도 에일리언처럼 시리즈로 나온다던데 2편에 대답점...,,,,,,,,,,,,,,,
1492,깊은 철학이 느껴지며,,,,,,,,,,,,,,,
1493,이 영화에 대한 평가는  후속편의 완성도에 달려 있을듯,,,,,,,,,,,,,,,
1494,샤를리스테론은 조연이구나,,,,,,,,,,,,,,,
1495,흑 보고싶은데 무서울것 같아,,,,,,,,,,,,,,,
1496,잼있긴있는데후반부가조금아쉬었다,,,,,,,,,,,,,,,
1497,떡밥만 잔뜩 던져놓은 영화,,,,,,,,,,,,,,,
1498,심오한 SF영화~~~,,,,,,,,,,,,,,,
1499,다보고 나니까 마지막걔가 에이리언이었네 ㅋ 떡밥좋고 지루하지않았고  2편에서 샤를리즈테론 살려내라 ~~,,,,,,,,,,,,,,,
1500,꽤 재미있게 봤는데 의외로 평점이 낮네...8점,,,,,,,,,,,,,,,
1501,영화는맘에들었음.... 재미있게본거같음 근데반전이좀별로,,,,,,,,,,,,,,,
1502,그냥  딱 본연의 역할을 했음,,,,,,,,,,,,,,,
1503,심심풀이용 영화 . 인류의 조상이라는 내용면에서는 아주 마음에 들다만 뭔가 빈약한 느낌이네,,,,,,,,,,,,,,,
1504,왜 청불인지 이해안감..,,,,,,,,,,,,,,,
1505,애초에 답이 존재하지 않는 것에 대한 물음!,,,,,,,,,,,,,,,
1506,10분후에 내방으로 와요. 단지 자존심으론 사이즈가 감이오듯 상상만으로 거대한 흑형을 받아내려한 샤를리즈에게 박수를..  단지 자존심만으로 치부하기엔 그텀이 너무나 길지만.. 단지 그것만으로 흑형을 선택한 그녀는 욕...,,,,,,,,,,,,,,,
1507,생각없이 봤다가 엄청생각하게 만드는 영화인것같다. 감독은 나이가있음에도 불구하고 이러한 통찰력으로 영화를 연출하다니.. 놀라울따름이다..,,,,,,,,,,,,,,,
1508,처음엔 머야. . .하고 한번보고 두번짼 그냥 생각나서 또 보고 세번째는 미술과 디테일때문에보고 네번째는 배우들 연기때문에 보고 다섯번째부터는 감독의 의도 때문에 계속보고 있어요 블레이드 러너처럼 시간이 지날수록재평...,,,,,,,,,,,,,,,
1509,ㅠㅠ최고다... 스릴러 에이리언의비긴즈로 생각해서본다면 자칫 지루해질수있으나 영화자체능 끝내줌,,,,,,,,,,,,,,,
1510,2015년 ㅠ.ㅠ 에일리언은 관심밖인데 다들 왤케 에일리언 타령인지. 에일리언은 나오든지 말든지 상관없는데.,,,,,,,,,,,,,,,
1511,외계인 엄청 귀엽다능 근데 열자를 쓰라고 해서 외계인이 얼마나 귀여운지 어떻게 설명해야 할지를 고민한다능,,,,,,,,,,,,,,,
1512,영상이나 에일리언시초는 경이롭지만뭔가의 묵직함은없다.. 여자주인공은 불사신인듯,,,,,,,,,,,,,,,
1513,기존의 것과는 다른 음침하고 미스터리한 분위기도 색다르네요,,,,,,,,,,,,,,,
1514,그저 감탄사만 나올뿐..,,,,,,,,,,,,,,,
1515,삭제씬을 보면 감독이 어떻게 떡밥을 던지고 싶어하는지 조금더 알수 있다하고 싶은 이야기는 많으나 우주적 스케일을 더 꼼꼼히 다지기에는 아직 인간들의 상상력이 빈곤한듯.,,,,,,,,,,,,,,,
1516,엔지니어 도망 홀로그램,,,,,,,,,,,,,,,
1517,비잔티움이 그렇듯,,,,,,,,,,,,,,,
1518,조금 아쉽다,,,,,,,,,,,,,,,
1519,일단 지루하지는 않다하지만블레이드러너나 에어리언 1편을 뛰어넘어줬으면 했던 바램은 어찌되는건가?,,,,,,,,,,,,,,,
1520,간만에 만나는 sf대작이라 반갑지만 각본에 구멍들이 최소한 3가지다....,,,,,,,,,,,,,,,
1521,그냥 멋지다,,,,,,,,,,,,,,,
1522,스릴러에 충실한 에일리언과 보다 SF에 충실한 프로메테우스. 기대치엔 못 미침.,,,,,,,,,,,,,,,
1523,에일리언1을 좋아했지만 그외의 에일리언시리즈들은은 별로였다. 내에게 있어서 이영화는 에일리언1의 진정한 속편.,,,,,,,,,,,,,,,
1524,영화를 100% 이해를 못해서인지 엄청 좋았다 반대로 나빴다고 이야기할수 없는 애매모호함,,,,,,,,,,,,,,,
1525,의외로(?) 오락적인 요소가 많다. 2편은 극장에서 보고 싶다.,,,,,,,,,,,,,,,
1526,나름 볼만함 망설인다면 바로 보시길,,,,,,,,,,,,,,,
1527,아니 OO넘들아이게 잔인하니?너거들 맹장 수술보다 낫네아놔 귀여운것들 ㅋㅋㅋ,,,,,,,,,,,,,,,
1528,꽤나 잘 만들어진 SF작품임에는 분명하다 다만 후반부의 임팩트가 부족한건 사실... 그로인해 속편이 더 기대되는 영화.,,,,,,,,,,,,,,,
1529,우주선 박치기 희생장면아니라면 10점,,,,,,,,,,,,,,,
1530,굳,,,,,,,,,,,,,,,
1531,6 8 10 영화내용이 좀 불투명한 게,,,,,,,,,,,,,,,
1532,속편을 기대해본다....영상은 볼만햇다...,,,,,,,,,,,,,,,
1533,그거 아는가?  영화에나오는 피터 웨이랜드 의 시조는 에일리언VS프레데터 에 나오는 찰리 비숍 웨이랜드 라는 사실을 심지어는 에일리언2 영화에서 찰리 비숍 웨이랜드 가 비숍으로 나온다는 사실을 또 알고있는가? 이건 ...,,,,,,,,,,,,,,,
1534,인류의 기원에 대한 지적인 호기심 탐사가 아닌 결국 괴기물이었지만 세트와 그래픽은 상당히 볼만함,,,,,,,,,,,,,,,
1535,음 뭐 나름재미있게봄 흥미로운 소재 에일리언의 탄생? 그나저나 그 고대우주인? 들은 왜 지구를 공격하려한거지,,,,,,,,,,,,,,,
1536,흥미진진,,,,,,,,,,,,,,,
1537,최고의 비주얼 심오한 철학 하지만 불친절한 전개,,,,,,,,,,,,,,,
1538,아래분 진지하네 진저브래든줄,,,,,,,,,,,,,,,
1539,인간은 영원한 삶을 원하는 존재인가?  외계인이 인간을 만들었다??,,,,,,,,,,,,,,,
1540,2편을 기대해 본다. 1편의 아쉬움을 한방에 날려주길충분히 재미있었다.,,,,,,,,,,,,,,,
1541,단점 : 영화의 흐름에 의한 자연스런 위기가 아니라 억지설정 (핸폰에도 달린 카메라 하날 안달아서 사람을 직접 보낸다든지),,,,,,,,,,,,,,,
1542,재밌다,,,,,,,,,,,,,,,
1543,이건 단지 시작 1은 재밋게 봣음,,,,,,,,,,,,,,,
1544,재밌게 봣음ㅋㅋ sf장르를 좋아하는것도 있고 인류의기원 이런 심오한 주제라서 더 주의깊게 봤던듯 후속작 나오면 무조건 볼거고 에이리언도 다 볼기세임,,,,,,,,,,,,,,,
1545,재밌게 밨네요..막판에 에어리언 인가??? 하고 밨는데..검색해보니..에어리언 감독이네요? ㅋㅋ 79년도 에어리언의 기원과 연결하다니...기발하네요.~,,,,,,,,,,,,,,,
1546,대박임...,,,,,,,,,,,,,,,
1547,ㅋㅋ 재밌어ㅋ,,,,,,,,,,,,,,,
1548,2편이 기대되는 영화다!,,,,,,,,,,,,,,,
1549,똥싸다 만 느낌..... 하지만 영화는 굉장하다....요즘 SF가뭄이라...,,,,,,,,,,,,,,,
1550,내 인생에서 이렇게 낮은 평점이 이해가 안되는 영화. 스토리는 그렇다치고 영상미가 끝내준다,,,,,,,,,,,,,,,
1551,개쩔구만;,,,,,,,,,,,,,,,
1552,과학자들이 목적도 잘 모른채 따라와서 도착한담에 설명듣고 하는 초반부분부터 좀 짜증났고,,,,,,,,,,,,,,,
1553,여기 나오는 우주선이랑에어리언 1편에 30분쯤 나오는 우주선이랑말발굽처럼 생긴게 똑같음 ;ㅅ;,,,,,,,,,,,,,,,
1554,에일리언 하고 연관된거에요  여자가 수술하고 바로움직이는 장면빼고는 전부볼만했어요.,,,,,,,,,,,,,,,
1555,하나부터 끝까지 다 대박,,,,,,,,,,,,,,,
1556,30년전 떡밥은 모두 회수했지만 새로운 떡밥들이 남았다. 어쨌든 팬들을 위한 완벽한 귀환,,,,,,,,,,,,,,,
1557,두번째보니까 처음보다 재미있어서 6점,,,,,,,,,,,,,,,
1558,효과라던가 등등은 참 쩌는데,,,,,,,,,,,,,,,
1559,처음 나오는 태초의 기원적인 화면구성만으로 충분하다,,,,,,,,,,,,,,,
1560,솔직히 좋은 영화였다 씨지나 스토리도 그렇게 병맛은 아님 삭제된거 보니 더 잘 이해되고 잘 만들었다 생각.,,,,,,,,,,,,,,,
1561,이렇게 에어리언이 탄생되는 거였남? 그래도 볼만은 했음,,,,,,,,,,,,,,,
1562,이거 에일리언2의 오마쥬 영화였어??,,,,,,,,,,,,,,,
1563,내내 긴장하면서 봤습니다. 미래의 첨단 과학 기술들의 섬센한 CG화와 창조의 본질을 탐구하는 고찰을 SF,,,,,,,,,,,,,,,
1564,막판에 좀 실망 프로데터도 에어리언도 아니고 뮘미.?ㅋ,,,,,,,,,,,,,,,
1565,역시 거장 리들리스콧의 작품!!!,,,,,,,,,,,,,,,
1566,재미있고 스릴있고 공포감도 어느정도 있었다,,,,,,,,,,,,,,,
1567,멋지다!!,,,,,,,,,,,,,,,
1568,SF영화중 NO.1,,,,,,,,,,,,,,,
1569,에일리언 시리즈도 별도 좋아하지 않았다..,,,,,,,,,,,,,,,
1570,SF 매니아에겐 최고의 영화였다.. 하루빨리 후속작을 보고싶다,,,,,,,,,,,,,,,
1571,정말수작..감독이 어떻게 속편을 제작할지 기대된다,,,,,,,,,,,,,,,
1572,에일리언 + 레릭 = 프로메테우스 .... 재미도 액션도 감흥도 깨닮음도 그 어떤것도 얻으려 하지말것.어설픈 다음편 예고까지......................그리고 임산부나 여성분들은 보지 말것을 권함. 상당히...,,,,,,,,,,,,,,,
1573,지난해 영화들중 최고였다. 다만 리들리스콧감독에게 2편은 숙제다.....아주어려운숙제....복선만 깔아놓고 던져놓은 떡밥을 어떻게 처리할것인가.....,,,,,,,,,,,,,,,
1574,호불호가 갈린다기에 뒤늦게 보게되었다. 역시 난SF매니아였어! 너무 재밌다. 누가 이 영화를 지루하다고 하는가!,,,,,,,,,,,,,,,
