,content,,,,,,,,,,,
1730,결말 부분이 아쉬웠지만 보고나서 큰 감명과 교훈을 준건 확실합니다. 추천~,,,,,,,,,,,
1731,개인적으로 너무나 좋은 영화 ㅠㅠ저는 최고였어요,,,,,,,,,,,
1732,"결말 빼고는 마음에 드는 영화. 관람객 평점의 ""없는 것을 찾느라 있는 것을 보지 못했다"" 에 대한 얘기",,,,,,,,,,,
1733,브랜드의 눈빛연기와 떨림독백우주의 소리이토록 연기가 좋았던가?,,,,,,,,,,,
1734,우주 개발이 지속되었을 때 나타날 현실적 문제를 날카롭게 다룸,,,,,,,,,,,
1735,용아맥 못된것 왕십리가서 다시 볼것이다,,,,,,,,,,,
1736,솔직히 재미없습니다. 이미 인터스텔라 그래비티에서 보여준 내용을 회상하는 정도의 우주배경. 주인공의 터무니 없는 행동들. 실망이 큽니다.,,,,,,,,,,,
1737,영화의 스토리와 비주얼은 장대하지만 너무 재미없다.,,,,,,,,,,,
1738,영화적인 완성도는 있으나 스토리가 약간 아쉬워,,,,,,,,,,,
1739,5000원주고봐서 다행이다 마션도 살짝 루즈한듯해도 재밌었는데 음,,,,,,,,,,,
1740,아빠찾아 우주 삼만리..그 지루한 여정. 행복은 가까이에 있다는거와 가족애를 강조하는 뻔한 주제의식. 주인공의 내적인 면을 파고들고 있어보이는척 해보지만 끝은 그저그런.,,,,,,,,,,,
1741,왜 우리들의아빠가계속보이는지,,,,,,,,,,,
1742,타짜 원아이드잭 같은 영화는 티켓값 3천원만 받아라,,,,,,,,,,,
1743,대항해시대 퇴직한 노쇠한 아버지를 오랜 항해 후 만나는 아들의 마음,,,,,,,,,,,
1744,결국은 각자의 삶. 운명이라는 게 정말 있을까?,,,,,,,,,,,
1745,퍼스트맨과 비슷함(영화 전체적으로 정적이며,,,,,,,,,,,
1746,우리는 존재 자체로 하나의 작은 우주임을서로의 눈에 비친 눈동자가 가장 빛나는 별임을,,,,,,,,,,,
1747,영상은 매우훌륭~ 결말은 약간 아쉽네요,,,,,,,,,,,
1748,빵형 연기력은 역시굳굳,,,,,,,,,,,
1749,부래드피트 연기 좋아요,,,,,,,,,,,
1750,잘봤어요. 그런데 외계인 나오고 싸우고 죽이고 하는거 기대하신분들에겐 안맞는 영화에요,,,,,,,,,,,
1751,보이지 않는 것에 신경 쓰기보다는 내앞에 있는 사람들을 사랑하고 살자,,,,,,,,,,,
1752,우주에서 돌아보는 자아성찰 일기,,,,,,,,,,,
1753,정말재밌습니다열자열자,,,,,,,,,,,
1754,오랜만에 보는 우주 영화,,,,,,,,,,,
1755,초반에 쫌 졸긴했는데 괜찮았덬 영화다 좋아하는 스타일이기도하고..브레드피트 연기 진짜 잘함,,,,,,,,,,,
1756,우주영화는 대체로 졸리다,,,,,,,,,,,
1757,인터스텔라 > 그래비티 > 애드아스트라 순으로 재밌었습니다,,,,,,,,,,,
1758,한문장으로 표현하면 '행복은 멀리 있는게 아니다',,,,,,,,,,,
1759,아이맥스 에서봤다 ..,,,,,,,,,,,
1760,개연성은 몹시 떨어지는 여정이었지만 주려하는 감동은 조금 이해된다.,,,,,,,,,,,
1761,난 인생이란  무한한  우주속에서 무엇을 찾고 있을까?,,,,,,,,,,,
1762,평이 안좋아 망설이다 봤는데 그렇게 나쁘진 않았다. 다만 좀 허술하더라,,,,,,,,,,,
1763,딱8점정도의 영화..말하고자하는 의미는 좋았으나 풀어가는데 약간의 지루함은 아쉬움,,,,,,,,,,,
1764,아버지는 허상이 아니었을까,,,,,,,,,,,
1765,제임스 그레이식 인터스텔라.,,,,,,,,,,,
1766,호불호가 확 갈리는 영화,,,,,,,,,,,
1767,로이 맥브라이드가 기나긴 시간속에 후회만을 반복할 때 나는 생각했다.. 이미 이 남자는 공허한 우주 속에서 진정한 삶의 의미가 무엇인지 깨달았다고,,,,,,,,,,,
1768,일론 머스크의 스페이스x 사업이 생각나는 우주 여행을 묘사한 장면,,,,,,,,,,,
1769,인터스텔라 내 기준9점 이라면 이영화는 딱7점 이점수는 전적으로 간접 우주여행을 해서 주는 점수다,,,,,,,,,,,
1770,요즘은 평점을 못믿겠다 전 볼만했으니까 평점은 중립기어 박을게요 네이버평점 그냥 믿거하시고 보고싶은분은 휘둘리지 말고 보세여,,,,,,,,,,,
1771,아버지의 고통은 아들의 고통이다.,,,,,,,,,,,
1772,SF의 탈을 쓰고 있는 인간심리드라마. 시각효과는 좋지만 오락적 재미는 글쎄..,,,,,,,,,,,
1773,내면의 표현이 섬세해서 개인적으로 너무 좋았습니다,,,,,,,,,,,
1774,지금까지봤던최고영화였다,,,,,,,,,,,
1775,아진짜가슴이먹먹한연기엿움대박,,,,,,,,,,,
1776,저도 영화보면서 심박수 80을 넘기지 않았습니다^^ 원숭이 심박수 80 넘은 이유를 알려주세요,,,,,,,,,,,
1777,볼만했어요! 생각했던거랑은 조금달랏음,,,,,,,,,,,
1778,마스터피스 그 자체다.,,,,,,,,,,,
1779,다른 우주영화에서는 보지못했던 내용과 장면들 때문에 2시간 내내 우주여행을 하고온 느낌이에요,,,,,,,,,,,
1780,마지막 교훈담긴 문장들을 느끼기 위해서 지루한 시간들.. 참으시고 보세요 ㅋㅋ,,,,,,,,,,,
1781,주변을 다 무시할 정도로 집착하던 것이 사실이 아니라는 실패를 겪은 이후에도 집착을 버리지 못하는 아버지. 그 아버지에 그 아들이지만 아들은 아버지를 만나고 깨달음을 얻는다. 아버지의 길을 따라가지 않기로 선택하면서...,,,,,,,,,,,
1782,나름 재밌게봤습니다. 물론 호불호는 갈리겠지만요. 약간 지루하지만 주인공에게 감정이입하면서 봤습니다.,,,,,,,,,,,
1783,다음이야기가 졸리와 재결합이라는?  연기 몰입도가 좋아서 꼭 자기 얘기하는것처럼 느껴졌다.   미지에서 찾은 물질은 바로 사랑이였다.,,,,,,,,,,,
1784,어떤 것을 얻으려면 자기가 가진 것중 소중한 다른 것을 버려야 한다. 지금 내게 소중한 것은 무엇인가. 다시 찾은 아버지를 우주 멀리 놓아버리는 아들의 표정을 잊을 수 없다.,,,,,,,,,,,
1785,늙어서 볼만한 영화. 30대이상에게 추천합니다.   뭐라해야하나 삶의 목적과 꿈이 뚜렷하다고 믿는 시절을 지나서 삶도 꿈도 목표도 경계가 애매하진 나이때를 잘 표현했습니다,,,,,,,,,,,
1786,영화 스토리상 굳이 달에서의 액션신이나 유인원신이 필요했나 싶음. 그리고 꼭 배경이 우주였어야 했나??.. 지나치게 상업성이 짙다고 개인적으로 생각함.,,,,,,,,,,,
1787,브레드 피트의 뛰어난 연기력과 뛰어난 영상의 조화,,,,,,,,,,,
1788,인터스텔라 그래비티 정말 재밋게 본 사람인데 이번영화는 뭔가 재밋어질라했는데 뚝 끝나버린느낌,,,,,,,,,,,
1789,브래드피트의 차분하고도 깊이 있는 연기가 인상적이었습니다. 우주여행에 대한 묘사가 생생했습니다.,,,,,,,,,,,
1790,심오하고 재밌게봄. 또보고싶은 영화,,,,,,,,,,,
1791,인생의 의미와 목표를 먼곳에 두기만 하다가 정작 가까이 있는것의 가치를 상실한다는 것을 우주를 배경으로 무게감있게 잡아 묵직하게 풀어낸다.,,,,,,,,,,,
1792,제임스 그레이. 이 감독이 연출한 애드 아스트라는 인터스텔라와는 또다른. 하나의 대작 영화라 생각한다. 루즈한부분이 지나가기도 하지만 결말을 위한 하나의 개연성이 필요한 부분이라 모든장면 집중할 필요가 있다. 스크린...,,,,,,,,,,,
1793,우주를 배경으로 한 철학적 영화입니다. 자의든 타의든,,,,,,,,,,,
1794,외로움과 싸우는 인간의 내면연기,,,,,,,,,,,
1795,가장 소중한건 지금 곁에있는것,,,,,,,,,,,
1796,우주의끝을찾아서 내셔널지오그래피 에서 만든거 보고있는줄 그래도 볼만했음,,,,,,,,,,,
1797,피곤해도  집중이 되는 영화는 졸지 않죠 이 영환 그냥 지루함 주인공 루이의 독배이랄까 두시간 듣고 왔음  우주에서 아빠 찾아 삼만리...  구지 이 영활 본건 평점인데 이제 평점도 못 믿겠네요,,,,,,,,,,,
1798,마지막에  외계인 나올줄 알았는데  아쉽,,,,,,,,,,,
1799,한국 영화계 뜯어고칠려면 이런걸 올려줘야 됨 그래야 신박한 것들만 나오지,,,,,,,,,,,
1800,영화를 보는데 트루먼쇼가 생각나더라. 드라마세트장이 배경인 트루먼쇼와 태양계가 배경인 애드 아스트라. 전혀 다른 스케일의 장소에서 주인공들은 같은 것을 깨닫는다.,,,,,,,,,,,
1801,우리나라청소년들이이런영화를꼭보았으면합니다.,,,,,,,,,,,
1802,죄송합니다 이해못하겠어요ㅠㅠ,,,,,,,,,,,
1803,그냥.. 우주영화는 좋은데 인상깊은 장면은 없네요;;,,,,,,,,,,,
1804,피곤해서 잤다 ㅠ어제 잠설쳐서 잤다 ㅠ,,,,,,,,,,,
1805,개꿀잼 나쁜녀석들보다 1억배나음,,,,,,,,,,,
1806,정말 sf영화 치고 너무 재미없었습니다. 내용도 정말 별 의미도 없고 졸려서 죽는줄 알았네요,,,,,,,,,,,
1807,행복은 멀리서 찾는게 아니라 가까이서 찾아라~!,,,,,,,,,,,
1808,생각해 볼 가치가 있는 메시지를 전달한다는 점은 좋았으나,,,,,,,,,,,
1809,저는 우주영화를 가장한 심리영화 같았어요..!,,,,,,,,,,,
1810,우주의 공허함과 그에따른 인간의 심리를 매우 잘 표현한 영화. 단점은 보는사람도 공허해짐,,,,,,,,,,,
1811,새로운 시도는 좋았는데 영화가 길게 느껴지고 보다 처음으로 졸아봤습니다.  뭘 표현 하고 싶은지 알겠지만 아쉽습니다,,,,,,,,,,,
1812,리얼 띵작 꼭 봐야할 인생 영화,,,,,,,,,,,
1813,언 놈이 인터스텔라+그래비티라고 그랬냐ㅋㅋ 걍 결말뻔한 영화네 초반부에 복선 깔아놨나 싶어서 유심히 봤는데 그냥 뭐.. 돈 아깝다 예스터데이 볼껄,,,,,,,,,,,
1814,개인적으로 인터스텔라 상상하고 갔으면 실망스러운 영화,,,,,,,,,,,
1815,불면증이 싹 나았다 101010,,,,,,,,,,,
1816,제임스 그레이 영화는 언제나 믿보,,,,,,,,,,,
1817,인생 25년간 영화보면서  자게만든2번째영화,,,,,,,,,,,
1818,영화 보다 잔적은 처음이다.,,,,,,,,,,,
1819,완벽한 호불호 인터스델라가 너무 재밌었다면 이 영화도 재밌다고 할수있다 ㅋㅋㅋ,,,,,,,,,,,
1820,우선 브래드 피트 너무 인상적이었구요 영화도 숨 쉴 틈 없이 재밌었습니다,,,,,,,,,,,
1821,흥미로운이야기! 신선한소재!,,,,,,,,,,,
1822,브래드 피트 작품은 믿고 보기로,,,,,,,,,,,
1823,브래드 피트의 첫 SF대작을 봐서 좋았다.,,,,,,,,,,,
1824,공허한 우주에서 자아를 찾게된다,,,,,,,,,,,
1825,우주영화의 탈을 쓴 그냥 심리상담 영화,,,,,,,,,,,
1826,또 잔다고 마누라한테 혼날까봐 겨우 버티며 보고 있는데 옆을 보니 마누라는 이미 꿈나라였다,,,,,,,,,,,
1827,졸림 ㅡ 원숭이때 깸 ㅡ 잠,,,,,,,,,,,
1828,세상에나 이런영화를 만들다니....대박입니다.,,,,,,,,,,,
1829,어른'의 '성장'스토리,,,,,,,,,,,
1830,작품성은 있으나 재미(오락성)은 없습니다 철학적인 우주영화입니다 SF를 기대하신다면  추천하지 않습니다,,,,,,,,,,,
1831,졸려서 죽을뻔했습니다,,,,,,,,,,,
1832,브래드 피트의 감정 표현 죽이네요~~,,,,,,,,,,,
1833,꼭 보세요.브래드피트 ㅠㅠ,,,,,,,,,,,
1834,나름 재미있네요 영상도 좋았고 스토리도 좋았습니다,,,,,,,,,,,
1835,제작비나 홍보력 때문에 영화관에 걸린거지. 메세지는 단편 독립영화만도 못함. 우주영화의 마지막 단물을 뽑아먹은 낚시영화. 그냥 독립영화로 개봉했음 나았을 것임.,,,,,,,,,,,
1836,좋은 영화였습니다. 모든 SF영화의 종착점은 인간애로 귀결 되는 것 같아요.,,,,,,,,,,,
1837,말이 필요없음. 불면증이 있으시다면 꼭 보시길...강력 추천합니다!,,,,,,,,,,,
1838,너무갔다.영화가 주고자 하는 속 뜻 하나를 위해 너무 많은 장치를 사용했고 그것이 지루함으로 왔다.작은것 하나하나에 너무 쉽게 감동할 수 있는 분들은 보셔도 지루하지않게 보실 수 있을것같습니다. 전 이돈으로 넷플릭스...,,,,,,,,,,,
1839,태양계 끝에서야 깨달을만큼 무너진 내면을 바로 잡는것은 이렇게 어렵다.,,,,,,,,,,,
1840,나만 당할수 없어서 만점,,,,,,,,,,,
1841,나만 당할 수 없다 ㅋㅋㅋ,,,,,,,,,,,
1842,인생에 대해서 돌아볼 수 있는 영화,,,,,,,,,,,
1843,그래비티,,,,,,,,,,,
1844,길고 약간은 지루할 수 있는 영화하지만 생각할 거리도 많고 브래드피트 연기도 좋아요,,,,,,,,,,,
1845,난 한국영화는 극장서  안본다 평점조작단 한국영화사  망해라,,,,,,,,,,,
1846,10짜리는 아니지만 더러운 중국자본이 거짓으로 깍아먹은 점수 다시 올려준다,,,,,,,,,,,
1847,와.... 와....,,,,,,,,,,,
1848,인터스텔라를 원했나 보다.,,,,,,,,,,,
1849,스크리쿼테제 폐지해라이런수준높은영화는 돈아깝지않다스크린쿼터로 수준떨어지는영화만들어 지들밥그릇챙기는것들  이젠 관객들이 심판하자,,,,,,,,,,,
1850,와 대박임 빵형 연기 쩔고 인생의 의미에관해 생각해보는 심오한 영화 빵형 영화는 믿고 봅시다,,,,,,,,,,,
1851,충분히 호불호가 갈릴 수 있고 지루할 수 있는 영화지만 그렇다고해서 이 영화가 쓰레기라고 평할 정도인가 싶다;,,,,,,,,,,,
1852,외계인 보려면 맨인블랙이나 봐라,,,,,,,,,,,
1853,배경이 다를 뿐 나의 내면을 들여다 보는것같아 두렵기도하고 그가 이해되기도 하고 위로받기도 했다재미를 찾는다면 실망할수도,,,,,,,,,,,
1854,고독한 영화,,,,,,,,,,,
1855,인터스텔라가 딸과 아버지의 이야기라면 애드 아스트라는 아들과 아버지의 이야기이다.,,,,,,,,,,,
1856,교훈은 있지만 sf 적인 요소는 평범 했어요.,,,,,,,,,,,
1857,다좋은데 예고편에서 달에서 싸우는 장면같은걸 강조하니까 사람들이 액션영화같은걸 기대하고 보는거지아마 평점 낮게준분들은 자기기대랑 달라서 그런거일수도있음,,,,,,,,,,,
1858,인생의 목적을 해왕성까지 가서 찾았다?배우들의 연기는 좋았으나 극적 전개는 지루하고 신선한 결론이 아니었다,,,,,,,,,,,
1859,데프픗 데챠아아악 쿠이쿠이,,,,,,,,,,,
1860,잘보고염ㅇㅇ자미있엇ㅅ도,,,,,,,,,,,
1861,마지막 로이의 눈물젖은 미소가 기억에 남아요,,,,,,,,,,,
1862,진짜 엄청 몰입해서 봤어서,,,,,,,,,,,
1863,평생 쫓아온 아버지의 뒷모습을 전면에서 확인 할 수 있다는 것. 그리고 그모습을 받아들이고,,,,,,,,,,,
1864,감정선이 좋네요잘봤어요 ^^,,,,,,,,,,,
1865,굿 다시 한번 볼 영화임ㅇㅇㅇ,,,,,,,,,,,
1866,우리는 어디에서 왔고 어디로 가는가,,,,,,,,,,,
1867,sf인줄알고갔는데 휴먼드라마였다. 역시 브레드피트는 액션보다는 드라마! 깊은 성찰속에 드문드문 졸리는...,,,,,,,,,,,
1868,황홀한 우주와 함께 항해하는 인간 내면의 정서,,,,,,,,,,,
1869,난 이영화의 별점을 두개로 주고싶다 1.별넷 : 우주에서의 진지한 인생의 고찰과 자아성찰의 시간 2. 별하나 : 왜 굳이 우주까지 갔을까?,,,,,,,,,,,
1870,이방지: 스승님  척사광보다무서운               영화를 만났습니다.무휼: 보지말고피해~!!!!,,,,,,,,,,,
1871,개재밋는거같음 근데 조용해서 잠오는데 집중잘됨.,,,,,,,,,,,
1872,우주의 신비함과 아름다움을 느끼러 갔다가 지구의 신비함과 아름다움을 느끼고 왔다,,,,,,,,,,,
1873,1.인터스텔라처럼 막 화려하진 않지만 볼거리 진짜 정말 많음.(볼거면아이맥스)2.주제가 주인공의 심리변화라서 장단점이 뚜렷함. 장점은 빵형 연기를 충분히 감상할 수있음. 단점은 지루하고 난해함(왜저러지하는장면들꽤있음...,,,,,,,,,,,
1874,물질차원(현상계) 우주의 한계를 솔직하게 보여주었으니 다음엔 그 이상의 차원을 다루는 우주영화가 나오길 바래본다. 생각할 거리가 풍부했고 눈에 보이는 우주를 잘 표현해서 재미있었다.,,,,,,,,,,,
1875,중반부까지 집중하고 봤는데 그후엔 스토리가 산으로 가네 ㅋ 너무 단순한진리로 끝나 허무...그래도 나이든 브래드피트가 젊을때 머습보다 더 멋진듯..남자가 봐도 잘생겻어...,,,,,,,,,,,
